,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%
2123,1.4,.494,2.9,0.8,.454,1.8,1.8,0.1,1.0,2.2,.479,4.7,0.7,.864,0.8,910,30,NBA,17.8,Steve Kerr,0.2,0.9,6.0,0.5,0.6,1.2,.564
2124,2.5,.363,7.0,,,,2.5,,,2.5,.363,7.0,2.5,.662,3.8,271,,NBA,26.5,Jack Kerris,,3.2,7.6,,,6.3,.363
2125,4.0,.472,8.6,0.1,.201,0.2,1.9,0.7,3.5,4.1,.465,8.8,2.0,.690,2.9,1153,571,NBA,24.4,Jerome Kersey,2.0,3.0,10.3,1.2,1.4,5.5,.467
2126,0.5,.318,1.7,0.0,,0.0,0.1,,,0.5,.318,1.7,0.0,.000,0.2,13,,ABA,5.2,Tom Kerwin,,0.4,1.1,,0.2,1.5,.318
2127,2.0,.426,4.6,0.0,.417,0.1,0.4,0.3,2.3,2.0,.426,4.8,1.1,.744,1.4,210,24,NBA,14.0,Alec Kessler,1.2,2.1,5.2,0.2,0.9,3.6,.431
2128,0.5,.406,1.3,0.0,,0.0,0.1,0.1,0.9,0.5,.406,1.3,0.3,.667,0.5,25,0,NBA,5.6,Lari Ketner,0.5,0.8,1.4,0.2,0.5,1.4,.406
2129,3.0,.419,7.2,0.0,.182,0.1,1.6,2.2,7.7,3.0,.418,7.2,1.5,.623,2.4,418,,ABA,32.7,Julius Keye,3.3,3.4,7.6,0.5,1.6,11.0,.418
2130,2.0,.445,4.5,0.2,.272,0.6,0.8,0.2,1.4,2.2,.425,5.1,0.7,.721,1.0,241,19,NBA,13.8,Randolph Keys,0.9,2.2,5.2,0.6,0.7,2.3,.441
2131,1.7,.457,3.6,0.1,.292,0.3,1.0,0.3,2.3,1.8,.443,4.0,0.9,.658,1.3,143,58,NBA,16.4,Viktor Khryapa,1.2,2.5,4.5,0.6,1.0,3.4,.455
2132,3.0,.429,7.1,1.4,.349,4.1,8.7,0.3,5.0,4.5,.400,11.2,2.2,.785,2.8,1391,1350,NBA,36.0,Jason Kidd,1.3,1.8,12.6,1.9,2.9,6.3,.464
2133,1.5,.592,2.5,0.0,,0.0,0.3,0.3,2.3,1.5,.592,2.5,0.7,.547,1.3,68,14,NBA,13.0,Warren Kidd,1.1,1.9,3.6,0.3,0.6,3.4,.592
2134,1.2,.333,3.7,0.0,,0.0,0.7,0.1,1.1,1.2,.333,3.7,0.7,.720,1.0,26,,NBA,8.2,Irv Kiffin,0.5,1.7,3.2,0.4,1.2,1.5,.333
2135,0.9,.227,3.8,,,,1.2,,,0.9,.227,3.8,0.6,.571,1.1,53,,NBA,9.5,Jack Kiley,,1.2,2.3,,,1.0,.227
2136,0.0,.000,1.0,,,,0.0,,,0.0,.000,1.0,0.3,1.000,0.3,4,,NBA,3.0,Earnie Killum,,0.3,0.3,,,0.5,.000
2137,0.5,.500,1.0,0.0,,0.0,0.0,0.0,1.5,0.5,.500,1.0,0.5,.500,1.0,2,,NBA,3.0,Carl Kilpatrick,0.5,0.5,1.5,0.0,0.0,2.0,.500
2138,2.4,.425,5.7,,,,1.0,0.3,4.9,2.4,.425,5.7,1.2,.573,2.2,571,,NBA,18.3,Toby Kimball,2.5,2.2,6.1,0.7,,6.8,.425
2139,1.8,.403,4.5,0.2,.291,0.8,0.9,0.1,1.0,2.1,.386,5.4,1.1,.728,1.5,105,22,NBA,12.7,Bo Kimble,0.6,2.0,5.5,0.4,0.9,1.5,.408
2140,0.6,.400,1.5,0.1,.500,0.2,0.5,0.0,0.2,0.7,.409,1.7,0.2,1.000,0.2,13,0,NBA,5.0,Stan Kimbrough,0.3,0.4,1.6,0.4,0.3,0.5,.432
2141,1.3,.369,3.4,0.0,,0.0,1.1,0.1,0.6,1.3,.369,3.4,0.3,.778,0.4,41,,NBA,8.6,Chad Kinch,0.2,0.8,2.9,0.3,0.7,0.8,.369
2142,5.0,.468,10.6,0.1,.268,0.4,2.2,0.4,2.8,5.1,.461,11.0,1.9,.791,2.4,534,326,NBA,24.0,Albert King,1.4,3.0,12.1,0.8,2.2,4.2,.466
2143,8.9,.521,17.1,0.0,.172,0.2,3.3,0.3,3.8,9.0,.518,17.3,4.5,.730,6.2,874,547,NBA,33.7,Bernard King,1.9,3.3,22.5,1.0,3.2,5.8,.519
2144,2.2,.433,5.0,0.4,.383,1.2,1.1,0.3,2.0,2.6,.423,6.2,1.0,.633,1.6,103,66,NBA,20.0,Chris King,1.0,1.8,6.7,0.7,1.2,3.0,.459
2145,0.6,.318,1.8,,,,0.3,,,0.6,.318,1.8,0.4,.500,0.8,12,,NBA,8.6,Dan King,,0.4,1.6,,,2.1,.318
2146,0.7,.360,1.9,0.1,.333,0.2,0.5,0.0,0.8,0.8,.357,2.2,0.5,.750,0.6,13,0,NBA,6.1,Frankie King,0.4,0.8,2.1,0.5,0.4,1.2,.375
2147,3.7,.382,9.7,,,,4.8,,,3.7,.382,9.7,2.9,.642,4.5,411,,NBA,32.6,George King,,2.5,10.3,,,3.9,.382
2148,1.9,.503,3.7,0.0,,0.0,0.7,0.2,2.1,1.9,.503,3.7,0.8,.744,1.0,126,31,NBA,14.5,Gerard King,1.0,1.9,4.5,0.4,0.7,3.1,.503
2149,2.8,.418,6.7,,,,2.3,,,2.8,.418,6.7,1.6,.782,2.1,607,,NBA,18.4,Jim King,,2.0,7.2,,,2.5,.418
2150,1.7,.471,3.5,0.1,.147,0.5,1.4,0.2,1.0,1.8,.429,4.1,0.9,.691,1.3,64,1,NBA,13.9,Jimmy King,0.7,1.2,4.5,0.4,1.0,1.8,.439
2151,2.0,.393,5.2,0.3,.233,1.1,1.4,,1.0,2.3,.365,6.2,1.2,.811,1.5,84,,ABA,14.9,Loyd King,0.5,2.2,6.0,,1.0,1.5,.385
2152,2.6,.398,6.6,,,,3.8,,,2.6,.398,6.6,0.7,.800,0.9,38,,NBA,25.6,Maury King,,2.4,5.9,,,2.8,.398
2153,3.5,.515,6.7,0.0,.000,0.0,1.6,0.3,4.2,3.5,.514,6.7,2.0,.699,2.9,438,128,NBA,25.9,Reggie King,1.9,2.3,8.9,0.8,1.5,6.2,.514
2154,0.6,.400,1.5,0.0,.000,0.0,0.3,0.1,0.6,0.6,.393,1.6,0.7,.662,1.0,72,2,NBA,4.3,Rich King,0.4,0.9,1.9,0.1,0.4,1.0,.393
2155,2.4,.344,7.1,0.2,.333,0.7,1.6,0.2,1.2,2.7,.343,7.8,1.6,.824,1.9,9,,ABA,14.0,Ron King,0.9,1.6,7.1,0.6,0.8,2.1,.357
2156,2.4,.480,5.1,0.0,.235,0.0,0.9,0.5,2.0,2.4,.478,5.1,1.5,.707,2.2,438,63,NBA,16.9,Stacey King,1.4,2.1,6.4,0.4,1.2,3.3,.479
2157,1.7,.237,7.1,,,,0.6,,,1.7,.237,7.1,1.7,.631,2.8,58,,BAA,,Tom King,,1.8,5.1,,,,.237
2158,3.3,.353,9.5,,,,1.5,,,3.3,.353,9.5,2.9,.608,4.7,118,,TOT,,Bob Kinney,,4.0,9.5,,,,.353
2159,1.5,.479,3.1,0.2,.324,0.7,0.5,0.0,1.0,1.7,.453,3.8,1.1,.817,1.3,109,15,NBA,12.3,Tarence Kinsey,0.4,0.9,4.7,0.6,0.7,1.3,.481
2160,3.5,.510,6.8,0.5,.310,1.5,2.7,1.8,3.7,3.9,.474,8.3,3.5,.754,4.6,797,546,NBA,30.0,Andrei Kirilenko,1.8,2.0,11.8,1.4,1.9,5.5,.502
2161,2.2,.305,7.4,,,,2.1,,,2.2,.305,7.4,3.2,.718,4.4,118,,TOT,36.0,Walt Kirk,,2.8,7.7,,,4.0,.305
2162,1.5,.429,3.5,0.0,,0.0,0.5,,5.0,1.5,.429,3.5,0.0,,0.0,2,,ABA,13.5,Wilber Kirkland,0.5,2.5,3.0,,1.0,5.5,.429
2163,1.0,.333,3.0,0.0,,0.0,0.0,,1.5,1.0,.333,3.0,1.0,1.000,1.0,2,,ABA,7.5,Jim Kissane,0.0,1.5,3.0,,0.5,1.5,.333
2164,0.6,.500,1.2,,,,0.0,,,0.6,.500,1.2,0.4,.500,0.8,5,,NBA,2.6,Doug Kistler,,0.4,1.6,,,0.2,.500
2165,0.5,.600,0.8,0.0,.000,0.2,0.2,0.5,0.8,0.5,.500,1.0,0.5,.750,0.7,6,0,NBA,5.2,Curtis Kitchen,0.7,0.7,1.5,0.3,0.0,1.5,.500
2166,1.1,.439,2.4,0.0,.167,0.0,0.5,0.6,2.5,1.1,.438,2.4,0.4,.486,0.9,680,225,NBA,14.8,Greg Kite,1.3,2.3,2.5,0.3,0.8,3.8,.438
2167,4.1,.463,8.9,1.4,.378,3.6,2.6,0.4,2.9,5.5,.439,12.5,1.8,.780,2.3,507,455,NBA,33.4,Kerry Kittles,1.0,1.8,14.1,1.6,1.2,3.9,.493
2168,2.0,.455,4.3,0.0,.271,0.0,0.6,0.3,2.8,2.0,.453,4.4,0.9,.794,1.1,965,204,NBA,15.2,Joe Kleine,1.3,2.1,4.8,0.3,0.8,4.1,.454
2169,2.5,.280,8.9,,,,1.6,,,2.5,.280,8.9,2.1,.728,2.9,113,,TOT,,Leo Klier,,2.7,7.1,,,,.280
2170,0.6,.226,2.8,,,,0.6,,,0.6,.226,2.8,0.1,.333,0.3,11,,BAA,,Herm Klotz,,0.3,1.4,,,,.226
2171,2.8,.362,7.7,,,,1.5,,,2.8,.362,7.7,2.6,.719,3.6,113,,NBA,,Duane Klueh,,2.2,8.2,,,3.0,.362
2172,0.0,.000,1.3,0.0,,0.0,0.0,,1.0,0.0,.000,1.3,0.0,,0.0,3,,ABA,2.7,Lonnie Kluttz,0.7,1.0,0.0,,0.0,1.7,.000
2173,6.5,.511,12.8,0.1,.284,0.3,2.3,0.2,3.2,6.6,.507,13.0,3.7,.827,4.4,821,113,TOT,28.9,Billy Knight,2.1,2.0,16.9,1.0,2.4,5.3,.509
2174,1.5,.429,3.5,,,,4.0,,,1.5,.429,3.5,0.5,1.000,0.5,2,,NBA,14.5,Bob Knight,,3.0,3.5,,,0.5,.429
2175,0.0,.000,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,.000,1.0,0.0,,0.0,1,0,NBA,3.0,Brandin Knight,0.0,0.0,0.0,0.0,0.0,0.0,.000
2176,2.7,.419,6.6,0.0,.134,0.2,6.1,0.1,2.1,2.8,.412,6.7,1.8,.789,2.2,729,423,NBA,24.9,Brevin Knight,0.4,2.5,7.3,1.7,1.9,2.4,.414
2177,2.3,.447,5.2,0.1,.263,0.3,2.8,0.1,0.9,2.4,.436,5.6,1.2,.730,1.6,276,77,NBA,16.4,Negele Knight,0.4,1.5,6.2,0.4,1.3,1.3,.444
2178,2.1,.433,4.8,,,,0.8,,,2.1,.433,4.8,0.5,.500,1.0,101,,NBA,11.3,Ron Knight,,1.5,4.7,,,2.8,.433
2179,5.7,.519,10.9,0.0,.000,0.0,1.2,0.7,3.1,5.7,.519,10.9,1.5,.740,2.1,283,0,NBA,25.9,Toby Knight,2.0,3.2,12.9,0.9,1.6,5.1,.519
2180,1.4,.447,3.1,0.0,.259,0.2,0.6,0.6,1.9,1.4,.438,3.2,0.6,.696,0.8,371,58,NBA,12.3,Travis Knight,1.2,2.2,3.4,0.4,0.7,3.1,.444
2181,2.4,.303,8.0,,,,1.6,,,2.4,.303,8.0,1.8,.637,2.9,131,,TOT,,Lee Knorek,,3.8,6.7,,,,.303
2182,0.6,.300,2.0,,,,1.2,,,0.6,.300,2.0,1.4,.636,2.2,5,,NBA,9.4,Dick Knostman,,1.8,2.6,,,3.4,.300
2183,0.4,.286,1.6,0.0,,0.0,0.0,,0.0,0.4,.286,1.6,0.1,.333,0.3,9,,TOT,4.8,Rod Knowles,0.0,1.2,1.0,,0.0,1.0,.286
2184,0.5,.410,1.2,0.0,.188,0.1,1.0,0.0,0.4,0.5,.387,1.4,0.4,.614,0.6,111,0,NBA,6.3,Bart Kofoed,0.1,0.9,1.5,0.2,0.5,0.5,.397
2185,4.8,.446,10.9,,,,1.4,0.2,2.9,4.8,.446,10.9,2.5,.720,3.5,814,,NBA,23.6,Don Kojis,1.4,2.4,12.2,0.9,,5.6,.446
2186,3.8,.283,13.5,,,,1.9,,,3.8,.283,13.5,2.3,.584,3.9,64,,NBA,,Milo Komenich,,3.8,9.9,,,,.283
2187,4.0,.388,10.3,,,,4.0,0.1,0.8,4.0,.388,10.3,2.2,.830,2.6,742,,NBA,27.2,Howard Komives,0.2,2.8,10.2,0.7,,2.4,.388
2188,1.8,.477,3.8,0.0,.226,0.1,1.0,1.0,3.6,1.8,.470,3.9,0.8,.597,1.3,784,379,NBA,20.9,Jon Koncak,1.4,3.2,4.5,0.7,0.8,4.9,.473
2189,1.4,.403,3.4,0.0,.000,0.0,0.3,,1.9,1.4,.400,3.5,0.5,.478,1.1,42,,ABA,8.4,Tom Kondla,1.1,1.3,3.3,,0.5,3.0,.400
2190,2.0,.440,4.5,,,,0.8,,,2.0,.440,4.5,0.6,.833,0.8,54,,NBA,11.7,Bud Koper,,1.1,4.6,,,1.1,.440
2191,1.1,.502,2.3,0.0,.273,0.1,0.7,0.1,1.7,1.2,.493,2.4,1.3,.812,1.6,118,3,NBA,10.1,Joe Kopicki,0.9,1.3,3.7,0.3,0.6,2.7,.498
2192,0.6,.399,1.6,0.1,.263,0.4,0.3,0.0,0.7,0.7,.369,2.0,0.3,.596,0.6,89,0,NBA,6.7,Frank Kornet,0.4,0.9,1.9,0.2,0.4,1.1,.398
2193,0.3,.294,1.0,0.1,.250,0.4,0.4,0.0,0.3,0.4,.283,1.4,0.3,.625,0.5,34,0,NBA,4.9,Yaroslav Korolev,0.2,0.3,1.1,0.2,0.2,0.5,.315
2194,0.4,.286,1.4,0.0,,0.0,0.8,,0.6,0.4,.286,1.4,0.4,1.000,0.4,5,,ABA,6.0,Tony Koski,0.8,1.8,1.2,,0.4,1.4,.286
2195,0.5,.398,1.4,,,,0.7,0.1,1.4,0.5,.398,1.4,0.4,.778,0.5,76,,NBA,6.7,Len Kosmalski,0.5,1.0,1.4,0.1,,1.9,.398
2196,2.2,.418,5.2,,,,0.7,,,2.2,.418,5.2,2.0,.614,3.3,21,,BAA,,Andy Kostecka,,2.3,6.4,,,,.418
2197,1.1,.314,3.5,,,,0.3,,,1.1,.314,3.5,0.9,.465,1.9,53,,BAA,,Harold Kottman,,1.1,3.1,,,,.314
2198,0.9,.419,2.1,,,,0.5,0.1,1.2,0.9,.419,2.1,0.4,.745,0.5,189,,NBA,10.1,Tom Kozelko,0.6,1.5,2.2,0.4,,1.8,.419
2199,0.9,.380,2.5,0.2,.207,0.8,0.4,,,1.1,.339,3.3,0.6,.618,0.9,37,,ABA,9.6,Ronald Kozlicki,,0.8,2.9,,0.5,1.9,.364
2200,0.9,.318,2.8,0.0,,0.0,0.4,0.6,0.8,0.9,.318,2.8,0.3,1.000,0.3,8,,NBA,5.6,Arvid Kramer,0.8,1.0,2.0,0.0,0.6,1.5,.318
2201,1.2,.338,3.7,0.0,.000,0.1,0.7,,0.9,1.2,.336,3.7,1.1,.728,1.6,59,,TOT,9.5,Barry Kramer,1.0,1.3,3.6,,1.6,1.9,.336
2202,1.5,.481,3.1,0.0,.000,0.0,1.0,0.2,1.8,1.5,.479,3.1,0.9,.737,1.2,328,4,NBA,12.8,Joel Kramer,1.0,1.8,3.8,0.4,0.8,2.8,.479
2203,3.1,.432,7.1,0.0,.125,0.1,1.9,,1.0,3.1,.429,7.1,2.3,.780,3.0,124,,ABA,18.5,Steven Kramer,0.9,2.5,8.5,,1.7,2.5,.430
2204,0.4,.143,2.7,,,,0.5,,,0.4,.143,2.7,0.8,.458,1.8,13,,BAA,,Dan Kraus,,1.8,1.6,,,,.143
2205,0.4,.222,1.8,,,,0.4,,,0.4,.222,1.8,0.5,.455,1.1,10,,BAA,,Herb Krautblatt,,1.4,1.3,,,,.222
2206,3.3,.405,8.1,,,,0.8,,,3.3,.405,8.1,1.4,.755,1.9,515,,NBA,20.7,Jim Krebs,,3.0,8.0,,,6.2,.405
2207,0.4,.233,1.7,0.0,.250,0.2,0.4,0.0,0.4,0.4,.234,1.9,0.3,.700,0.4,25,0,NBA,4.0,Wayne Kreklow,0.1,0.8,1.2,0.1,0.4,0.5,.245
2208,2.2,.387,5.7,0.2,.368,0.5,2.7,,1.1,2.3,.387,5.8,1.5,.768,1.9,224,,TOT,16.2,Tommy Kron,0.6,2.3,6.0,,1.5,3.0,.390
2209,1.0,.440,2.3,,,,0.6,0.0,0.5,1.0,.440,2.3,0.4,.702,0.6,78,,NBA,7.1,Tom Kropp,0.3,1.2,2.5,0.3,,0.8,.440
2210,4.1,.495,8.3,0.0,.143,0.0,0.8,0.7,3.6,4.1,.494,8.3,1.8,.730,2.5,419,373,NBA,25.2,Nenad Krstic,1.8,3.0,10.0,0.4,1.2,5.4,.494
2211,3.1,.461,6.7,0.0,.139,0.1,1.2,0.1,3.4,3.1,.457,6.7,2.0,.795,2.5,420,134,NBA,21.7,Larry Krystkowiak,1.5,2.5,8.2,0.6,1.2,4.9,.458
2212,2.2,.417,5.3,,,,0.6,0.1,1.8,2.2,.417,5.3,1.1,.767,1.4,568,,NBA,13.9,Steve Kuberski,1.1,1.6,5.5,0.1,0.7,3.8,.417
2213,4.2,.326,12.8,,,,3.2,,,4.2,.326,12.8,3.1,.814,3.8,62,,NBA,,Leo Kubiak,,4.0,11.5,,,,.326
2214,0.7,.270,2.5,0.0,,0.0,0.5,0.1,1.1,0.7,.270,2.5,0.5,.667,0.8,15,2,NBA,7.9,Bruce Kuczenski,0.5,1.2,1.9,0.1,1.0,1.5,.270
2215,2.7,.331,8.1,,,,2.1,,,2.7,.331,8.1,1.8,.708,2.6,228,,NBA,21.3,Frank Kudelka,,3.2,7.2,,,3.2,.331
2216,1.3,.428,3.0,0.0,.000,0.0,2.3,0.0,0.8,1.3,.427,3.0,0.8,.833,0.9,135,,NBA,11.3,John Kuester,0.2,1.3,3.3,0.6,0.9,1.0,.427
2217,1.9,.320,5.9,,,,0.7,,,1.9,.320,5.9,1.1,.591,1.8,52,,BAA,,Ray Kuka,,2.6,4.9,,,,.320
2218,3.4,.488,7.0,0.9,.335,2.6,3.7,0.3,3.0,4.3,.447,9.6,2.1,.729,2.9,846,259,NBA,26.3,Toni Kukoc,1.2,1.7,11.6,1.0,1.8,4.2,.492
2219,3.6,.476,7.7,0.0,,0.0,1.4,1.1,4.8,3.6,.476,7.7,1.0,.682,1.5,555,0,NBA,21.8,Kevin Kunnert,2.5,3.5,8.3,0.5,1.5,7.3,.476
2220,1.7,.333,5.1,0.1,.455,0.2,1.0,,,1.8,.339,5.3,1.3,.578,2.2,46,,ABA,14.4,Terry Kunze,,1.7,5.0,,1.3,1.6,.349
2221,3.9,.523,7.5,0.0,.000,0.0,0.7,0.3,3.5,3.9,.523,7.5,2.3,.704,3.3,510,32,NBA,19.4,Mitch Kupchak,1.9,2.2,10.2,0.3,1.6,5.4,.523
2222,1.7,.427,3.9,,,,0.7,0.0,1.4,1.7,.427,3.9,0.8,.772,1.0,147,,NBA,10.8,C.J. Kupec,0.7,1.2,4.1,0.2,0.5,2.1,.427
2223,0.9,.387,2.3,0.4,.395,1.0,0.5,0.5,1.2,1.3,.389,3.3,1.0,.800,1.3,40,5,NBA,11.1,Rob Kurz,0.8,2.0,3.9,0.4,0.4,2.0,.447
2224,0.0,.000,0.2,0.0,,0.0,0.0,0.0,0.2,0.0,.000,0.2,0.0,,0.0,5,0,NBA,2.4,Ibo Kutluay,0.0,0.2,0.0,0.0,0.4,0.2,.000
2225,4.7,.490,9.5,0.0,.042,0.0,1.3,1.3,5.6,4.7,.489,9.6,1.8,.743,2.5,735,538,NBA,26.7,Chris Kaman,2.0,2.7,11.2,0.4,2.1,7.6,.489
2226,2.2,.457,4.9,1.2,.333,3.5,1.6,0.5,3.5,3.4,.405,8.5,1.4,.744,1.9,150,19,NBA,23.4,Frank Kaminsky,0.8,1.7,9.5,0.6,0.9,4.4,.475
2227,4.5,.537,8.4,0.1,.305,0.2,0.6,0.4,4.1,4.6,.531,8.6,2.0,.769,2.7,438,114,NBA,21.3,Enes Kanter,2.7,2.1,11.3,0.4,1.5,6.8,.535
2228,0.7,.489,1.4,0.3,.282,1.2,0.9,0.0,1.2,1.0,.395,2.6,0.7,.842,0.8,95,22,NBA,11.7,Sergey Karasev,0.3,1.0,3.0,0.3,0.6,1.5,.459
2229,1.4,.419,3.3,0.6,.313,2.0,1.3,0.5,2.6,2.0,.379,5.2,1.4,.795,1.8,161,59,NBA,19.2,Ryan Kelly,0.5,1.9,6.0,0.5,0.7,3.1,.438
2230,1.5,.375,4.0,1.0,.500,2.0,1.5,0.0,3.0,2.5,.417,6.0,0.0,.000,1.0,2,0,NBA,29.5,D.J. Kennedy,0.5,3.5,6.0,1.0,1.5,3.5,.500
2231,3.5,.474,7.4,0.0,.206,0.1,1.3,0.8,4.6,3.5,.469,7.5,2.0,.707,2.8,277,273,NBA,27.1,Michael Kidd-Gilchrist,1.8,2.2,9.1,0.7,1.0,6.4,.471
2232,2.7,.484,5.7,1.4,.341,4.1,1.8,0.1,2.9,4.2,.424,9.8,2.6,.853,3.0,102,24,NBA,23.4,Sean Kilpatrick,0.3,1.5,12.3,0.6,1.6,3.2,.496
2233,0.2,.250,0.8,0.0,,0.0,0.2,0.0,0.0,0.2,.250,0.8,0.4,1.000,0.4,5,0,NBA,2.8,Alex Kirk,0.2,0.2,0.8,0.0,0.0,0.2,.250
2234,2.2,.501,4.3,0.9,.335,2.8,0.8,0.2,2.6,3.1,.435,7.1,1.6,.763,2.0,409,65,NBA,20.0,Linas Kleiza,0.9,2.2,8.7,0.4,1.0,3.6,.502
2235,3.8,.445,8.6,1.6,.357,4.6,4.3,0.2,2.8,5.5,.415,13.2,2.6,.812,3.3,382,320,NBA,31.3,Brandon Knight,0.6,2.0,15.2,0.9,2.7,3.3,.476
2236,1.5,.461,3.2,2.0,.431,4.6,1.8,0.3,2.8,3.4,.443,7.8,1.1,.880,1.3,1025,418,NBA,26.5,Kyle Korver,0.3,2.1,10.0,0.7,1.1,3.1,.571
2237,2.5,.533,4.8,0.0,.000,0.0,0.4,0.8,3.2,2.5,.532,4.8,0.6,.605,1.1,573,215,NBA,16.4,Kosta Koufos,1.7,2.1,5.7,0.4,0.7,4.9,.532
2238,0.9,.672,1.4,0.0,,0.0,0.2,0.2,0.6,0.9,.672,1.4,0.3,.333,1.0,45,0,NBA,6.3,Viacheslav Kravtsov,0.7,0.9,2.2,0.1,0.4,1.4,.672
2239,0.4,.520,0.7,0.0,,0.0,0.2,0.1,0.6,0.4,.520,0.7,0.2,.600,0.4,37,0,NBA,4.4,Ognjen Kuzmic,0.5,0.8,0.9,0.1,0.4,1.0,.520
2240,1.4,.494,2.7,0.8,.322,2.4,1.0,0.2,1.2,2.1,.415,5.1,0.9,.828,1.0,62,5,NBA,14.5,Mindaugas Kuzminskas,0.7,1.2,5.8,0.5,0.7,1.9,.489
2241,1.4,.524,2.6,0.0,.000,0.1,0.0,,0.9,1.4,.500,2.8,0.3,.500,0.5,8,,ABA,6.0,Reggie Lacefield,0.5,1.1,3.0,,0.4,1.4,.500
2242,2.1,.452,4.7,0.0,.000,0.0,0.7,,2.4,2.1,.447,4.8,0.8,.567,1.5,46,,ABA,13.2,Edgar Lacey,1.5,2.0,5.1,,1.4,3.9,.447
2243,4.3,.442,9.7,0.0,.188,0.1,3.7,1.5,6.9,4.3,.441,9.7,1.7,.738,2.4,1002,40,NBA,31.8,Sam Lacey,2.2,3.5,10.3,1.3,2.2,9.7,.441
2244,2.2,.431,5.0,0.0,.400,0.1,1.9,0.0,1.4,2.2,.431,5.1,1.4,.593,2.4,71,,ABA,16.9,Bob Lackey,0.9,2.4,5.8,0.3,1.7,2.3,.434
2245,2.6,.421,6.3,,,,1.9,,,2.6,.421,6.3,1.2,.774,1.6,144,,NBA,16.7,Fred LaCour,,1.9,6.5,,,3.3,.421
2246,4.6,.403,11.5,0.4,.252,1.5,2.1,0.1,5.6,5.0,.386,12.9,1.2,.712,1.7,300,,ABA,26.3,Wendell Ladner,2.7,3.9,11.6,1.6,2.0,8.3,.400
2247,4.5,.490,9.3,0.1,.261,0.4,2.6,0.8,4.8,4.6,.480,9.7,3.4,.820,4.2,868,692,NBA,29.7,Christian Laettner,1.9,3.2,12.8,1.1,2.2,6.7,.486
2248,2.0,.500,4.0,1.0,.500,2.0,2.0,0.0,3.0,3.0,.500,6.0,0.0,,0.0,1,0,NBA,22.0,Oliver Lafayette,1.0,0.0,7.0,0.0,1.0,4.0,.583
2249,3.1,.505,6.2,0.8,.363,2.3,1.1,1.6,4.3,4.0,.466,8.5,1.3,.711,1.9,563,438,NBA,25.8,Raef LaFrentz,1.8,3.3,10.1,0.5,0.9,6.1,.516
2250,2.8,.463,6.0,0.0,.000,0.0,1.5,0.4,3.5,2.8,.462,6.0,2.0,.640,3.2,312,28,NBA,19.9,Tom LaGarde,1.6,2.8,7.6,0.3,1.7,5.1,.462
2251,5.0,.508,9.9,0.2,.326,0.6,2.0,0.9,7.1,5.2,.498,10.5,2.3,.837,2.7,1068,861,NBA,31.8,Bill Laimbeer,2.6,3.4,12.9,0.7,1.5,9.7,.507
2252,0.0,.000,1.0,,,,0.0,,,0.0,.000,1.0,0.0,,0.0,1,,BAA,,Pete Lalich,,1.0,0.0,,,,.000
2253,6.4,.426,15.0,0.6,.267,2.2,3.9,0.1,1.7,6.8,.411,16.6,2.4,.768,3.1,273,,TOT,29.4,Bo Lamar,1.0,1.6,16.4,1.3,2.6,2.7,.424
2254,1.6,.430,3.8,0.0,.083,0.1,0.6,0.4,2.1,1.6,.428,3.8,0.5,.693,0.8,446,7,NBA,12.5,John Lambert,1.3,1.9,3.8,0.3,0.8,3.3,.428
2255,2.0,.481,4.3,0.0,.222,0.2,0.9,0.0,1.1,2.1,.470,4.4,0.9,.841,1.1,291,3,NBA,11.9,Jeff Lamp,0.5,1.4,5.1,0.4,0.8,1.5,.474
2256,1.4,.413,3.5,0.0,.250,0.1,0.3,0.2,1.6,1.5,.407,3.6,0.4,.676,0.6,64,0,NBA,9.9,Maciej Lampe,0.6,1.3,3.4,0.1,0.5,2.2,.411
2257,1.0,.333,3.0,0.0,,0.0,0.0,0.0,4.0,1.0,.333,3.0,1.0,.500,2.0,1,0,NBA,16.0,Jim Lampley,1.0,0.0,3.0,1.0,1.0,5.0,.333
2258,1.5,.476,3.2,0.0,.000,0.1,0.7,0.1,1.5,1.5,.463,3.3,1.4,.691,2.1,45,0,NBA,12.2,Sean Lampley,0.6,1.0,4.5,0.2,0.6,2.1,.463
2259,2.3,.482,4.9,0.0,.000,0.0,0.5,0.2,3.8,2.3,.481,4.9,1.0,.522,1.8,437,5,NBA,16.7,Mark Landsberger,2.4,1.6,5.6,0.3,1.1,6.1,.481
2260,2.3,.447,5.1,0.0,.063,0.1,1.5,0.2,3.2,2.3,.441,5.2,0.7,.379,1.9,218,79,NBA,14.7,Jerome Lane,2.6,2.5,5.3,0.6,1.2,5.8,.442
2261,2.4,.471,5.1,0.0,.250,0.0,0.6,1.5,3.2,2.4,.470,5.1,1.2,.744,1.6,737,380,NBA,20.8,Andrew Lang,1.6,2.8,6.0,0.5,0.9,4.8,.471
2262,0.8,.469,1.8,0.0,.000,0.1,0.3,0.3,0.9,0.8,.455,1.9,0.6,.719,0.8,143,1,NBA,9.8,Antonio Lang,0.6,1.4,2.3,0.4,0.6,1.5,.455
