,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
3883,0.4,1.000,0.4,0.5,.308,1.6,0.1,0.0,0.9,0.9,.438,2.0,0.5,.667,0.8,8,4,NBA,8.9,Wayne Selden,0.0,0.8,2.8,0.4,0.5,0.9,.563,.813,2.0,0.0,-4.7,-1.7,10.7,0.1,.375,-3.0,0.0,0.0,7.1,2.1,17.7,5.3,.590,14.3,0.0,0.0,.024
3884,2.7,.489,5.5,0.0,.000,0.0,0.6,0.7,2.3,2.7,.488,5.5,0.6,.713,0.8,417,34,NBA,15.2,Kevin Seraphin,1.2,2.1,5.9,0.2,1.1,3.5,.488,.003,6.5,3.8,-3.9,0.2,16.7,7.2,.147,-4.1,8.8,-1.5,12.1,0.7,15.4,12.8,.508,20.5,-3.0,5.8,.044
3885,3.3,.452,7.2,0.3,.316,1.0,4.1,0.1,2.2,3.6,.436,8.2,3.1,.792,4.0,663,143,NBA,23.7,Ramon Sessions,0.5,1.4,10.6,0.7,1.7,2.7,.454,.117,28.8,0.3,-1.8,-1.8,10.9,8.0,.484,0.0,2.4,20.5,16.0,1.5,14.8,6.5,.533,22.0,0.8,28.6,.087
3886,0.8,.392,2.0,0.0,.091,0.4,1.2,0.1,0.6,0.8,.339,2.5,0.4,.529,0.7,25,0,NBA,6.8,Mustafa Shakur,0.3,0.7,2.1,0.2,0.8,0.9,.347,.177,26.2,1.3,-9.0,-2.5,10.4,0.1,.274,-6.6,4.5,-0.5,5.8,1.5,22.4,7.4,.374,23.3,-0.3,-0.5,-0.127
3887,0.5,.512,1.0,0.0,.125,0.2,0.4,0.0,0.6,0.5,.451,1.1,0.3,.500,0.5,45,0,NBA,5.5,Tornike Shengelia,0.3,0.6,1.3,0.1,0.5,0.9,.461,.157,10.7,0.7,-6.6,-1.1,12.5,0.2,.471,-5.6,6.2,-0.3,5.7,1.3,27.2,9.4,.479,15.9,-0.3,-0.2,-0.032
3888,1.7,.438,3.9,1.0,.341,3.0,1.9,0.2,2.7,2.8,.396,7.0,0.9,.762,1.2,363,197,NBA,25.6,Iman Shumpert,0.8,2.4,7.4,1.2,1.2,3.5,.471,.437,11.4,0.8,-0.2,0.8,12.2,9.6,.166,-1.0,3.4,2.1,10.2,2.4,13.9,7.8,.497,15.4,4.2,11.7,.060
3889,1.6,.417,3.7,0.9,.306,2.9,2.5,0.3,1.5,2.4,.369,6.6,1.6,.762,2.1,182,25,NBA,18.0,Alexey Shved,0.5,1.1,7.4,0.6,1.3,2.0,.436,.438,23.2,1.2,-1.7,-1.3,9.6,2.5,.323,-0.4,2.8,0.6,12.8,1.7,15.0,6.1,.489,22.0,0.2,3.1,.046
3890,1.8,.513,3.6,0.0,.167,0.1,0.3,0.8,2.2,1.9,.503,3.7,0.4,.688,0.6,53,38,NBA,15.6,Pascal Siakam,1.2,2.0,4.2,0.5,0.6,3.3,.505,.030,3.0,4.7,-0.9,1.9,15.6,1.1,.162,-2.9,8.4,0.4,11.6,1.5,13.2,12.0,.523,13.1,0.2,1.5,.089
3891,1.5,.333,4.5,0.5,.167,3.0,1.5,0.0,1.0,2.0,.267,7.5,1.0,.667,1.5,2,0,NBA,19.5,Xavier Silas,1.0,2.5,5.5,0.0,1.5,2.0,.300,.400,11.4,0.0,-10.5,-3.7,5.7,0.0,.200,-6.8,5.7,-0.1,0.1,0.0,15.5,5.7,.337,23.3,-0.1,-0.1,-0.131
3892,1.8,.491,3.7,0.3,.333,1.0,1.3,0.2,1.6,2.2,.457,4.7,1.3,.756,1.7,126,6,NBA,16.1,Jonathon Simmons,0.3,1.9,6.0,0.5,1.0,1.9,.493,.221,11.9,1.2,-1.3,0.7,11.3,3.2,.356,-2.0,2.0,0.8,10.9,1.7,14.8,6.8,.543,18.2,0.4,4.0,.094
3893,3.0,.479,6.2,0.0,.174,0.2,1.0,0.5,3.1,3.0,.471,6.3,1.6,.767,2.1,135,61,NBA,18.8,Henry Sims,1.8,2.1,7.6,0.6,1.1,5.0,.473,.027,9.7,2.0,-2.6,-0.1,18.9,2.5,.336,-2.5,10.2,2.1,15.0,1.5,13.5,14.4,.525,19.4,-0.4,4.6,.087
3894,1.6,.457,3.4,0.9,.365,2.4,0.8,0.3,2.0,2.4,.419,5.8,1.0,.795,1.2,340,170,NBA,22.5,Kyle Singler,0.9,2.1,6.7,0.6,0.8,2.9,.494,.412,5.2,1.1,-1.6,-0.7,10.2,4.1,.211,-0.9,4.5,5.8,9.6,1.3,11.3,7.3,.529,13.9,0.9,9.8,.062
3895,1.2,.400,3.0,0.4,.319,1.2,0.6,0.4,2.4,1.6,.376,4.2,0.6,.633,0.9,148,62,NBA,17.6,Chris Singleton,0.8,2.2,4.1,0.8,0.7,3.2,.423,.294,5.3,1.7,-2.3,1.3,15.7,3.3,.224,-3.5,4.8,-1.1,8.2,2.3,12.8,10.2,.449,13.5,-0.2,2.3,.042
3896,0.5,.344,1.3,0.3,.280,1.0,1.4,0.0,0.5,0.8,.316,2.4,0.5,.733,0.6,24,0,NBA,9.3,Peyton Siva,0.1,1.1,2.3,0.4,0.8,0.6,.377,.439,21.0,0.4,-7.3,-2.8,6.2,0.1,.263,-4.4,0.9,-0.2,5.7,2.0,22.1,3.4,.425,15.6,-0.3,-0.2,-0.032
3897,1.6,.449,3.6,0.4,.310,1.4,3.0,0.0,1.8,2.1,.409,5.0,0.9,.754,1.2,218,66,NBA,17.2,Donald Sloan,0.2,0.9,5.5,0.4,1.1,2.1,.454,.288,27.1,0.2,-3.2,-1.8,12.1,2.1,.233,-1.5,1.6,1.9,11.9,1.1,16.0,6.8,.491,17.3,-1.2,4.0,.051
3898,1.9,.419,4.4,1.2,.289,4.0,3.6,0.3,2.8,3.0,.357,8.5,2.0,.759,2.6,201,72,NBA,28.3,Marcus Smart,1.0,2.7,9.2,1.5,1.6,3.8,.426,.477,18.2,0.9,0.3,1.1,10.7,7.1,.309,-0.7,4.0,1.4,11.4,2.7,14.2,7.3,.478,17.3,3.4,8.4,.071
3899,2.4,.430,5.6,0.3,.294,1.0,3.6,0.2,1.9,2.7,.409,6.6,0.7,.655,1.0,399,102,NBA,17.7,Ish Smith,0.3,1.1,6.4,0.7,1.3,2.2,.431,.149,33.2,1.0,-2.5,-0.5,12.2,6.3,.151,-2.0,2.0,-1.7,13.1,2.0,15.2,7.0,.451,20.8,-0.9,4.6,.031
3900,2.7,.464,5.7,2.0,.374,5.4,2.2,0.2,2.7,4.7,.421,11.1,1.6,.733,2.2,873,323,NBA,26.9,J.R. Smith,0.5,2.3,13.0,1.0,1.4,3.2,.511,.484,13.6,0.6,0.4,-1.2,11.5,20.8,.198,1.6,2.3,24.0,14.6,1.9,10.3,6.8,.537,22.6,14.4,44.8,.092
3901,2.6,.479,5.3,0.1,.362,0.3,0.8,0.7,2.4,2.7,.472,5.7,0.9,.777,1.2,558,100,NBA,17.0,Jason Smith,1.1,2.2,6.4,0.4,0.8,3.5,.483,.056,7.4,3.4,-2.5,0.0,16.5,8.7,.209,-2.6,7.6,5.1,13.1,1.1,12.0,12.0,.516,18.9,-1.3,13.8,.070
3902,5.2,.480,10.8,0.5,.285,1.8,3.1,1.9,5.5,5.7,.453,12.6,2.7,.632,4.2,891,772,NBA,32.5,Josh Smith,1.9,2.8,14.6,1.2,2.5,7.5,.473,.140,16.5,4.5,2.1,2.9,20.0,42.3,.333,-0.8,6.8,8.8,17.4,2.0,14.6,13.3,.504,23.7,30.0,51.0,.085
3903,1.1,.407,2.6,0.2,.260,0.9,1.2,0.0,0.7,1.3,.371,3.5,0.5,.714,0.7,84,4,NBA,9.9,Nolan Smith,0.3,1.0,3.3,0.3,0.8,1.0,.403,.248,18.8,0.4,-6.5,-2.3,8.4,0.3,.190,-4.2,3.3,-1.1,7.5,1.6,18.2,5.8,.435,21.5,-0.9,-0.8,-0.047
3904,0.4,.387,1.1,0.1,.188,0.6,0.7,0.0,0.5,0.6,.319,1.7,0.7,.769,1.0,27,0,NBA,4.9,Russ Smith,0.1,0.7,2.0,0.3,0.7,0.6,.351,.340,22.4,0.7,-6.4,-1.1,11.6,0.2,.553,-5.3,1.7,-0.3,7.8,3.2,24.5,6.5,.453,26.8,-0.1,-0.2,-0.068
3905,1.1,.472,2.4,1.1,.369,3.0,1.0,0.2,2.3,2.2,.415,5.4,0.5,.813,0.6,288,142,NBA,21.3,Tony Snell,0.3,1.4,6.1,0.4,0.7,2.6,.518,.557,7.0,0.7,-2.2,-0.8,11.6,5.0,.120,-1.3,1.7,2.7,8.8,1.0,10.5,6.7,.538,13.4,-0.2,7.8,.061
3906,0.5,.222,2.3,0.8,.500,1.5,0.0,0.5,2.0,1.3,.333,3.8,0.3,.500,0.5,4,0,NBA,7.5,James Southerland,0.0,0.8,3.5,0.3,0.3,2.0,.433,.400,0.0,5.6,-13.3,-5.2,31.5,0.0,.133,-8.1,0.0,-0.1,11.8,1.7,5.9,15.5,.441,25.6,-0.1,0.0,-0.023
3907,2.9,.476,6.1,0.2,.354,0.6,0.6,0.5,2.8,3.1,.465,6.7,1.5,.800,1.8,648,75,NBA,15.3,Marreese Speights,1.4,2.2,8.0,0.3,0.9,4.2,.481,.092,7.0,2.6,-2.8,-1.1,20.6,12.9,.274,-1.7,10.6,12.3,17.0,0.9,10.4,15.6,.527,24.7,-2.0,25.2,.122
3908,3.0,.559,5.4,0.0,.111,0.0,1.2,0.6,3.4,3.0,.557,5.5,1.9,.696,2.7,349,153,NBA,19.3,Tiago Splitter,1.6,1.9,8.0,0.6,1.1,5.0,.557,.005,9.5,2.3,2.0,1.9,19.5,10.9,.499,0.1,10.0,14.4,17.9,1.5,14.0,14.9,.599,18.3,6.8,25.2,.179
3909,1.2,.443,2.8,1.3,.346,3.6,1.7,0.3,1.9,2.5,.388,6.4,1.1,.799,1.4,220,63,NBA,22.5,Nik Stauskas,0.3,1.5,7.4,0.5,1.1,2.2,.486,.563,11.5,1.1,-3.1,-1.3,9.5,2.1,.221,-1.7,1.2,0.3,8.7,1.1,13.9,5.3,.523,15.9,-1.3,2.4,.023
3910,1.0,.429,2.3,0.0,,0.0,0.0,0.0,1.3,1.0,.429,2.3,0.3,1.000,0.3,3,0,NBA,5.0,D.J. Stephens,0.3,0.0,2.3,0.0,0.0,1.7,.429,.000,0.0,0.0,-17.7,-10.1,31.6,0.0,.143,-7.6,7.4,0.0,16.1,0.0,0.0,19.1,.470,22.4,-0.1,0.0,.067
3911,2.9,.499,5.9,0.6,.304,1.9,3.0,0.1,3.5,3.5,.451,7.8,1.1,.690,1.6,352,189,NBA,24.9,Lance Stephenson,0.7,2.0,8.7,0.7,1.7,4.2,.488,.242,20.1,0.4,-0.3,0.9,15.4,12.3,.210,-1.3,3.1,1.5,12.0,1.4,16.9,9.3,.513,18.6,3.7,13.8,.075
3912,1.1,.333,3.4,0.0,,0.0,0.3,0.6,1.1,1.1,.333,3.4,0.5,.333,1.5,8,0,NBA,9.1,Alex Stepheson,2.4,1.5,2.8,0.1,0.0,3.5,.333,.000,4.3,6.0,-3.2,-1.1,14.5,0.1,.444,-2.0,28.5,0.0,14.8,0.7,0.0,21.8,.341,19.8,0.0,0.1,.068
3913,1.3,.509,2.6,0.0,.000,0.0,0.5,1.1,2.4,1.3,.509,2.6,0.5,.705,0.7,203,42,NBA,15.0,Greg Stiemsma,0.9,2.5,3.2,0.6,0.7,3.3,.509,.002,4.8,6.0,0.7,4.3,18.7,5.2,.276,-3.5,7.2,0.8,11.0,2.0,19.4,12.9,.540,11.0,2.1,6.0,.095
3914,0.3,.250,1.3,0.3,.500,0.7,3.0,0.0,0.7,0.7,.333,2.0,1.0,.500,2.0,3,0,NBA,11.0,David Stockton,0.0,0.3,2.7,0.7,1.3,0.7,.417,.333,39.1,0.0,-8.4,-4.0,6.6,0.0,1.000,-4.4,0.0,0.0,10.8,3.1,31.6,3.4,.463,16.9,-0.1,0.0,-0.014
3915,0.9,.581,1.5,0.0,,0.0,0.3,0.2,0.8,0.9,.581,1.5,0.6,.531,1.1,28,2,NBA,5.4,Jarnell Stokes,0.6,1.0,2.4,0.3,0.3,1.4,.581,.000,7.3,2.7,1.0,0.6,16.5,0.3,.744,0.4,13.6,0.4,19.4,2.4,10.9,15.1,.587,19.4,0.1,0.6,.202
3916,0.4,.231,1.9,0.0,,0.0,0.0,0.1,0.7,0.4,.231,1.9,0.6,1.000,0.6,7,0,NBA,3.4,Diamond Stone,0.1,0.7,1.4,0.0,0.3,0.9,.231,.000,0.0,3.4,-24.1,-6.9,22.7,0.0,.308,-17.2,4.8,-0.1,-1.2,0.0,11.9,14.0,.339,31.2,-0.1,-0.1,-0.212
3917,0.4,.581,0.7,0.1,.211,0.4,1.1,0.1,0.8,0.5,.440,1.1,0.3,.722,0.4,47,2,NBA,7.0,Julyan Stone,0.2,0.7,1.3,0.3,0.4,1.0,.480,.380,21.6,1.4,-1.2,0.6,13.7,0.3,.360,-1.7,3.2,0.3,10.5,1.9,23.7,8.5,.527,10.4,0.1,0.6,.088
3918,4.0,.442,9.1,0.4,.300,1.4,3.6,0.1,2.3,4.5,.423,10.6,3.2,.824,3.9,651,302,NBA,27.5,Rodney Stuckey,0.6,2.1,12.6,0.9,1.8,2.9,.443,.134,21.9,0.4,-1.4,-1.3,9.9,11.6,.371,-0.1,2.7,17.0,14.9,1.7,12.9,6.2,.512,23.4,2.7,28.6,.077
3919,3.8,.476,8.1,0.5,.272,1.9,1.8,0.6,4.9,4.4,.436,10.0,1.5,.723,2.1,269,172,NBA,24.3,Jared Sullinger,2.5,2.9,10.8,0.7,1.2,7.5,.463,.193,12.0,1.9,0.5,0.8,22.7,9.2,.210,-0.3,11.5,6.2,16.2,1.4,10.2,17.0,.493,22.0,4.1,15.3,.113
3920,0.9,.392,2.3,0.3,.367,1.0,0.3,0.1,0.7,1.2,.384,3.2,0.5,.642,0.8,83,7,NBA,9.9,DaJuan Summers,0.3,1.3,3.3,0.2,0.4,1.0,.438,.295,5.7,0.8,-6.4,-2.9,8.9,0.3,.250,-3.5,3.4,-0.4,7.1,1.2,11.1,6.0,.467,19.0,-0.9,-0.1,-0.008
3921,2.2,.507,4.3,0.0,.000,0.0,0.7,0.5,2.3,2.2,.506,4.3,0.6,.525,1.2,247,70,NBA,14.6,Zan Tabak,1.3,2.3,5.0,0.3,1.1,3.6,.506,.003,7.6,2.5,-4.4,-0.9,18.0,2.6,.285,-3.6,10.4,-0.3,11.3,0.9,18.4,14.2,.516,18.1,-2.2,2.4,.032
3922,0.0,.000,1.3,0.3,1.000,0.3,0.8,0.0,0.5,0.3,.167,1.5,1.0,1.000,1.0,4,0,NBA,4.3,Yuta Tabuse,0.5,0.3,1.8,0.0,0.3,1.0,.250,.167,22.4,0.0,-2.6,-2.7,12.0,0.0,.667,0.1,13.2,0.0,15.6,0.0,11.4,12.6,.451,22.5,0.0,0.0,.129
3923,1.4,.605,2.2,0.0,,0.0,0.1,0.4,1.0,1.4,.605,2.2,0.1,.167,0.4,17,0,NBA,8.5,Chris Taft,1.1,1.5,2.8,0.1,0.1,2.1,.605,.000,2.4,3.6,-1.3,-0.4,13.5,0.1,.158,-0.9,14.4,0.3,15.6,0.7,4.7,13.9,.578,13.2,0.0,0.5,.155
3924,3.4,.274,12.3,,,,2.3,,,3.4,.274,12.3,2.3,.830,2.8,70,,BAA,,Sid Tanenbaum,,1.5,9.0,,,,.274,,,,,,,2.2,.225,,,0.0,,,,,.334,,,2.2,
3925,0.9,.394,2.3,0.0,,0.0,0.7,0.4,2.0,0.9,.394,2.3,0.6,.758,0.8,43,12,NBA,13.9,Dragan Tarlac,0.9,2.2,2.4,0.2,0.9,2.8,.394,.000,8.4,2.4,-6.3,-0.3,17.5,0.2,.333,-6.0,7.1,-0.4,5.6,0.6,25.1,12.1,.454,11.8,-0.7,-0.2,-0.016
3926,5.2,.487,10.6,0.0,.176,0.1,1.0,1.2,6.6,5.2,.483,10.8,2.2,.744,2.9,280,57,NBA,26.7,Roy Tarpley,3.4,3.4,12.6,1.1,2.0,10.0,.484,.011,6.1,2.6,0.2,1.1,26.9,13.3,.273,-0.9,14.2,6.6,18.4,2.1,14.2,20.6,.523,22.1,4.2,19.8,.127
3927,7.3,.449,16.2,0.1,.253,0.3,3.0,,2.6,7.4,.445,16.6,4.6,.784,5.8,274,,ABA,33.8,Levern Tart,2.3,2.9,19.4,,3.1,5.0,.447,.019,13.6,,,,,6.1,.353,,,13.8,17.0,,13.8,6.8,.507,24.2,,19.9,.103
3928,4.2,.460,9.2,0.1,.333,0.2,1.9,0.4,1.8,4.2,.459,9.2,1.1,.746,1.5,262,,NBA,20.0,Earl Tatum,0.8,2.4,9.6,1.2,1.5,2.6,.460,.002,13.8,1.0,-0.8,-0.2,9.1,5.4,.160,-0.6,4.1,2.4,14.2,2.7,13.0,6.6,.485,21.3,1.6,7.8,.071
3929,2.9,.403,7.1,0.0,.000,0.1,2.0,0.2,1.1,2.9,.397,7.2,1.1,.750,1.5,21,7,NBA,17.5,Anthony Taylor,0.5,1.8,6.9,1.0,1.0,1.6,.397,.013,18.0,0.8,-3.8,-0.7,7.3,0.3,.212,-3.1,3.2,-0.1,11.1,2.9,10.8,5.2,.436,20.4,-0.2,0.2,.029
3930,5.0,.507,9.8,0.4,.356,1.3,4.1,0.3,1.7,5.3,.493,10.8,2.1,.780,2.7,601,40,TOT,31.9,Brian Taylor,1.0,2.8,13.1,2.1,2.0,2.7,.510,.092,17.5,0.5,1.7,0.2,5.5,16.6,.253,1.5,3.3,30.1,14.8,3.0,14.6,4.4,.547,16.9,16.1,46.8,.117
3931,1.0,.421,2.5,0.1,.206,0.3,0.9,0.1,0.8,1.1,.395,2.8,0.4,.641,0.7,98,2,NBA,8.5,Donell Taylor,0.3,0.8,2.7,0.5,0.6,1.1,.408,.123,17.2,0.7,-4.1,-0.5,10.9,0.7,.232,-3.6,4.0,-0.7,10.2,2.9,16.2,7.3,.437,19.3,-0.4,0.0,.000
3932,3.0,.446,6.8,0.1,.206,0.3,4.0,0.2,2.4,3.1,.438,7.0,1.8,.676,2.6,640,,TOT,27.7,Fatty Taylor,1.6,3.1,8.0,2.4,2.7,3.9,.441,.031,18.0,0.3,0.4,1.9,8.0,17.1,.378,-1.5,5.1,0.0,10.5,3.6,23.7,6.8,.488,14.7,5.3,17.0,.046
3933,1.7,.364,4.6,,,,0.8,,,1.7,.364,4.6,1.1,.592,1.8,88,,NBA,9.5,Fred Taylor,,1.7,4.4,,,1.6,.364,,11.7,,,,,0.8,.392,,,-1.4,8.7,,,7.9,.410,,,-0.6,-0.035
3934,1.1,.462,2.3,0.2,.231,0.8,0.3,0.2,0.4,1.2,.404,3.1,0.4,.667,0.5,17,0,NBA,6.7,Jay Taylor,0.3,0.5,3.0,0.3,0.6,0.6,.433,.250,7.1,1.6,-6.1,-2.0,6.0,0.1,.173,-4.1,4.4,-0.2,9.5,2.1,15.2,5.1,.456,23.2,-0.1,-0.1,-0.028
3935,1.3,.414,3.0,0.0,.000,0.0,2.0,0.3,1.0,1.3,.412,3.0,0.7,.696,1.0,56,5,NBA,14.6,Jeff Taylor,0.5,1.5,3.2,0.8,1.2,1.5,.412,.006,18.1,1.1,-4.0,0.4,7.8,0.5,.329,-4.4,3.2,-0.7,8.1,2.4,25.9,5.4,.460,12.9,-0.4,-0.1,-0.008
3936,1.3,.414,3.0,0.0,.000,0.0,2.0,0.3,1.0,1.3,.412,3.0,0.7,.696,1.0,56,5,NBA,14.6,Jeff Taylor,0.5,1.5,3.2,0.8,1.2,1.5,.412,.352,6.9,0.7,-3.9,-1.8,8.3,1.0,.261,-2.1,3.5,0.3,8.9,1.5,10.1,5.8,.495,16.2,-1.2,1.3,.024
3937,1.6,.458,3.6,0.6,.319,1.9,0.8,0.2,1.4,2.3,.409,5.5,1.0,.665,1.4,132,50,NBA,19.4,Jeff Taylor,0.6,1.8,6.1,0.5,0.7,2.0,.465,.006,18.1,1.1,-4.0,0.4,7.8,0.5,.329,-4.4,3.2,-0.7,8.1,2.4,25.9,5.4,.460,12.9,-0.4,-0.1,-0.008
3938,1.6,.458,3.6,0.6,.319,1.9,0.8,0.2,1.4,2.3,.409,5.5,1.0,.665,1.4,132,50,NBA,19.4,Jeff Taylor,0.6,1.8,6.1,0.5,0.7,2.0,.465,.352,6.9,0.7,-3.9,-1.8,8.3,1.0,.261,-2.1,3.5,0.3,8.9,1.5,10.1,5.8,.495,16.2,-1.2,1.3,.024
3939,1.3,.404,3.3,0.5,.394,1.3,0.5,0.4,1.6,1.9,.402,4.6,0.5,.718,0.7,54,9,NBA,16.0,Johnny Taylor,0.7,2.3,4.7,0.6,0.8,2.2,.458,.285,5.1,1.6,-3.5,-1.0,11.6,0.2,.157,-2.6,4.7,0.0,8.7,2.0,14.2,8.0,.481,16.2,-0.3,0.1,.007
3940,0.0,.000,0.5,0.0,.000,0.1,0.1,0.0,0.8,0.0,.000,0.6,1.1,.688,1.6,10,0,NBA,3.7,Leonard Taylor,0.4,0.4,1.1,0.0,0.5,1.2,.000,.167,3.1,0.0,-12.8,-4.6,22.0,0.0,2.667,-8.3,12.1,-0.1,3.8,0.0,27.7,17.3,.422,19.4,-0.1,-0.1,-0.097
3941,4.6,.468,9.9,0.0,.152,0.1,1.2,0.5,3.1,4.6,.466,9.9,1.8,.711,2.5,534,227,NBA,25.0,Maurice Taylor,1.5,3.0,11.0,0.5,1.8,4.6,.467,.006,8.8,1.4,-3.8,-1.4,14.4,7.7,.250,-2.4,6.9,2.1,13.1,1.0,14.2,10.7,.501,23.5,-5.9,9.9,.036
3942,1.9,.427,4.5,0.3,.325,0.8,2.1,0.0,1.3,2.2,.412,5.2,1.1,.691,1.6,51,5,NBA,15.1,Mike Taylor,0.4,1.6,5.7,0.7,1.4,1.7,.436,.150,22.9,0.0,-5.5,-1.7,10.0,0.4,.303,-3.8,3.2,-0.9,10.1,2.4,19.4,6.5,.477,22.2,-0.7,-0.4,-0.028
3943,3.3,.465,7.1,0.1,.234,0.3,2.4,0.2,2.5,3.4,.456,7.4,2.9,.683,4.2,262,,ABA,23.5,Oliver Taylor,1.6,2.7,9.7,0.6,2.2,4.2,.460,.040,13.7,0.7,-2.5,-0.2,10.1,5.4,.563,-2.3,6.8,5.5,12.0,1.8,19.3,8.7,.523,18.8,-0.1,10.9,.085
3944,2.0,.466,4.4,0.0,,0.0,0.9,,2.2,2.0,.466,4.4,0.7,.553,1.3,77,,ABA,12.2,Ronald Taylor,1.6,3.0,4.8,,1.6,3.8,.466,.000,10.2,,,,0.0,1.1,.306,,22.9,0.4,9.1,,24.6,15.0,.485,20.3,,1.5,.079
3945,1.2,.363,3.3,0.0,,0.0,1.3,0.1,0.5,1.2,.363,3.3,0.7,.656,1.0,31,0,NBA,10.4,Vince Taylor,0.6,1.7,3.1,0.6,1.0,1.2,.363,.000,18.0,0.4,-2.5,1.3,6.3,0.5,.314,-3.8,6.9,-0.5,7.6,3.1,20.5,6.6,.409,19.4,0.0,0.1,.009
3946,4.8,.470,10.1,0.0,.210,0.2,1.4,0.2,1.6,4.8,.465,10.3,2.0,.792,2.5,687,193,NBA,21.1,Terry Teagle,1.1,2.2,11.6,0.8,1.5,2.6,.467,.020,10.1,0.5,-3.5,-2.3,8.0,7.1,.242,-1.2,5.4,6.3,13.7,1.7,11.4,6.7,.509,24.7,-5.6,13.4,.044
3947,0.7,.425,1.7,0.0,.000,0.0,0.6,0.2,0.7,0.7,.415,1.7,0.3,.800,0.4,24,,ABA,4.3,Collis Temple,0.6,1.2,1.8,0.2,0.5,1.3,.415,.024,19.2,2.1,-0.2,0.7,16.4,0.1,.244,-0.9,13.8,0.0,12.9,1.8,20.9,15.1,.463,22.0,0.0,0.1,.067
3948,2.9,.498,5.9,,,,1.1,0.6,3.1,2.9,.498,5.9,1.1,.638,1.8,127,,NBA,19.6,Ira Terrell,1.1,2.1,7.0,0.5,1.1,4.2,.498,,8.1,1.6,-2.1,0.6,16.5,3.0,.308,-2.7,6.1,1.2,11.8,1.1,19.3,11.4,.525,14.4,-0.1,4.1,.080
3949,1.3,.452,2.9,0.0,.000,0.1,1.3,0.3,1.6,1.3,.434,3.0,0.4,.672,0.6,94,3,NBA,11.5,Carlos Terry,0.8,1.7,3.0,0.6,0.9,2.4,.434,.039,15.3,1.4,0.4,3.3,15.3,1.9,.217,-2.9,7.4,-0.5,10.4,2.4,21.0,11.3,.463,14.7,0.6,1.5,.066
3950,1.6,.421,3.9,0.0,.323,0.2,0.8,0.1,1.6,1.7,.419,3.9,0.5,.775,0.6,341,,TOT,14.8,Chuck Terry,0.9,1.9,3.8,0.6,0.4,2.4,.422,.023,6.8,0.3,-2.5,-0.1,10.4,5.2,.155,-2.5,5.4,1.2,8.5,1.6,9.1,8.1,.452,12.3,-0.6,6.4,.060
3951,2.1,.480,4.4,0.2,.338,0.5,1.3,0.0,0.9,2.2,.468,4.8,0.9,.785,1.2,349,,TOT,12.3,Claude Terry,0.5,1.2,5.5,0.4,1.0,1.4,.483,.084,14.3,0.2,-2.7,-1.9,7.2,3.1,.252,-0.7,4.5,3.8,11.9,1.4,15.9,5.9,.523,19.7,-0.6,6.9,.077
3952,0.8,.567,1.4,0.0,,0.0,0.1,0.8,1.8,0.8,.567,1.4,0.5,.578,0.9,224,20,NBA,10.5,Hasheem Thabeet,0.9,2.0,2.2,0.3,0.5,2.7,.567,.000,1.6,6.0,-1.4,2.0,18.9,3.6,.642,-3.4,10.3,1.3,10.3,1.3,23.0,14.7,.587,10.1,0.4,4.8,.099
3953,1.3,.365,3.6,0.1,.227,0.5,1.5,,1.8,1.3,.360,3.7,0.5,.508,1.0,314,,TOT,11.6,Tom Thacker,1.3,1.9,3.2,,1.6,2.6,.365,.037,16.3,,,,,4.2,.275,,,-4.5,7.4,,27.6,9.2,.388,13.9,,-0.3,-0.004
3954,1.6,.348,4.5,0.0,.000,0.0,1.8,,1.7,1.6,.345,4.5,0.7,.643,1.1,25,,ABA,16.2,Floyd Theard,0.3,2.0,3.8,,1.8,2.0,.345,.009,13.2,,,,,0.5,.248,,,-0.5,2.3,,26.4,5.5,.383,15.6,,0.0,-0.001
3955,6.6,.486,13.7,0.3,.252,1.0,6.3,0.2,2.1,6.9,.471,14.6,4.5,.826,5.5,1026,743,NBA,33.7,Reggie Theus,1.2,2.9,18.5,1.2,3.4,3.3,.479,.063,27.7,0.4,0.1,-1.8,6.9,17.2,.377,1.9,3.8,49.7,16.6,1.6,16.7,5.3,.545,24.3,18.4,66.9,.093
3956,2.1,.456,4.5,0.0,.286,0.1,0.5,0.3,0.9,2.1,.453,4.6,0.8,.626,1.2,93,9,NBA,10.7,Peter Thibeaux,0.6,1.8,5.0,0.4,0.8,1.5,.456,.016,6.4,1.8,-5.4,-2.0,10.3,0.4,.269,-3.4,6.0,-0.3,10.5,1.6,13.2,8.0,.483,21.8,-0.9,0.1,.005
3957,1.6,.331,4.7,,,,0.3,,,1.6,.331,4.7,0.9,.640,1.3,85,,NBA,10.3,Bill Thieben,,1.4,4.0,,,3.2,.331,,,,,,,0.7,.286,,,-1.1,10.1,,,,.375,,,-0.5,-0.026
