,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
2429,1.0,.380,2.6,0.0,.133,0.2,3.9,0.0,1.3,1.0,.367,2.8,0.8,.764,1.1,193,40,NBA,17.7,Sidney Lowe,0.4,1.5,2.9,1.0,1.0,1.7,.370,.056,28.5,0.2,-3.7,-0.1,8.9,3.4,.393,-3.5,2.6,0.6,10.4,2.8,23.2,5.6,.444,10.2,-1.4,3.9,.055
2430,0.9,.447,1.9,,,,0.7,,,0.9,.447,1.9,0.6,.611,0.9,20,,NBA,6.7,Charlie Lowery,,0.8,2.3,,,1.0,.447,,12.5,,,,,0.2,.474,,,0.1,10.5,,,6.8,.490,,,0.2,.083
2431,0.5,.333,1.5,,,,1.0,,,0.5,.333,1.5,0.0,,0.0,2,,BAA,,Al Lucas,,0.0,1.0,,,,.333,,,,,,,0.0,.000,,,0.0,,,,,.333,,,0.0,
2432,6.9,.499,13.8,,,,3.3,0.3,4.3,6.9,.499,13.8,3.2,.783,4.1,829,,NBA,38.8,Jerry Lucas,0.8,2.9,17.0,0.4,,15.6,.499,,12.0,0.8,-0.1,1.7,20.1,34.8,.294,-1.9,4.0,63.6,18.9,0.8,,15.3,.544,,0.8,98.4,.147
2433,3.9,.464,8.5,0.4,.303,1.2,7.0,0.1,1.8,4.2,.449,9.4,2.0,.776,2.6,928,266,NBA,27.5,John Lucas,0.5,1.8,10.7,1.4,2.1,2.3,.463,.093,33.6,0.2,-0.4,-1.3,7.1,19.9,.281,0.9,2.1,33.8,15.9,2.4,16.9,4.6,.509,18.7,10.3,53.7,.101
2434,5.8,.473,12.3,0.0,.143,0.1,2.4,0.6,6.5,5.8,.471,12.3,2.9,.765,3.8,1021,244,TOT,29.5,Maurice Lucas,2.6,3.4,14.6,0.8,2.5,9.1,.472,.005,11.7,1.2,0.2,0.5,23.6,40.6,.311,-0.3,9.7,28.4,16.2,1.2,15.4,16.7,.519,22.0,16.7,69.0,.110
2435,0.8,.367,2.2,,,,0.4,,,0.8,.367,2.2,0.7,.604,1.1,87,,NBA,6.9,Ted Luckenbill,,1.2,2.3,,,1.9,.367,,,,,,,0.6,.511,,,-0.2,8.3,,,,.426,,,0.4,.029
2436,2.4,.456,5.2,0.8,.391,2.1,3.1,0.0,1.5,3.2,.437,7.3,1.3,.829,1.6,554,173,NBA,22.7,Tyronn Lue,0.2,1.9,8.5,0.5,1.2,1.7,.494,.291,23.2,0.1,-2.8,-3.2,7.6,2.5,.215,0.4,1.2,17.2,13.2,1.2,13.0,4.4,.533,18.5,-2.5,19.7,.075
2437,1.0,.326,3.1,,,,1.1,,,1.0,.326,3.1,0.9,.659,1.3,31,,NBA,11.8,Jim Luisi,,1.5,2.9,,,0.8,.326,,,,,,,0.1,.432,,,-0.1,7.6,,,,.394,,,0.0,.002
2438,0.2,.125,1.6,,,,0.0,,,0.2,.125,1.6,0.4,.400,1.0,5,,BAA,,Al Lujack,,1.2,0.8,,,,.125,,,,,,,0.1,.625,,,-0.1,,,,,.196,,,0.0,
2439,1.3,.424,3.1,,,,2.7,0.0,0.8,1.3,.424,3.1,0.7,.812,0.8,82,,NBA,14.2,Phil Lumpkin,0.2,1.3,3.3,0.4,,1.0,.424,,25.5,0.1,-5.8,-2.4,5.7,0.6,.271,-3.3,1.6,0.1,10.5,1.4,,3.7,.477,,-1.1,0.7,.028
2440,3.0,.366,8.1,,,,2.2,,,3.0,.366,8.1,2.2,.767,2.9,300,,TOT,23.4,Ray Lumpp,,2.6,8.2,,,2.2,.366,,,,,,,4.9,.358,,,10.6,12.6,,,,.435,,,15.5,.067
2441,0.7,.313,2.3,0.0,.000,0.1,0.0,,,0.7,.294,2.4,1.0,.875,1.1,7,,ABA,5.6,R.B. Lynam,,1.4,2.4,,0.7,0.7,.294,.059,0.0,,,,,0.0,.471,,,0.0,-0.2,,19.6,6.0,.414,25.2,,0.0,-0.011
2442,2.5,.462,5.4,0.2,.306,0.6,1.4,0.3,3.1,2.7,.446,6.0,1.0,.652,1.6,774,420,NBA,22.8,George Lynch,1.9,2.2,6.6,1.1,1.1,5.0,.462,.102,10.2,1.1,0.6,1.6,15.5,22.4,.259,-1.0,9.6,10.0,12.8,2.4,14.6,12.5,.490,15.4,11.5,32.3,.088
2443,1.3,.440,2.9,0.0,.333,0.1,1.1,0.2,0.8,1.3,.436,3.0,0.6,.726,0.9,95,11,NBA,12.0,Kevin Lynch,0.4,1.6,3.3,0.5,0.7,1.3,.441,.032,11.8,0.8,-4.0,-0.5,7.3,0.6,.298,-3.5,4.0,-0.2,7.7,2.0,17.6,5.6,.486,13.8,-0.6,0.4,.016
2444,2.2,.412,5.2,0.0,.000,0.1,0.8,,3.4,2.2,.407,5.3,0.7,.486,1.4,52,,ABA,15.0,Lonnie Lynn,1.6,2.3,5.0,,1.3,5.0,.407,.011,7.2,,,,,0.8,.269,,,-0.7,9.1,,18.1,14.1,.423,17.4,,0.1,.007
2445,0.9,.329,2.9,,,,0.6,,,0.9,.329,2.9,0.7,.667,1.0,49,,NBA,8.7,Mike Lynn,,2.0,2.6,,,1.4,.329,,8.9,,,,,0.4,.364,,,-0.7,4.5,,,7.3,.388,,,-0.3,-0.035
2446,3.2,.538,5.9,0.0,.200,0.2,0.7,0.4,3.3,3.2,.527,6.1,1.3,.654,1.9,27,6,NBA,16.1,Skal Labissiere,1.6,1.8,7.7,0.4,1.1,4.8,.530,.030,8.0,2.1,-3.5,-1.0,23.3,0.4,.315,-2.5,11.2,0.3,16.7,1.3,14.2,17.3,.556,22.8,-0.2,0.7,.078
2447,0.7,.372,2.0,0.5,.394,1.3,0.8,0.0,0.8,1.2,.381,3.2,0.5,.700,0.7,100,0,NBA,12.7,Doron Lamb,0.2,1.1,3.5,0.2,0.5,1.0,.458,.393,8.8,0.1,-5.9,-2.3,7.0,0.4,.217,-3.6,1.4,-0.3,6.3,1.0,13.0,4.2,.488,14.4,-1.2,0.1,.005
2448,2.2,.503,4.3,0.8,.327,2.6,1.2,0.3,2.6,3.0,.437,6.9,1.0,.816,1.2,270,13,NBA,16.9,Jeremy Lamb,0.4,1.5,7.9,0.5,0.7,3.0,.498,.374,11.2,1.5,-1.4,-0.8,16.6,5.6,.177,-0.6,2.6,4.5,14.8,1.6,8.1,9.7,.529,21.4,0.7,10.1,.106
2449,4.0,.537,7.5,0.0,.300,0.1,0.7,0.4,3.0,4.1,.535,7.6,2.7,.785,3.4,513,93,NBA,22.5,Carl Landry,1.9,2.4,10.8,0.4,1.2,4.9,.536,.008,5.3,1.3,-1.1,-1.1,15.1,10.2,.444,0.0,9.9,25.7,17.5,1.0,11.5,12.5,.595,20.5,2.6,35.9,.149
2450,0.4,.467,0.8,0.5,.321,1.6,0.0,0.1,0.8,0.9,.372,2.4,0.2,.600,0.3,18,0,NBA,6.2,Marcus Landry,0.3,0.8,2.4,0.1,0.3,1.1,.477,.651,0.0,1.3,-11.8,-6.8,14.6,0.0,.116,-5.0,5.0,-0.1,7.2,0.5,11.7,9.7,.487,20.9,-0.3,-0.1,-0.034
2451,0.6,.500,1.1,0.6,.370,1.5,1.6,0.1,0.5,1.1,.426,2.6,0.5,1.000,0.5,18,3,NBA,9.7,Nicolas Laprovittola,0.1,1.1,3.3,0.2,1.1,0.6,.532,.574,22.9,0.5,-4.9,-2.4,5.7,0.2,.191,-2.5,0.7,0.0,8.4,1.2,27.2,3.3,.579,18.1,-0.1,0.2,.044
2452,1.9,.464,4.0,0.4,.328,1.3,3.2,0.1,1.6,2.3,.430,5.3,0.8,.762,1.0,202,39,NBA,20.3,Shane Larkin,0.3,1.6,5.8,1.1,1.3,2.0,.471,.245,23.7,0.4,-2.6,-0.9,9.4,2.2,.196,-1.7,1.9,0.9,11.6,2.7,18.7,5.5,.502,15.8,-0.6,3.0,.035
2453,2.2,.515,4.2,0.3,.288,1.1,0.9,0.2,2.9,2.5,.468,5.3,0.8,.735,1.1,146,17,NBA,15.1,Joffrey Lauvergne,1.2,1.6,6.1,0.3,0.9,4.1,.498,.207,9.4,1.1,-3.0,-1.0,21.5,1.9,.215,-2.0,8.3,1.7,13.6,1.0,12.9,14.8,.527,19.0,-0.6,3.6,.078
2454,3.6,.480,7.5,1.5,.378,3.8,3.2,0.2,2.6,5.1,.445,11.4,2.1,.821,2.5,206,120,NBA,28.9,Zach LaVine,0.3,2.2,13.7,0.8,2.1,2.9,.509,.338,18.6,0.5,-2.0,-2.5,10.4,1.2,.222,0.5,1.4,3.8,13.4,1.4,14.4,5.8,.547,22.5,0.0,5.0,.041
2455,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1,0,NBA,2.0,Gani Lawal,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-4.9,0.5,0.0,0.0,,-5.4,0.0,0.0,-9.1,0.0,,0.0,,0.0,0.0,0.0,-0.009
2456,3.7,.492,7.4,0.9,.359,2.4,6.0,0.1,2.1,4.5,.459,9.8,2.7,.768,3.5,548,342,NBA,29.2,Ty Lawson,0.6,1.6,12.6,1.2,2.1,2.7,.503,.244,32.0,0.3,0.6,-1.5,8.0,9.4,.359,2.2,2.5,31.9,17.1,2.0,15.6,5.2,.554,20.2,10.7,41.3,.124
2457,0.3,.409,0.7,0.3,.244,1.4,0.2,0.1,0.4,0.6,.302,2.1,0.4,.765,0.6,30,0,NBA,5.8,Jake Layman,0.1,0.6,2.0,0.2,0.2,0.5,.381,.651,5.7,0.9,-6.7,-3.0,8.3,0.1,.270,-3.6,1.3,-0.2,6.3,2.0,7.8,4.8,.433,19.3,-0.2,-0.1,-0.022
2458,0.9,.321,2.8,0.5,.371,1.3,0.8,0.0,0.8,1.4,.336,4.0,0.7,.769,0.9,28,0,NBA,9.9,Ricky Ledo,0.6,0.8,3.9,0.3,1.0,1.4,.394,.310,12.6,0.3,-7.8,-3.4,9.4,0.0,.230,-4.5,6.5,-0.6,7.0,1.3,18.4,7.9,.438,25.2,-0.4,-0.6,-0.096
2459,2.6,.482,5.5,1.1,.387,2.8,1.6,0.3,2.2,3.7,.450,8.3,1.2,.848,1.4,671,428,NBA,27.8,Courtney Lee,0.5,1.7,9.7,1.0,1.0,2.7,.515,.335,9.3,0.8,-0.2,0.0,9.1,16.3,.175,-0.2,1.9,17.5,12.1,1.9,9.8,5.5,.547,16.1,8.6,33.8,.087
2460,1.2,.412,2.8,0.3,.294,0.9,1.4,0.3,1.1,1.4,.382,3.8,0.7,.703,1.0,36,12,NBA,14.8,Malcolm Lee,0.7,1.4,3.9,0.6,0.8,1.8,.419,.250,14.8,1.4,-2.0,0.4,8.9,0.4,.272,-2.4,5.0,0.0,9.5,1.9,15.1,6.9,.460,15.0,0.0,0.4,.040
2461,2.6,.468,5.6,0.0,.227,0.1,0.7,1.1,4.3,2.6,.464,5.7,1.5,.712,2.2,260,121,NBA,19.8,Alex Len,1.9,2.8,6.8,0.4,1.3,6.2,.466,.015,5.2,4.2,-2.6,1.3,24.1,6.0,.381,-3.8,10.4,1.5,13.0,1.1,16.5,17.1,.515,17.2,-0.7,7.5,.070
2462,4.7,.538,8.7,1.3,.383,3.3,2.3,0.7,5.0,5.9,.495,12.0,3.1,.847,3.7,392,365,NBA,30.6,Kawhi Leonard,1.3,1.8,16.3,1.8,1.4,6.2,.548,.278,12.0,1.7,6.3,2.7,17.9,23.9,.305,3.6,4.9,30.7,21.9,3.0,9.0,11.6,.597,22.3,25.0,54.6,.219
2463,1.5,.523,2.9,0.7,.373,1.8,0.8,0.3,3.1,2.2,.464,4.7,0.6,.821,0.8,292,33,NBA,16.4,Meyers Leonard,0.8,2.4,5.7,0.2,0.7,3.9,.537,.390,7.6,1.6,-2.0,-0.6,20.8,4.0,.162,-1.4,5.3,5.2,11.5,0.5,12.6,13.1,.563,15.7,0.0,9.1,.091
2464,2.4,.515,4.6,0.4,.339,1.1,0.9,0.3,3.0,2.8,.481,5.7,0.8,.766,1.1,324,76,NBA,16.5,Jon Leuer,1.0,1.6,6.7,0.4,0.7,4.0,.514,.196,8.3,1.4,-1.1,0.0,20.5,6.1,.191,-1.1,6.5,6.1,14.8,1.2,10.1,13.4,.542,18.6,1.2,12.2,.109
2465,1.8,.563,3.2,1.0,.318,3.0,1.9,0.1,2.8,2.8,.444,6.2,1.2,.716,1.6,50,19,NBA,21.5,Caris LeVert,0.5,1.5,7.6,0.9,1.0,3.3,.521,.486,13.6,0.4,-1.1,-0.2,13.6,0.8,.260,-0.9,2.4,0.7,11.9,2.0,13.0,8.0,.551,15.9,0.3,1.5,.066
2466,0.5,.442,1.2,0.2,.353,0.6,0.6,0.1,1.1,0.7,.413,1.8,0.4,.554,0.6,115,20,NBA,10.0,DeAndre Liggins,0.3,1.0,2.0,0.6,0.6,1.5,.471,.330,8.8,1.2,-1.6,1.7,12.3,1.5,.359,-3.3,3.8,-0.4,8.2,3.0,21.2,8.2,.493,11.9,0.1,1.1,.045
2467,4.9,.473,10.3,2.6,.370,7.1,6.2,0.3,3.5,7.5,.431,17.4,4.7,.875,5.4,391,391,NBA,36.3,Damian Lillard,0.6,2.2,22.3,0.9,2.8,4.0,.506,.406,29.0,0.6,3.1,-1.7,10.4,8.6,.309,4.7,1.7,36.0,20.2,1.3,12.4,6.1,.565,27.5,18.2,44.6,.151
2468,3.1,.469,6.6,0.9,.346,2.7,4.4,0.4,2.4,4.0,.433,9.3,2.8,.802,3.6,399,210,NBA,26.5,Jeremy Lin,0.4,2.2,11.9,1.2,2.4,2.8,.483,.294,27.0,1.2,-0.1,-0.5,10.0,9.6,.381,0.4,1.8,11.1,15.4,2.2,17.8,5.9,.545,22.1,5.2,20.7,.094
2469,2.7,.487,5.4,0.0,.185,0.1,3.2,0.4,1.9,2.7,.482,5.5,1.2,.792,1.5,692,183,NBA,21.6,Shaun Livingston,0.6,1.9,6.6,0.7,1.3,2.5,.484,.017,22.6,1.4,-1.5,0.2,9.9,14.2,.272,-1.8,3.2,11.4,12.6,1.8,17.9,6.6,.528,15.8,1.7,25.6,.082
2470,2.9,.655,4.5,0.4,.500,0.8,0.7,0.5,2.5,3.3,.632,5.2,1.2,.552,2.2,13,0,NBA,12.5,Shawn Long,1.6,2.7,8.2,0.5,0.8,4.1,.669,.147,10.7,3.4,4.2,0.7,21.5,0.3,.426,3.4,14.2,0.5,25.3,2.1,11.0,17.8,.662,24.1,0.3,0.8,.224
2471,1.0,.554,1.8,0.1,.273,0.2,0.5,0.3,1.5,1.0,.527,2.0,0.4,.618,0.6,57,4,NBA,8.1,Kevon Looney,0.8,1.2,2.5,0.2,0.3,2.3,.540,.098,8.2,2.9,-0.2,1.3,18.9,0.8,.304,-1.4,11.6,0.7,13.6,1.5,11.8,15.5,.559,13.4,0.2,1.5,.157
2472,7.0,.515,13.5,0.2,.331,0.7,1.5,1.7,4.5,7.2,.506,14.2,4.0,.794,5.0,556,521,NBA,32.3,Brook Lopez,2.7,2.8,18.6,0.6,2.1,7.1,.514,.049,9.0,4.2,0.9,0.1,16.3,15.5,.351,0.8,9.3,33.7,21.0,0.9,11.1,12.7,.566,26.0,13.0,49.2,.132
2473,3.6,.527,6.8,0.0,.000,0.0,0.7,1.3,3.0,3.6,.527,6.8,1.5,.761,2.0,621,473,NBA,22.8,Robin Lopez,2.5,2.1,8.7,0.3,1.0,5.5,.527,.001,4.8,4.2,0.5,0.8,14.5,12.6,.298,-0.3,12.4,25.3,16.6,0.6,11.8,13.4,.566,17.1,8.9,37.9,.129
2474,4.6,.477,9.6,1.5,.365,4.2,2.4,0.5,8.4,6.1,.443,13.8,4.7,.820,5.7,570,488,NBA,32.6,Kevin Love,3.1,2.1,18.4,0.7,2.0,11.5,.498,.305,12.3,1.1,3.0,0.1,29.1,21.8,.415,3.0,10.5,48.2,21.9,1.1,10.8,19.7,.565,24.7,23.4,70.0,.181
2475,3.0,.464,6.4,1.6,.365,4.4,5.8,0.3,3.2,4.6,.424,10.8,3.5,.799,4.3,709,473,NBA,30.9,Kyle Lowry,0.8,2.7,14.2,1.4,2.2,4.1,.498,.404,30.1,0.7,3.6,0.0,12.1,21.2,.402,3.7,3.1,48.2,18.5,2.3,14.8,7.6,.559,21.8,31.2,69.4,.152
2476,0.0,.000,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,.000,1.0,0.0,,0.0,1,0,NBA,6.0,Kalin Lucas,0.0,1.0,0.0,1.0,0.0,0.0,.000,.000,0.0,0.0,-1.3,6.6,0.0,0.0,.000,-7.9,0.0,0.0,-0.7,8.7,0.0,0.0,.000,7.6,0.0,0.0,-0.057
2477,1.2,.409,2.9,0.7,.344,2.0,1.5,0.0,0.7,1.9,.383,4.9,0.3,.768,0.4,242,8,NBA,12.1,John Lucas III,0.2,0.8,4.7,0.4,0.5,1.0,.452,.400,20.9,0.1,-3.4,-2.8,7.1,2.1,.084,-0.6,2.2,1.3,11.8,1.6,9.4,4.6,.467,21.3,-1.0,3.4,.055
2478,1.2,.460,2.6,0.6,.295,1.9,1.0,0.2,1.7,1.7,.389,4.5,1.3,.823,1.5,63,13,NBA,15.7,Timothe Luwawu-Cabarrot,0.4,2.1,5.3,0.3,1.0,2.0,.452,.431,9.2,0.8,-4.9,-1.2,11.7,0.7,.339,-3.7,2.6,-0.4,6.8,1.0,16.2,7.2,.515,17.0,-0.7,0.3,.014
2479,1.6,.438,3.6,0.8,.342,2.2,0.9,0.3,2.9,2.4,.402,5.9,0.8,.707,1.1,148,37,NBA,17.0,Trey Lyles,0.7,1.4,6.2,0.4,0.9,3.6,.467,.380,8.3,1.2,-2.8,-0.2,19.2,3.4,.181,-2.6,4.9,-0.2,10.9,1.1,12.0,12.2,.491,19.6,-0.5,3.1,.059
2480,0.6,.432,1.5,,,,0.1,0.0,0.5,0.6,.432,1.5,0.3,.588,0.6,30,,NBA,3.7,Mike Macaluso,0.3,1.0,1.6,0.2,,0.8,.432,,3.5,0.4,-6.5,-2.9,13.0,0.1,.386,-3.6,9.1,-0.1,10.2,2.7,,11.1,.466,,-0.1,0.0,-0.001
2481,5.8,.436,13.4,,,,3.2,,,5.8,.436,13.4,5.9,.761,7.7,641,,NBA,35.7,Ed Macauley,,2.6,17.5,,,7.5,.436,,,,,,,16.1,.574,,,84.4,20.4,,,,.522,,,100.4,.196
2482,2.5,.541,4.7,0.0,,0.0,0.5,0.8,2.5,2.5,.541,4.7,1.0,.642,1.6,223,105,NBA,15.4,Todd MacCulloch,1.5,2.1,6.1,0.3,0.7,4.0,.541,.000,5.9,3.8,0.2,0.8,18.2,5.4,.346,-0.6,11.1,6.5,16.9,0.9,11.3,14.6,.566,17.7,1.9,11.9,.166
2483,0.3,.167,2.0,,,,1.8,,,0.3,.167,2.0,0.7,.571,1.2,6,,NBA,9.5,Ronnie MacGilvray,,0.8,1.3,,,1.5,.167,,,,,,,0.1,.583,,,-0.1,7.9,,,,.265,,,-0.1,-0.046
2484,0.6,.379,1.5,0.2,.250,0.6,0.3,0.0,0.4,0.7,.341,2.2,0.7,.867,0.8,19,0,NBA,7.1,Arvydas Macijauskas,0.2,0.5,2.3,0.4,0.4,0.5,.378,.293,6.1,0.0,-5.3,-1.5,6.3,0.1,.366,-3.8,2.6,-0.1,8.3,2.8,14.4,4.4,.462,19.2,-0.1,0.0,-0.001
2485,3.1,.467,6.6,0.0,.000,0.1,1.8,0.1,1.5,3.1,.458,6.8,1.0,.674,1.4,128,3,NBA,19.6,Ollie Mack,1.0,1.4,7.2,0.7,0.9,2.5,.458,.019,13.7,0.2,-1.9,-1.1,8.6,0.9,.213,-0.7,5.8,1.6,12.0,1.6,10.3,7.2,.485,17.4,0.1,2.5,.048
2486,1.5,.426,3.5,1.3,.374,3.4,1.3,0.1,1.6,2.8,.400,6.9,1.0,.831,1.2,259,105,NBA,19.4,Sam Mack,0.4,1.8,7.8,0.6,0.8,2.1,.493,.494,10.9,0.5,-1.8,-2.2,9.5,2.5,.173,0.4,2.5,4.9,12.2,1.7,10.3,6.1,.525,19.1,0.3,7.4,.070
2487,0.6,.400,1.6,0.0,.000,0.1,0.0,0.1,0.5,0.6,.378,1.7,0.2,.500,0.4,22,0,NBA,3.1,Malcolm Mackey,0.5,0.4,1.5,0.0,0.1,1.1,.378,.054,2.2,2.7,-10.7,-5.9,19.4,0.1,.216,-4.7,19.8,0.0,12.6,0.0,4.7,19.6,.395,25.8,-0.2,0.1,.036
2488,2.5,.452,5.4,0.0,.000,0.0,0.8,0.2,1.6,2.5,.449,5.5,1.5,.776,2.0,160,52,NBA,17.2,Rudy Macklin,1.3,2.7,6.4,0.5,1.3,2.9,.449,.008,6.4,0.6,-2.8,-0.4,10.5,3.1,.363,-2.5,8.1,0.1,10.0,1.5,17.0,9.3,.508,18.9,-0.6,3.2,.056
2489,2.4,.317,7.7,,,,1.1,,,2.4,.317,7.7,2.2,.727,3.0,117,,NBA,,Johnny Macknowski,,2.2,7.0,,,1.9,.317,,,,,,,2.5,.388,,,0.2,,,,,.391,,,2.7,
2490,4.0,.467,8.5,0.2,.284,0.6,1.3,0.2,2.7,4.1,.455,9.1,2.5,.765,3.3,319,111,NBA,20.9,Don MacLean,1.1,1.9,10.9,0.4,1.2,3.8,.465,.068,10.3,0.5,-3.7,-2.7,15.0,2.4,.358,-1.0,6.0,7.0,15.1,0.9,10.6,10.4,.520,24.4,-2.9,9.4,.067
2491,2.6,.393,6.7,0.1,.270,0.5,1.7,0.1,1.2,2.8,.384,7.2,1.0,.735,1.4,251,104,NBA,20.0,Mark Macon,0.7,2.3,6.7,1.4,1.3,1.9,.394,.070,12.6,0.3,-3.2,0.3,6.6,5.1,.198,-3.5,3.7,-5.0,8.9,3.5,14.1,5.1,.429,19.1,-1.5,0.1,.001
2492,3.6,.526,6.8,0.3,.337,1.0,4.0,0.1,1.6,3.9,.501,7.9,1.3,.873,1.5,551,257,NBA,25.9,Kyle Macy,0.6,2.0,9.5,1.1,1.3,2.2,.523,.131,20.8,0.2,0.2,-0.6,7.1,13.9,.189,0.8,2.5,22.1,14.0,2.1,13.2,4.8,.559,15.5,7.9,36.0,.121
2493,0.0,,0.0,,,,1.0,,,0.0,,0.0,0.0,,0.0,1,,BAA,,Jack Maddox,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,
2494,0.3,.333,1.0,0.0,.000,0.3,0.6,0.1,0.7,0.3,.250,1.3,0.6,.625,0.9,9,0,NBA,3.9,Tito Maddox,0.1,0.4,1.2,0.3,0.3,0.8,.250,.250,22.8,2.0,-2.2,2.5,19.3,0.1,.667,-4.7,3.4,-0.1,11.2,4.6,16.2,11.5,.354,24.4,0.0,0.0,-0.011
2495,0.3,.359,0.8,0.3,.375,0.7,1.4,0.0,0.5,0.5,.366,1.5,0.3,.762,0.4,48,0,NBA,8.8,Gerald Madkins,0.1,0.8,1.7,0.5,0.6,0.5,.451,.451,22.8,0.2,-5.1,-1.2,6.2,0.4,.296,-3.9,0.8,-0.1,8.7,3.0,26.5,3.4,.499,11.6,-0.3,0.3,.038
2496,0.8,.465,1.8,0.0,.063,0.0,0.4,0.2,1.3,0.8,.457,1.8,0.5,.527,0.9,453,70,NBA,11.8,Mark Madsen,1.2,1.9,2.2,0.3,0.5,2.6,.457,.019,4.9,1.4,-2.2,0.2,12.6,4.9,.482,-2.4,12.2,3.3,8.1,1.2,16.9,12.4,.482,10.5,-0.2,8.2,.074
2497,1.7,.282,5.9,,,,1.0,,,1.7,.282,5.9,1.8,.786,2.3,24,,NBA,,Norm Mager,,2.8,5.2,,,2.0,.282,,,,,,,0.3,.394,,,-0.3,,,,,.372,,,0.0,
2498,4.4,.478,9.1,0.6,.324,1.7,2.1,0.2,3.8,4.9,.453,10.8,5.6,.822,6.8,827,478,NBA,28.2,Corey Maggette,1.1,2.8,16.0,0.7,2.3,4.9,.479,.160,12.8,0.4,-0.4,-1.7,15.2,15.9,.624,1.3,4.5,46.2,17.9,1.3,14.1,9.9,.577,25.7,9.5,62.2,.128
2499,0.3,.267,1.1,0.0,.000,0.1,0.1,0.0,0.6,0.3,.250,1.1,0.3,.500,0.6,14,0,NBA,4.0,Dave Magley,0.1,0.4,0.9,0.1,0.1,0.7,.250,.063,4.8,0.0,-8.9,-1.4,16.7,0.0,.500,-7.6,4.0,-0.1,3.9,1.8,9.3,10.2,.307,16.1,-0.1,-0.1,-0.066
2500,2.6,.481,5.4,0.0,.000,0.0,0.6,0.9,4.4,2.6,.480,5.4,2.0,.639,3.2,680,314,NBA,21.5,Jamaal Magloire,2.1,2.6,7.2,0.3,1.5,6.5,.480,.002,4.4,3.1,-2.9,0.4,24.3,19.7,.592,-3.3,11.2,8.1,13.5,0.8,17.7,17.7,.531,17.7,-3.3,27.7,.091
2501,4.6,.447,10.3,0.0,.000,0.0,1.6,,5.2,4.6,.445,10.3,2.7,.684,3.9,321,,ABA,29.9,Randolph Mahaffey,2.7,3.5,11.9,,2.7,8.0,.445,.005,7.5,,,,,9.9,.381,,,6.8,12.3,,18.5,12.0,.493,18.4,,16.7,.084
2502,2.3,.272,8.6,,,,1.3,,,2.3,.272,8.6,1.1,.650,1.7,414,,TOT,10.5,John Mahnken,,2.8,5.8,,,2.9,.272,,,,,,,13.6,.197,,,-12.4,10.1,,,,.309,,,1.2,-0.018
2503,0.9,.309,2.9,0.0,.000,0.1,0.6,,0.5,0.9,.298,3.0,1.3,.600,2.1,19,,ABA,9.5,Brian Mahoney,0.2,1.8,3.1,,0.9,0.7,.298,.035,8.9,,,,5.4,0.0,.702,,2.3,-0.4,0.3,,18.6,3.9,.389,20.7,,-0.4,-0.106
2504,0.5,.333,1.5,,,,0.3,,,0.5,.333,1.5,0.5,.800,0.6,8,,NBA,5.6,Mo Mahoney,,0.9,1.5,,,1.1,.333,,,,,,,0.0,.417,,,0.0,9.5,,,,.423,,,0.0,.034
2505,2.8,.495,5.6,0.0,.132,0.0,1.0,0.9,4.6,2.8,.493,5.6,1.4,.704,2.0,1117,613,NBA,23.1,Rick Mahorn,1.6,3.1,6.9,0.6,1.3,6.2,.493,.006,5.8,2.3,-0.3,2.2,22.1,41.2,.353,-2.5,7.9,10.5,11.6,1.2,16.7,15.0,.535,14.2,10.7,51.7,.096
2506,2.7,.482,5.6,1.4,.358,4.0,2.9,0.4,3.3,4.1,.431,9.6,1.7,.741,2.4,955,454,NBA,31.6,Dan Majerle,1.2,2.0,11.4,1.3,1.2,4.5,.505,.414,13.3,0.8,2.7,0.8,11.6,34.0,.245,1.8,4.3,44.5,13.8,2.0,9.9,8.1,.538,16.2,35.6,78.5,.125
2507,2.0,.200,10.0,0.0,,0.0,0.0,0.0,2.0,2.0,.200,10.0,1.0,.500,2.0,1,0,NBA,27.0,Renaldo Major,0.0,4.0,5.0,2.0,1.0,2.0,.200,.000,0.0,0.0,-15.2,-2.3,8.3,0.0,.200,-13.0,0.0,-0.1,-3.7,3.6,8.4,4.1,.230,18.7,-0.1,-0.1,-0.196
2508,2.2,.334,6.6,,,,1.4,,,2.2,.334,6.6,1.5,.831,1.8,44,,BAA,,Lionel Malamed,,1.2,5.9,,,,.334,,,,,,,0.7,.266,,,1.0,,,,,.398,,,1.7,
