,Unnamed: 0_x,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF_x,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,Position,C,PF_y,PG,SF,SG,nan
2697,2569,2.3,0.496,4.6,0.0,0.0,0.0,0.4,0.8,2.5,2.3,0.495,4.6,1.1,0.564,2.0,618,188.0,NBA,18.4,Jason Maxiell,1.7,1.9,5.6,0.4,0.8,4.2,0.495,0.002,3.8,3.4,-2.0,0.6,16.3,12.2,0.43,-2.5,10.6,8.1,13.0,1.1,12.7,13.4,0.518,15.7,0.1,20.3,0.086,2513.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2698,2570,4.1,0.547,7.5,0.0,0.053,0.0,2.2,0.5,3.8,4.1,0.546,7.5,4.3,0.784,5.5,835,537.0,NBA,28.5,Cedric Maxwell,2.5,2.7,12.5,0.8,2.2,6.3,0.546,0.003,10.4,1.0,2.8,0.8,14.5,25.3,0.73,2.0,9.9,53.2,16.4,1.3,18.1,12.2,0.629,17.1,28.8,78.5,0.159,2514.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2699,2571,3.1,0.45,7.0,1.5,0.32,4.6,3.4,0.2,2.1,4.6,0.398,11.6,2.1,0.733,2.9,855,497.0,NBA,28.4,Vernon Maxwell,0.4,2.1,12.8,1.1,1.9,2.6,0.462,0.398,18.6,0.4,-1.4,-1.4,8.3,20.2,0.248,0.0,1.8,7.2,12.7,2.0,13.2,5.1,0.498,22.5,3.5,27.4,0.054,2515.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2700,2572,3.6,0.453,7.9,,,,1.0,0.1,1.4,3.6,0.453,7.9,1.7,0.798,2.1,379,,NBA,17.5,Don May,0.3,2.0,8.8,0.3,,3.5,0.453,,8.8,0.5,-4.6,-2.0,12.7,4.6,0.268,-2.6,2.9,6.7,14.4,1.4,,9.1,0.501,,-0.6,11.4,0.082,2516.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2701,2573,4.0,0.463,8.7,0.0,0.0,0.0,1.7,0.1,2.7,4.0,0.462,8.7,2.3,0.811,2.9,355,8.0,NBA,22.6,Scott May,1.4,2.2,10.4,0.8,1.5,4.1,0.462,0.003,11.3,0.3,-1.0,-0.6,12.7,8.0,0.328,-0.4,7.0,9.4,14.2,1.7,14.7,9.9,0.52,21.0,2.0,17.4,0.104,2517.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2702,2574,2.7,0.462,5.8,0.0,0.231,0.1,1.0,0.4,2.7,2.7,0.458,5.9,1.4,0.746,1.9,119,25.0,NBA,15.7,Sean May,1.3,2.0,6.9,0.4,1.1,4.0,0.46,0.018,10.9,1.9,-2.4,0.2,21.2,2.2,0.322,-2.5,9.5,0.5,14.9,1.5,14.2,15.2,0.508,22.8,-0.2,2.6,0.068,2518.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2703,2575,1.2,0.446,2.6,0.8,0.377,2.0,3.6,0.1,1.0,1.9,0.415,4.6,0.5,0.659,0.8,496,150.0,NBA,20.8,Lee Mayberry,0.3,1.7,5.1,0.7,1.2,1.3,0.498,0.44,25.5,0.3,-4.5,-3.0,5.8,1.5,0.177,-1.5,1.6,6.4,10.1,1.8,19.3,3.6,0.516,13.2,-6.6,7.9,0.036,2519.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2704,2576,1.6,0.446,3.6,,,,0.5,0.6,2.3,1.6,0.446,3.6,0.8,0.567,1.4,74,,NBA,13.5,Clyde Mayes,1.4,2.2,4.0,0.1,,3.8,0.446,,5.3,2.4,-3.9,-0.7,17.4,0.9,0.39,-3.2,11.4,0.0,10.8,0.4,,14.5,0.475,,-0.5,0.9,0.044,2520.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2705,2577,0.6,0.259,2.4,0.6,0.366,1.7,1.5,0.1,0.5,1.3,0.303,4.1,1.0,0.667,1.5,24,0.0,NBA,10.6,Tharon Mayes,0.1,1.7,4.1,0.7,1.3,0.7,0.379,0.414,20.0,0.5,-6.5,-2.2,5.8,0.2,0.364,-4.3,1.4,-0.6,6.4,3.2,21.3,3.6,0.431,25.1,-0.3,-0.4,-0.075,2521.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2706,2578,1.1,0.444,2.6,0.0,,0.0,0.1,0.1,0.3,1.1,0.444,2.6,0.1,0.5,0.3,7,,NBA,7.7,Bill Mayfield,1.0,1.1,2.4,0.0,0.4,1.3,0.444,0.0,2.5,1.0,-6.4,-3.8,4.2,0.0,0.111,-2.6,14.2,0.0,6.8,0.0,13.7,9.2,0.45,16.1,-0.1,0.0,0.0,2522.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2707,2579,1.3,0.37,3.5,,,,0.3,0.0,0.5,1.3,0.37,3.5,0.2,1.0,0.2,13,,NBA,4.9,Ken Mayfield,0.1,1.4,2.8,0.0,,0.6,0.37,,10.4,0.0,-12.2,-6.4,11.4,0.0,0.065,-5.8,1.6,-0.2,7.3,0.0,,6.4,0.391,,-0.2,-0.2,-0.134,2523.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2708,2580,2.8,0.428,6.6,0.9,0.362,2.5,2.8,0.1,1.4,3.7,0.41,9.1,2.7,0.749,3.6,115,64.0,NBA,25.8,Travis Mays,0.7,2.0,11.1,0.9,1.9,2.0,0.459,0.274,16.8,0.3,-2.6,-2.0,6.2,1.4,0.396,-0.6,2.8,1.0,11.7,1.7,14.8,4.4,0.518,20.9,-0.5,2.4,0.039,2524.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2709,2581,1.3,0.3,4.2,,,,1.1,,,1.3,0.3,4.2,1.2,0.711,1.7,26,,NBA,,Matt Mazza,,1.3,3.8,,,,0.3,,,,,,,-0.1,0.409,,,0.0,,,,,0.378,,,0.0,,2525.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2710,2582,8.7,0.504,17.3,0.0,0.081,0.1,2.3,1.5,7.1,8.7,0.503,17.3,4.6,0.754,6.1,852,1.0,NBA,33.2,Bob McAdoo,2.4,3.2,22.1,1.0,2.6,9.4,0.503,0.003,10.5,2.3,2.1,-0.2,21.8,32.8,0.354,2.2,7.6,56.3,20.7,1.3,14.3,14.7,0.551,25.8,26.5,89.1,0.151,2526.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2711,2583,4.0,0.327,12.3,,,,1.2,,,4.0,0.327,12.3,1.8,0.724,2.4,12,,NBA,20.8,Ken McBride,,2.6,9.8,,,2.6,0.327,,,,,,,0.2,0.197,,,-0.6,7.9,,,,0.366,,,-0.4,-0.084,2527.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2712,2584,1.7,0.481,3.4,0.0,0.2,0.0,0.6,0.4,1.8,1.7,0.479,3.5,0.8,0.577,1.4,178,7.0,NBA,13.4,Bob McCann,0.9,2.0,4.2,0.4,0.8,2.6,0.48,0.008,6.6,2.2,-3.3,0.2,15.5,2.2,0.409,-3.4,7.8,-0.2,10.2,1.7,15.5,11.7,0.507,16.1,-0.8,2.0,0.041,2528.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2713,2585,0.6,0.204,2.8,,,,1.6,,,0.6,0.204,2.8,0.7,0.7,1.0,41,,NBA,8.1,Brendan McCann,,0.9,1.8,,,1.2,0.204,,,,,,,0.2,0.354,,,-0.8,6.4,,,,0.283,,,-0.6,-0.085,2529.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2714,2586,0.6,0.308,2.0,0.0,,0.0,0.2,0.1,0.4,0.6,0.308,2.0,0.5,0.75,0.6,13,0.0,NBA,5.0,Mel McCants,0.1,0.8,1.7,0.2,0.1,0.5,0.308,0.0,4.1,0.9,-8.5,-1.9,8.5,0.1,0.308,-6.7,1.8,-0.1,5.1,2.3,3.3,5.3,0.373,20.0,-0.1,0.0,-0.003,2530.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2715,2587,2.5,0.467,5.4,1.2,0.368,3.2,1.3,0.2,1.6,3.7,0.431,8.6,1.4,0.741,1.8,249,39.0,NBA,20.2,Rashad McCants,0.5,2.3,10.0,0.7,1.5,2.0,0.499,0.37,11.5,0.9,-2.5,-2.2,9.2,3.2,0.215,-0.3,2.6,0.4,12.9,1.9,13.4,5.9,0.528,24.6,-0.6,3.6,0.035,2531.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2716,2588,3.5,0.28,12.5,,,,0.9,,,3.5,0.28,12.5,2.6,0.614,4.3,68,,TOT,,Mike McCarron,,2.8,9.7,,,,0.28,,,,,,,1.4,0.343,,,2.9,,,,,0.335,,,4.3,,2532.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2717,2589,1.6,0.435,3.7,0.0,0.25,0.2,1.7,0.0,0.6,1.7,0.431,3.8,0.5,0.725,0.7,103,,NBA,11.5,Andre McCarter,0.3,1.0,3.8,0.4,0.5,0.9,0.434,0.02,19.3,0.0,-4.5,-1.9,5.7,0.8,0.175,-2.6,2.8,0.4,10.4,1.4,14.0,4.2,0.462,15.1,-0.7,1.1,0.046,2533.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2718,2590,3.1,0.402,7.7,,,,2.0,,,3.1,0.402,7.7,0.8,0.656,1.2,155,,NBA,18.3,Willie McCarter,,1.8,7.0,,,1.6,0.402,,14.3,,,,,1.7,0.16,,,-2.7,8.8,,,3.8,0.425,,,-1.0,-0.018,2534.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2719,2591,3.0,0.353,8.6,,,,3.7,,,3.0,0.353,8.6,1.7,0.622,2.7,316,,NBA,27.9,Johnny McCarthy,,2.8,7.8,,,3.6,0.353,,,,,,,8.1,0.317,,,-3.4,8.8,,,,0.396,,,4.7,0.026,2535.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2720,2592,0.5,0.122,4.3,,,,0.1,,,0.5,0.122,4.3,0.1,0.1,0.5,19,,BAA,,Howie McCarty,,1.2,1.1,,,,0.122,,,,,,,0.4,0.122,,,-1.5,,,,,0.122,,,-1.1,,2536.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2721,2593,1.0,0.667,1.5,0.0,,0.0,0.0,0.0,0.5,1.0,0.667,1.5,0.0,,0.0,2,0.0,NBA,2.0,Kelly McCarty,1.0,0.0,2.0,0.0,1.0,1.5,0.667,0.0,0.0,0.0,-24.8,-17.5,29.9,0.0,0.0,-7.2,56.0,0.0,31.7,0.0,40.0,43.3,0.667,56.6,0.0,0.0,-0.238,2537.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2722,2594,1.1,0.433,2.5,0.8,0.346,2.2,1.1,0.3,1.9,1.8,0.392,4.7,0.7,0.698,1.0,593,108.0,NBA,17.5,Walter McCarty,0.7,2.0,5.2,0.6,0.9,2.6,0.474,0.473,10.3,1.3,-1.4,0.0,12.9,10.3,0.214,-1.4,4.4,3.5,10.1,1.9,14.6,8.6,0.501,15.4,1.7,13.7,0.064,2538.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2723,2595,0.7,0.382,1.9,0.0,0.0,0.0,0.3,0.3,1.2,0.7,0.377,1.9,0.4,0.609,0.6,114,4.0,NBA,8.5,Amal McCaskill,0.7,1.2,1.8,0.2,0.5,1.9,0.377,0.014,6.1,2.8,-4.4,1.0,16.5,1.3,0.321,-5.4,9.2,-0.8,7.7,1.3,17.5,12.9,0.416,14.3,-0.6,0.5,0.024,2539.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2724,2596,1.5,0.398,3.8,0.0,0.111,0.2,1.5,0.1,0.4,1.5,0.383,4.0,0.4,0.514,0.8,45,4.0,NBA,10.2,Dwayne McClain,0.3,1.4,3.5,0.8,0.9,0.7,0.386,0.05,20.2,0.5,-4.8,-0.2,3.7,0.6,0.194,-4.6,3.3,-0.9,8.3,3.9,17.0,3.5,0.402,21.0,-0.3,-0.3,-0.026,2540.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2725,2597,3.3,0.457,7.2,0.1,0.218,0.3,3.4,0.2,2.1,3.3,0.449,7.4,1.7,0.767,2.2,555,,TOT,22.9,Ted McClain,0.9,3.0,8.4,1.7,2.2,2.9,0.453,0.03,19.5,0.4,0.4,1.4,9.1,16.9,0.299,-1.1,3.9,4.3,12.5,3.2,20.5,6.5,0.501,18.3,5.9,21.2,0.08,2541.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2726,2598,1.5,0.5,3.0,0.0,,0.0,0.2,0.3,1.2,1.5,0.5,3.0,0.0,0.0,0.8,6,1.0,NBA,9.7,Dan McClintock,1.7,1.8,3.0,0.0,0.5,2.8,0.5,0.0,2.9,2.4,-6.6,-3.2,13.3,0.0,0.278,-3.4,18.5,0.0,9.9,0.0,12.9,15.9,0.446,17.8,-0.1,0.0,0.007,2542.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2727,2599,3.0,0.333,9.0,,,,1.0,,,3.0,0.333,9.0,0.0,,0.0,1,,NBA,16.0,Jack McCloskey,,2.0,6.0,,,3.0,0.333,,,,,,,0.0,0.0,,,-0.1,7.8,,,,0.333,,,0.0,-0.14,2543.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2728,2600,2.0,0.434,4.7,1.2,0.358,3.4,2.3,0.2,2.2,3.2,0.402,8.0,1.4,0.81,1.7,766,194.0,NBA,22.8,George McCloud,0.9,2.1,9.0,0.8,1.4,3.1,0.477,0.419,15.7,0.8,-0.7,-1.1,10.9,10.9,0.215,0.4,4.1,13.7,12.7,1.7,13.7,7.5,0.515,19.4,5.6,24.6,0.068,2544.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2729,2601,0.4,0.138,2.6,,,,0.7,,,0.4,0.138,2.6,0.5,0.429,1.3,11,,NBA,9.6,John McConathy,,0.6,1.3,,,1.8,0.138,,,,,,,0.1,0.483,,,-0.6,1.7,,,,0.199,,,-0.5,-0.214,2545.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2730,2602,1.9,0.38,5.1,,,,2.9,,,1.9,0.38,5.1,1.0,0.483,2.1,14,,NBA,21.2,Bucky McConnell,,2.8,4.9,,,2.4,0.38,,,,,,,0.4,0.408,,,0.1,11.6,,,,0.406,,,0.5,0.08,2546.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2731,2603,1.0,0.5,2.0,0.0,,0.0,0.5,0.0,0.5,1.0,0.5,2.0,0.0,,0.0,2,,NBA,4.5,Keith McCord,0.5,0.0,2.0,0.0,1.0,1.0,0.5,0.0,16.5,0.0,-7.7,-1.4,11.8,0.0,0.0,-6.3,11.6,0.0,7.9,0.0,33.3,11.7,0.5,26.8,0.0,0.0,-0.136,2547.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2732,2604,3.2,0.537,6.0,0.0,0.063,0.0,1.0,0.4,3.3,3.2,0.535,6.0,1.9,0.703,2.8,483,210.0,NBA,21.5,Tim McCormick,1.6,2.6,8.3,0.3,1.3,4.9,0.535,0.006,6.9,1.1,-1.5,-0.4,17.6,9.2,0.46,-1.0,8.5,12.3,12.8,0.7,15.1,13.1,0.579,16.5,1.4,21.5,0.099,2548.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2733,2605,2.0,0.539,3.6,0.0,,0.0,0.5,0.7,2.4,2.0,0.539,3.6,0.7,0.49,1.4,260,72.0,NBA,14.7,Jelani McCoy,1.1,2.0,4.6,0.3,0.9,3.5,0.539,0.0,5.7,3.6,-3.1,0.3,19.2,3.6,0.388,-3.4,8.3,1.5,12.6,1.0,18.1,13.6,0.541,16.0,-1.1,5.1,0.064,2549.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2734,2606,1.7,0.45,3.8,,,,0.9,0.0,1.2,1.7,0.45,3.8,0.9,0.596,1.5,37,,NBA,11.8,Paul McCracken,0.5,1.4,4.3,0.5,,2.0,0.45,,10.1,0.0,-4.1,-1.0,12.0,0.3,0.407,-3.2,5.5,0.2,11.0,2.2,,8.1,0.485,,-0.1,0.5,0.06,2550.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2735,2607,0.0,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,0.0,5,0.0,NBA,2.4,Chris McCray,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,-24.6,-4.0,0.0,0.0,0.0,-20.6,0.0,-0.1,-20.7,0.0,40.0,0.0,0.0,18.8,-0.1,-0.1,-0.537,2551.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2736,2608,4.5,0.51,8.8,0.1,0.26,0.3,3.6,0.6,4.5,4.6,0.503,9.1,2.5,0.761,3.3,768,629.0,NBA,32.4,Rodney McCray,2.1,2.3,11.7,0.8,1.8,6.6,0.507,0.031,15.1,1.1,1.6,1.2,15.2,23.3,0.361,0.4,7.2,32.7,14.4,1.1,14.9,11.2,0.556,15.8,23.0,56.0,0.108,2552.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2737,2609,1.1,0.423,2.5,0.0,,0.0,1.0,0.3,1.6,1.1,0.423,2.5,0.8,0.611,1.2,77,8.0,NBA,11.6,Scooter McCray,0.9,1.5,2.9,0.3,0.9,2.5,0.423,0.0,10.8,1.6,-3.3,0.8,15.0,0.9,0.485,-4.1,8.8,-0.5,8.3,1.1,22.2,11.9,0.471,14.1,-0.3,0.4,0.023,2553.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2738,2610,1.1,0.692,1.6,0.0,,0.0,0.4,0.0,0.4,1.1,0.692,1.6,0.4,0.6,0.6,8,0.0,NBA,2.9,John McCullough,0.1,0.4,2.6,0.3,0.4,0.5,0.692,0.0,26.4,0.0,6.8,0.1,14.1,0.0,0.385,6.6,4.9,0.1,30.7,4.2,16.5,9.6,0.691,32.6,0.1,0.1,0.239,2554.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2739,2611,0.5,0.353,1.4,0.2,0.333,0.5,0.6,0.0,0.6,0.7,0.348,1.9,1.0,0.75,1.3,12,0.0,NBA,5.9,Clint McDaniel,0.3,0.8,2.5,0.4,0.2,0.8,0.391,0.261,15.4,0.0,-0.1,-0.6,11.5,0.1,0.696,0.5,4.9,0.1,15.6,3.6,6.2,8.2,0.499,19.8,0.0,0.2,0.151,2555.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2740,2612,6.4,0.491,13.1,0.1,0.261,0.3,2.0,0.5,3.7,6.5,0.485,13.4,2.5,0.718,3.5,870,529.0,NBA,29.0,Xavier McDaniel,2.4,2.9,15.6,0.9,2.2,6.1,0.489,0.024,11.0,1.0,0.1,-0.3,14.7,24.0,0.261,0.4,9.2,23.9,16.1,1.5,12.7,11.9,0.522,24.5,13.4,47.8,0.091,2556.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2741,2613,4.2,0.466,9.1,0.0,,0.0,1.1,0.6,4.8,4.2,0.466,9.1,1.5,0.72,2.1,271,,TOT,19.3,Jim McDaniels,2.2,2.5,10.0,0.2,2.0,6.5,0.466,0.0,7.9,2.4,-4.2,-0.5,22.8,5.1,0.229,-3.7,9.8,3.9,16.8,0.6,12.1,15.9,0.498,24.3,-1.0,9.1,0.083,2557.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2742,2614,2.6,0.479,5.4,0.1,0.227,0.3,1.3,0.1,2.0,2.6,0.468,5.6,0.7,0.727,1.0,176,75.0,NBA,21.0,Ben McDonald,1.2,2.8,6.0,0.4,0.8,3.2,0.473,0.044,8.5,0.3,-2.8,-0.8,10.8,1.0,0.174,-2.0,6.3,1.5,8.3,1.0,12.3,8.5,0.498,13.3,-0.8,2.5,0.033,2558.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2743,2615,1.8,0.4,4.6,,,,0.7,0.2,0.9,1.8,0.4,4.6,0.5,0.732,0.7,146,,NBA,10.2,Glenn McDonald,0.6,1.3,4.2,0.3,,1.5,0.4,,9.2,0.9,-5.0,-1.3,8.7,1.6,0.144,-3.8,5.6,-0.6,10.3,1.5,,7.1,0.426,,-1.1,1.1,0.034,2559.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2744,2616,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1,0.0,NBA,4.0,Michael McDonald,1.0,1.0,0.0,0.0,2.0,1.0,,,0.0,0.0,-23.4,-2.6,0.0,0.0,,-20.8,30.5,-0.1,-22.1,0.0,100.0,15.1,,23.1,0.0,-0.1,-0.638,2560.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2745,2617,1.2,0.45,2.8,0.0,0.375,0.1,0.5,,1.3,1.3,0.448,2.9,0.7,0.704,0.9,87,,ABA,6.7,Roderick McDonald,1.0,1.1,3.2,,0.6,2.3,0.454,0.032,9.4,,,,14.0,0.9,0.327,,11.8,0.3,15.2,,16.0,15.2,0.497,22.1,,1.1,0.095,2561.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2746,2618,1.1,0.457,2.4,0.0,0.0,0.0,0.5,0.1,1.3,1.1,0.451,2.5,0.7,0.71,1.0,206,1.0,NBA,9.0,Hank McDowell,0.9,1.3,2.9,0.2,0.6,2.3,0.451,0.014,6.7,0.9,-3.5,-1.0,16.7,1.4,0.394,-2.5,11.1,0.6,10.0,0.9,18.0,13.9,0.503,15.7,-0.7,2.0,0.052,2562.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2747,2619,5.0,0.499,10.0,0.0,0.117,0.1,1.3,1.1,5.1,5.0,0.497,10.0,2.1,0.67,3.1,1015,645.0,NBA,27.6,Antonio McDyess,2.4,3.0,12.0,0.8,1.6,7.5,0.497,0.006,8.1,2.8,0.3,1.2,21.2,38.3,0.313,-0.8,10.2,31.5,17.2,1.5,12.3,15.7,0.529,21.4,16.4,69.8,0.119,2563.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2748,2620,3.9,0.471,8.3,0.0,0.206,0.2,3.5,0.3,1.4,3.9,0.468,8.4,2.0,0.764,2.6,418,17.0,NBA,24.3,Jim McElroy,0.6,1.7,9.9,0.9,2.1,2.0,0.469,0.01,20.1,0.6,-2.3,-1.3,5.6,6.3,0.315,-1.0,2.4,7.7,12.9,1.7,17.4,4.0,0.518,19.4,-0.8,14.0,0.066,2564.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2749,2621,2.7,0.468,5.8,0.1,0.262,0.3,1.5,0.1,1.2,2.8,0.458,6.1,0.7,0.771,0.9,148,,ABA,13.4,Patrick McFarland,0.8,1.0,6.4,0.5,1.2,2.0,0.465,0.047,15.8,0.3,-2.2,-1.2,9.5,1.8,0.155,-1.0,5.9,0.7,13.3,1.7,15.6,7.7,0.491,22.2,-0.1,2.4,0.059,2565.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2750,2622,0.5,0.417,1.1,0.0,0.0,0.1,0.1,0.0,0.4,0.5,0.385,1.2,0.5,0.714,0.6,11,0.0,NBA,3.7,Ivan McFarlin,0.6,0.7,1.4,0.0,0.1,1.0,0.385,0.077,4.0,0.0,-5.5,-4.8,11.7,0.0,0.538,-0.7,20.6,0.1,12.2,0.0,5.9,16.1,0.466,19.2,0.0,0.1,0.102,2566.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2751,2623,1.2,0.318,3.8,,,,1.0,,,1.2,0.318,3.8,1.0,0.591,1.7,51,,BAA,,Mel McGaha,,2.0,3.5,,,,0.318,,,,,,,1.1,0.451,,,0.4,,,,,0.377,,,1.5,,2567.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
2752,2624,3.4,0.521,6.6,0.6,0.354,1.7,1.2,0.1,1.1,4.0,0.487,8.2,0.9,0.597,1.6,520,136.0,NBA,17.8,Mike McGee,1.0,1.9,9.6,0.7,1.2,2.1,0.523,0.202,9.9,0.3,-0.9,-1.9,6.7,7.1,0.191,1.0,6.8,8.0,14.0,1.9,11.9,6.7,0.535,23.1,2.5,15.1,0.078,2568.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2753,2625,4.3,0.514,8.4,0.0,,0.0,1.1,,3.5,4.3,0.514,8.4,1.9,0.701,2.7,295,,TOT,17.3,Bill McGill,1.5,2.7,10.5,,1.7,4.4,0.514,0.0,9.4,,,,,3.0,0.32,,,13.9,19.0,,15.4,11.7,0.549,21.7,,16.9,0.159,2569.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2754,2626,7.5,0.462,16.2,0.2,0.273,0.6,3.7,0.5,7.2,7.6,0.458,16.6,4.9,0.664,7.4,842,4.0,TOT,33.5,George McGinnis,3.7,3.8,20.2,1.9,4.0,11.0,0.461,0.022,16.3,0.8,3.5,1.6,21.3,46.1,0.45,1.8,11.0,28.5,20.0,2.5,17.3,16.1,0.509,27.3,31.3,74.6,0.127,2570.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2755,2627,5.1,0.489,10.3,,,,2.9,0.1,1.1,5.1,0.489,10.3,1.5,0.845,1.7,792,,NBA,26.4,Jon McGlocklin,0.3,1.7,11.6,0.5,,2.4,0.489,,14.6,0.2,-3.4,-2.0,5.1,15.4,0.169,-1.5,1.6,31.7,13.6,1.2,,3.7,0.522,,-1.5,47.1,0.108,2571.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2756,2628,6.0,0.461,13.0,1.2,0.338,3.4,4.4,0.9,4.2,7.2,0.435,16.4,4.1,0.746,5.5,938,703.0,NBA,32.7,Tracy McGrady,1.4,1.8,19.6,1.2,2.2,5.6,0.47,0.207,26.3,1.9,4.6,0.7,15.0,36.4,0.338,3.9,4.7,60.9,22.1,2.0,10.3,9.8,0.519,29.3,50.6,97.3,0.152,2572.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
2757,2629,1.6,0.363,4.3,,,,0.4,,,1.6,0.363,4.3,0.9,0.696,1.3,42,,NBA,12.7,Gil McGregor,,2.9,4.1,,,3.5,0.363,,4.5,,,,,0.2,0.308,,,-0.6,6.8,,,13.8,0.414,,,-0.4,-0.038,2573.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
2758,2630,2.2,0.479,4.6,0.0,0.0,0.0,0.2,,2.3,2.2,0.477,4.6,1.6,0.592,2.7,56,,ABA,15.4,Elton McGriff,1.7,2.7,6.0,,0.9,4.6,0.477,0.004,1.7,,,,,0.5,0.585,,,1.1,12.8,,14.0,13.8,0.517,16.7,,1.6,0.09,2574.0,C,1.0,0.0,0.0,0.0,0.0,0.0
2759,2631,1.3,0.379,3.5,,,,1.9,,,1.3,0.379,3.5,1.3,0.551,2.4,191,,NBA,15.5,Alfred McGuire,,2.6,4.0,,,2.2,0.379,,,,,,,2.8,0.698,,,2.7,11.5,,,,0.437,,,5.5,0.088,2575.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
2760,2632,1.0,0.5,2.0,,,,0.5,0.0,1.0,1.0,0.5,2.0,0.0,,0.0,2,,NBA,5.0,Allie McGuire,0.0,1.0,2.0,0.0,,1.0,0.5,,14.7,0.0,-5.7,-1.8,21.0,0.0,0.0,-3.8,0.0,0.0,10.3,0.0,,10.5,0.5,,0.0,0.0,0.029,2576.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
2761,2633,2.8,0.389,7.1,,,,5.7,,,2.8,0.389,7.1,2.5,0.644,3.8,738,,NBA,28.3,Dick McGuire,,2.3,8.0,,,4.2,0.389,,,,,,,21.2,0.539,,,29.6,15.5,,,,0.455,,,50.9,0.115,2577.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
