,Unnamed: 0_x,2P,2P%,2PA,3P_x,3P%_x,3PA_x,AST_x,BLK_x,DRB,FG_x,FG%_x,FGA_x,FT_x,FT%_x,FTA_x,G_x,GS,Lg,MP_x,Name,ORB_x,PF_x,PTS_x,STL_x,TOV_x,TRB_x,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,3P_y,3P%_y,3PA_y,AST_y,AST_per_g,BLK_y,FG_y,FG%_y,FGA_y,FT_y,FT%_y,FTA_y,G_y,MP_y,MP_per_g,ORB_y,PF_y,PTS_y,PTS_per_g,STL_y,TOV_y,TRB_y,TRB_per_g
1827,1799,4.2,0.496,8.4,0.3,0.297,0.9,5.5,0.1,1.9,4.4,0.476,9.3,2.0,0.782,2.5,788,557.0,NBA,29.3,Jay Humphries,0.7,2.8,11.1,1.5,1.9,2.5,0.491,0.1,26.5,0.2,-0.2,-0.6,7.3,19.5,0.269,0.4,2.6,25.6,13.9,2.4,15.7,5.0,0.533,17.7,10.6,45.0,0.094,1052.0,,,,562.0,5.0,20.0,527.0,0.498,1058.0,252.0,0.696,362.0,112.0,3864.0,34.5,,350.0,1306.0,11.7,309.0,286.0,315.0,2.8
1828,1800,3.2,0.347,9.2,,,,3.4,,,3.2,0.347,9.2,2.0,0.721,2.8,431,,NBA,22.2,Hot Rod Hundley,,1.8,8.4,,,3.3,0.347,,,,,,,9.4,0.3,,,-5.1,11.7,,,,0.402,,,4.3,0.022,,,,,,,,,,,,,,,,,,,,,,,,
1829,1801,1.3,0.484,2.8,0.0,0.0,0.0,0.3,0.1,1.7,1.3,0.476,2.8,0.6,0.488,1.2,67,12.0,NBA,9.4,Brandon Hunter,1.1,1.2,3.3,0.3,0.7,2.8,0.476,0.016,5.9,0.9,-5.4,-1.9,19.8,0.6,0.434,-3.5,13.8,0.1,12.5,1.4,16.4,16.9,0.489,19.1,-0.5,0.7,0.055,1053.0,39.0,0.339,115.0,252.0,2.1,87.0,706.0,0.51,1385.0,561.0,0.608,923.0,119.0,3881.0,32.6,,313.0,2012.0,16.9,95.0,402.0,1103.0,9.3
1830,1802,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1,0.0,NBA,1.0,Cedric Hunter,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-7.1,-0.4,0.0,0.0,,-6.7,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,1054.0,1.0,0.143,7.0,684.0,5.8,16.0,416.0,0.535,778.0,189.0,0.521,363.0,118.0,3561.0,30.2,,260.0,1022.0,8.7,157.0,320.0,417.0,3.5
1831,1803,1.8,0.512,3.6,0.0,0.0,0.1,0.6,0.6,1.9,1.8,0.502,3.6,0.9,0.754,1.2,60,9.0,NBA,13.1,Chris Hunter,0.9,2.2,4.5,0.2,0.5,2.8,0.502,0.018,6.7,3.2,-3.1,-0.6,16.0,0.4,0.318,-2.5,7.9,0.9,12.2,0.8,10.8,11.9,0.546,15.2,-0.2,1.3,0.08,1055.0,34.0,0.318,107.0,55.0,0.5,91.0,248.0,0.464,534.0,200.0,0.749,267.0,105.0,,,,,730.0,7.0,50.0,,372.0,3.5
1832,1804,4.6,0.451,10.3,0.1,0.199,0.4,1.6,,4.6,4.7,0.443,10.6,2.8,0.699,4.0,468,,TOT,25.4,Les Hunter,2.6,3.3,12.3,,2.4,6.9,0.446,0.032,8.9,,,,15.1,15.5,0.375,,6.6,10.0,14.8,,15.7,12.4,0.495,21.1,,25.5,0.103,,,,,,,,,,,,,,,,,,,,,,,,
1833,1805,2.0,0.405,5.0,1.1,0.36,3.2,2.7,0.2,1.7,3.2,0.388,8.2,1.0,0.746,1.3,937,438.0,NBA,24.8,Lindsey Hunter,0.5,2.0,8.5,1.2,1.2,2.2,0.458,0.389,17.4,0.5,-0.4,-0.4,8.0,23.1,0.165,0.0,2.2,9.8,12.1,2.6,12.4,5.1,0.484,18.6,9.5,32.9,0.068,1056.0,297.0,0.353,841.0,440.0,3.7,31.0,868.0,0.409,2120.0,360.0,0.709,508.0,119.0,3778.0,31.7,,233.0,2393.0,20.1,257.0,374.0,378.0,3.2
1834,1806,0.7,0.469,1.4,0.0,,0.0,0.0,0.3,0.9,0.7,0.469,1.4,0.1,0.333,0.4,23,0.0,NBA,5.4,Othello Hunter,0.7,0.7,1.4,0.1,0.2,1.6,0.469,0.0,1.3,3.7,-7.3,-1.8,19.7,0.2,0.281,-5.5,14.0,0.0,11.0,0.9,12.2,16.9,0.459,15.2,-0.2,0.2,0.059,1057.0,4.0,0.308,13.0,42.0,0.6,97.0,247.0,0.583,424.0,91.0,0.603,151.0,76.0,1689.0,22.2,,,589.0,7.8,37.0,53.0,415.0,5.5
1835,1807,1.8,0.56,3.3,0.0,0.0,0.0,0.2,1.1,2.0,1.8,0.56,3.3,0.9,0.485,1.8,400,130.0,NBA,15.0,Steven Hunter,1.2,1.6,4.5,0.1,0.6,3.2,0.56,0.001,2.1,5.1,-2.8,0.0,15.0,4.9,0.545,-2.9,9.3,5.7,13.0,0.4,13.3,12.1,0.558,14.1,-1.3,10.6,0.085,1058.0,0.0,0.0,2.0,24.0,0.4,128.0,252.0,0.586,430.0,120.0,0.6,200.0,63.0,1552.0,24.6,,141.0,624.0,9.9,11.0,101.0,297.0,4.7
1836,1808,1.1,0.377,2.9,0.2,0.272,0.9,3.3,0.0,0.9,1.3,0.353,3.8,0.9,0.769,1.2,269,62.0,NBA,15.5,Bobby Hurley,0.2,1.3,3.8,0.4,1.4,1.1,0.384,0.23,31.2,0.1,-7.5,-3.2,6.3,1.7,0.313,-4.3,1.5,-2.9,8.1,1.5,24.9,3.9,0.443,16.4,-5.8,-1.2,-0.014,1059.0,264.0,0.405,652.0,1076.0,7.7,6.0,513.0,0.41,1252.0,441.0,0.776,568.0,140.0,4802.0,34.3,,320.0,1731.0,12.4,204.0,534.0,306.0,2.2
1837,1809,2.2,0.224,9.7,,,,0.7,,,2.2,0.224,9.7,0.8,0.609,1.4,46,,BAA,,Roy Hurley,,1.8,5.2,,,,0.224,,,,,,,0.7,0.143,,,-2.1,,,,,0.251,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,
1838,1810,3.7,0.486,7.5,0.0,0.254,0.1,5.1,0.1,1.0,3.7,0.483,7.7,1.4,0.708,2.0,496,186.0,NBA,24.7,Geoff Huston,0.4,1.7,8.8,0.7,1.8,1.4,0.485,0.017,28.9,0.1,-4.2,-3.2,4.6,2.3,0.257,-1.0,1.8,9.5,12.7,1.3,17.5,3.1,0.517,17.3,-6.7,11.9,0.047,1060.0,,,,,,,457.0,0.508,899.0,150.0,0.685,219.0,117.0,3113.0,26.6,,,1064.0,9.1,,,216.0,1.8
1839,1811,1.1,0.237,4.7,,,,0.6,,,1.1,0.237,4.7,1.3,0.697,1.9,46,,BAA,,Paul Huston,,1.8,3.6,,,,0.237,,,,,,,0.8,0.414,,,0.4,,,,,0.323,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,
1840,1812,4.4,0.389,11.4,,,,3.0,,,4.4,0.389,11.4,2.3,0.673,3.4,437,,NBA,37.9,Mel Hutchins,,2.9,11.1,,,9.6,0.389,,,,,,,19.9,0.296,,,8.0,14.7,,,,0.432,,,27.9,0.081,,,,,,,,,,,,,,,,,,,,,,,,
1841,1813,0.9,0.331,2.8,,,,1.0,,,0.9,0.331,2.8,0.7,0.69,0.9,120,,NBA,12.1,Joe Hutton,,1.7,2.5,,,1.6,0.331,,,,,,,2.3,0.334,,,-0.1,8.0,,,,0.389,,,2.2,0.102,,,,,,,,,,,,,,,,,,,,,,,,
1842,1814,2.4,0.447,5.3,,,,0.6,,,2.4,0.447,5.3,0.7,0.718,0.9,77,,NBA,17.6,Greg Hyder,,2.4,5.4,,,4.3,0.447,,4.3,,,,,0.9,0.174,,,0.3,8.7,,,11.0,0.474,,,1.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,
1843,1815,1.0,0.414,2.5,1.1,0.295,3.6,0.5,0.2,2.0,2.1,0.343,6.1,0.7,0.81,0.9,111,54.0,NBA,18.0,P.J. Hairston,0.4,1.8,6.0,0.5,0.6,2.4,0.431,0.597,4.6,1.0,-3.9,-1.4,12.4,1.9,0.148,-2.5,2.5,-1.1,7.6,1.4,8.0,7.3,0.46,17.7,-1.0,0.9,0.021,1061.0,127.0,0.349,364.0,74.0,1.0,20.0,220.0,0.388,567.0,140.0,0.8,175.0,71.0,1286.0,18.1,93.0,118.0,707.0,10.0,57.0,66.0,228.0,3.2
1844,1816,1.4,0.451,3.0,0.9,0.357,2.5,0.8,0.2,2.3,2.3,0.408,5.6,0.5,0.67,0.7,151,21.0,NBA,13.9,Jordan Hamilton,0.6,1.0,5.9,0.5,0.7,2.8,0.489,0.458,9.5,1.2,-1.5,-0.8,17.8,2.0,0.123,-0.6,4.8,1.0,13.4,1.7,10.3,11.4,0.503,20.4,0.3,3.0,0.069,1062.0,148.0,0.377,393.0,126.0,1.8,35.0,366.0,0.43,852.0,132.0,0.71,186.0,70.0,1835.0,26.2,106.0,107.0,1012.0,14.5,58.0,124.0,402.0,5.7
1845,1817,1.7,0.56,3.1,0.6,0.312,1.9,0.8,0.7,2.4,2.3,0.464,5.0,0.7,0.796,0.9,107,20.0,NBA,17.4,Justin Hamilton,1.2,1.5,5.9,0.5,0.6,3.6,0.524,0.385,7.2,2.9,-0.3,0.3,14.9,1.5,0.184,-0.6,7.6,2.1,13.8,1.5,10.4,11.3,0.553,15.1,0.8,3.6,0.092,1063.0,3.0,0.25,12.0,45.0,0.5,93.0,289.0,0.535,540.0,177.0,0.741,239.0,96.0,1653.0,25.8,192.0,154.0,758.0,7.9,36.0,101.0,499.0,5.2
1846,1818,0.3,0.313,0.9,0.2,0.667,0.4,0.1,0.4,0.9,0.5,0.409,1.3,0.1,0.2,0.6,17,0.0,NBA,4.5,A.J. Hammons,0.3,0.6,1.4,0.0,0.2,1.2,0.5,0.273,4.1,7.0,-5.6,1.1,23.9,0.1,0.455,-6.7,7.2,-0.1,9.7,0.0,10.2,15.1,0.455,18.0,-0.1,0.0,0.016,1064.0,6.0,0.261,23.0,104.0,0.8,343.0,613.0,0.539,1138.0,361.0,0.69,523.0,132.0,3201.0,24.3,314.0,325.0,1593.0,12.1,50.0,271.0,930.0,7.0
1847,1819,0.3,0.409,0.8,0.2,0.261,0.8,0.8,0.1,0.6,0.5,0.333,1.6,0.8,0.778,1.0,28,0.0,NBA,7.1,Ben Hansbrough,0.1,0.8,2.0,0.3,0.6,0.6,0.4,0.511,16.1,0.7,-4.4,-0.4,8.8,0.3,0.6,-4.0,1.1,-0.1,7.2,1.9,24.0,5.0,0.501,17.1,-0.1,0.2,0.044,1065.0,263.0,0.405,649.0,487.0,3.6,11.0,496.0,0.451,1100.0,358.0,0.782,458.0,134.0,2443.0,35.4,54.0,170.0,1613.0,12.0,144.0,192.0,480.0,3.6
1848,1820,2.2,0.442,5.0,0.0,0.136,0.1,0.4,0.2,2.5,2.2,0.439,5.0,2.3,0.738,3.1,428,50.0,NBA,16.9,Tyler Hansbrough,1.7,2.0,6.7,0.5,0.7,4.2,0.44,0.01,4.1,1.0,-2.5,-1.0,16.5,8.8,0.618,-1.5,11.7,11.4,14.8,1.5,10.4,14.1,0.525,19.0,-1.0,20.2,0.134,1066.0,12.0,0.316,38.0,154.0,1.1,66.0,939.0,0.536,1752.0,982.0,0.791,1241.0,142.0,,,,,2872.0,20.2,180.0,146.0,1219.0,8.6
1849,1821,4.3,0.499,8.6,2.2,0.363,6.1,5.7,0.4,4.2,6.5,0.443,14.7,6.9,0.855,8.0,610,397.0,NBA,33.6,James Harden,0.8,2.5,22.1,1.5,3.4,5.0,0.518,0.417,28.9,1.0,5.9,0.1,13.8,22.2,0.546,5.8,2.6,68.3,22.9,2.2,15.5,8.3,0.606,28.0,41.1,90.5,0.212,1068.0,102.0,0.376,271.0,258.0,3.7,30.0,417.0,0.506,824.0,373.0,0.755,494.0,69.0,,,,,1309.0,19.0,132.0,207.0,374.0,5.4
1850,1822,2.4,0.534,4.4,0.6,0.313,1.9,0.9,0.6,2.5,2.9,0.468,6.3,0.9,0.597,1.5,350,182.0,NBA,23.1,Maurice Harkless,1.3,1.9,7.4,1.0,0.9,3.7,0.515,0.297,5.7,2.2,-0.4,0.8,11.8,7.4,0.245,-1.2,6.1,4.7,12.3,2.2,11.8,9.0,0.531,15.3,3.3,12.1,0.072,1069.0,17.0,0.215,79.0,47.0,1.5,45.0,193.0,0.452,427.0,94.0,0.676,139.0,32.0,1155.0,36.1,88.0,74.0,497.0,15.5,51.0,80.0,276.0,8.6
1851,1823,0.5,0.417,1.1,0.4,0.276,1.3,0.2,0.1,0.6,0.8,0.34,2.4,0.0,0.333,0.1,22,0.0,NBA,6.8,Justin Harper,0.2,0.5,2.0,0.1,0.5,0.8,0.415,0.547,4.4,1.6,-8.4,-2.1,10.0,0.1,0.057,-6.3,3.7,-0.4,3.6,1.1,18.1,6.8,0.414,20.1,-0.2,-0.3,-0.093,1070.0,179.0,0.382,468.0,102.0,0.7,113.0,537.0,0.483,1111.0,204.0,0.711,287.0,137.0,2052.0,28.5,119.0,164.0,1457.0,10.6,76.0,172.0,651.0,4.8
1852,1824,2.9,0.658,4.4,0.0,0.25,0.0,0.8,0.5,1.7,2.9,0.655,4.4,1.0,0.597,1.7,93,15.0,NBA,14.6,Montrezl Harrell,1.1,1.7,6.8,0.3,0.6,2.8,0.656,0.01,9.3,3.0,0.4,0.0,13.1,1.1,0.387,0.5,8.2,3.7,18.3,1.1,10.8,10.6,0.659,16.9,0.8,4.8,0.171,1071.0,11.0,0.275,40.0,102.0,0.9,118.0,533.0,0.586,910.0,217.0,0.533,407.0,112.0,2961.0,26.4,294.0,214.0,1294.0,11.6,91.0,145.0,777.0,6.9
1853,1825,1.0,0.497,1.9,0.4,0.347,1.3,0.3,0.5,2.0,1.4,0.438,3.2,0.3,0.629,0.5,75,4.0,NBA,11.8,Josh Harrellson,1.1,1.3,3.5,0.4,0.4,3.0,0.506,0.396,4.4,3.2,-0.7,0.7,19.2,1.3,0.146,-1.4,10.0,0.9,13.4,1.7,11.4,14.5,0.519,14.4,0.3,2.1,0.116,1072.0,9.0,0.31,29.0,39.0,0.4,84.0,185.0,0.549,337.0,61.0,0.649,94.0,94.0,1171.0,19.5,149.0,99.0,440.0,4.7,46.0,60.0,441.0,4.7
1854,1826,2.9,0.481,6.1,0.8,0.325,2.5,4.3,0.2,1.9,3.8,0.436,8.6,3.0,0.795,3.8,839,445.0,NBA,25.6,Devin Harris,0.3,2.2,11.3,1.1,1.8,2.3,0.483,0.291,27.6,0.6,0.5,-1.1,8.9,17.9,0.441,1.6,1.4,32.6,16.4,2.2,15.2,5.1,0.551,21.9,13.6,50.5,0.113,1073.0,187.0,0.375,499.0,295.0,3.1,40.0,438.0,0.447,980.0,362.0,0.778,465.0,96.0,3356.0,35.0,,,1425.0,14.8,164.0,,391.0,4.1
1855,1827,0.0,0.0,0.5,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,0.0,2,0.0,NBA,5.5,Elias Harris,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,11.4,0.0,-0.9,2.7,0.0,0.0,0.0,-3.7,9.7,0.0,7.6,4.4,0.0,4.9,0.0,4.0,0.0,0.0,0.018,1074.0,78.0,0.356,219.0,177.0,1.3,72.0,666.0,0.517,1289.0,447.0,0.723,618.0,135.0,3785.0,28.0,270.0,290.0,1857.0,13.8,123.0,242.0,979.0,7.3
1856,1828,2.7,0.528,5.1,1.2,0.356,3.4,1.7,0.2,1.8,3.9,0.458,8.5,1.3,0.795,1.6,182,132.0,NBA,26.0,Gary Harris,0.6,1.6,10.3,1.1,1.1,2.4,0.53,0.405,10.1,0.6,-0.1,-0.9,7.6,2.2,0.192,0.8,2.7,5.1,12.8,2.1,10.8,5.1,0.559,17.2,2.3,7.3,0.074,1075.0,146.0,0.376,388.0,140.0,2.0,21.0,345.0,0.44,784.0,189.0,0.788,240.0,69.0,2141.0,31.0,67.0,141.0,1025.0,14.9,108.0,111.0,226.0,3.3
1857,1829,0.8,0.486,1.6,1.1,0.379,2.9,0.8,0.1,1.6,1.9,0.418,4.5,0.4,0.688,0.6,108,12.0,NBA,15.2,Joe Harris,0.2,1.7,5.3,0.3,0.8,1.8,0.538,0.636,7.5,0.5,-3.3,-1.7,10.9,0.8,0.132,-1.6,1.5,0.1,8.0,1.1,13.9,6.3,0.551,15.8,-0.6,0.9,0.027,1076.0,263.0,0.407,646.0,254.0,1.9,48.0,568.0,0.445,1276.0,299.0,0.722,414.0,135.0,4084.0,30.3,116.0,307.0,1698.0,12.6,116.0,213.0,509.0,3.8
1858,1830,1.6,0.39,4.0,0.6,0.353,1.6,1.4,0.2,2.1,2.1,0.38,5.6,1.3,0.738,1.8,93,20.0,NBA,17.1,Manny Harris,0.6,1.1,6.2,0.5,1.1,2.7,0.43,0.286,13.3,0.7,-4.2,-1.4,14.4,0.7,0.321,-2.8,4.0,-0.6,10.7,1.6,14.5,9.0,0.481,19.8,-0.9,0.1,0.004,1077.0,142.0,0.318,447.0,366.0,3.7,36.0,521.0,0.406,1283.0,484.0,0.827,585.0,98.0,1120.0,36.1,57.0,45.0,1668.0,17.0,144.0,313.0,559.0,5.7
1859,1831,1.3,0.479,2.7,0.0,0.0,0.1,0.2,0.2,1.2,1.3,0.464,2.8,0.8,0.782,1.0,54,0.0,NBA,9.2,Mike Harris,0.9,1.3,3.4,0.5,0.6,2.1,0.464,0.033,3.9,1.8,-2.8,0.1,15.1,0.7,0.364,-2.9,11.6,0.3,14.4,2.9,14.6,13.3,0.522,18.8,-0.1,1.0,0.095,1078.0,37.0,0.385,96.0,124.0,1.0,119.0,783.0,0.602,1300.0,411.0,0.731,562.0,121.0,3471.0,28.7,,,2014.0,16.6,137.0,,1111.0,9.2
1860,1832,0.6,0.397,1.5,0.2,0.17,1.1,0.8,0.1,1.3,0.8,0.3,2.6,0.5,0.677,0.7,42,1.0,NBA,10.8,Terrel Harris,0.5,1.2,2.3,0.3,1.0,1.8,0.336,0.427,11.2,0.9,-5.9,-0.3,14.2,0.5,0.282,-5.6,6.1,-1.0,3.5,1.3,25.4,10.1,0.384,16.9,-0.5,-0.6,-0.059,1079.0,153.0,0.366,418.0,207.0,1.5,33.0,440.0,0.44,999.0,286.0,0.815,351.0,134.0,,,,,1319.0,9.8,173.0,153.0,512.0,3.8
1861,1833,4.3,0.514,8.5,0.9,0.33,2.7,1.6,0.5,4.6,5.2,0.469,11.2,2.4,0.81,3.0,379,263.0,NBA,28.8,Tobias Harris,1.1,1.9,13.8,0.7,1.3,5.7,0.509,0.242,9.0,1.4,-0.2,-0.3,18.0,10.4,0.269,0.2,4.2,14.9,16.4,1.3,9.4,10.9,0.553,21.4,5.1,25.2,0.111,1080.0,23.0,0.303,76.0,44.0,1.3,29.0,185.0,0.46,402.0,128.0,0.753,170.0,34.0,993.0,29.2,67.0,70.0,521.0,15.3,24.0,62.0,247.0,7.3
1862,1834,0.1,0.182,0.4,0.1,0.25,0.5,0.2,0.0,0.5,0.2,0.217,0.9,0.2,0.429,0.5,26,0.0,NBA,4.2,Aaron Harrison,0.2,0.5,0.7,0.2,0.2,0.7,0.283,0.522,6.0,0.0,-6.4,-0.2,14.0,0.1,0.609,-6.2,3.9,-0.2,3.3,2.7,12.1,8.9,0.326,13.6,-0.1,-0.1,-0.034,1081.0,121.0,0.335,361.0,129.0,1.6,18.0,320.0,0.41,781.0,218.0,0.787,277.0,79.0,2307.0,29.2,40.0,146.0,979.0,12.4,86.0,100.0,218.0,2.8
1863,1835,1.0,0.354,2.8,0.6,0.286,2.2,2.7,0.3,1.5,1.6,0.324,5.0,2.0,0.764,2.7,68,17.0,NBA,20.3,Andrew Harrison,0.3,2.7,5.9,0.8,1.2,1.8,0.386,0.434,20.1,1.2,-2.6,-0.1,8.8,1.4,0.537,-2.4,1.7,0.0,8.6,1.9,16.2,5.1,0.478,16.4,-0.2,1.5,0.051,1082.0,69.0,0.367,188.0,298.0,3.8,17.0,222.0,0.372,597.0,285.0,0.777,367.0,79.0,2261.0,28.6,45.0,189.0,798.0,10.1,61.0,173.0,213.0,2.7
1864,1836,3.2,0.494,6.4,0.0,0.088,0.0,0.9,0.3,4.9,3.2,0.492,6.4,1.5,0.756,2.0,830,498.0,NBA,25.7,Udonis Haslem,1.9,2.4,7.8,0.5,1.0,6.9,0.492,0.006,5.4,0.9,-1.7,0.3,22.3,27.4,0.304,-2.0,9.1,23.6,13.0,1.0,11.6,15.8,0.535,15.0,1.9,51.0,0.114,1083.0,0.0,0.0,3.0,139.0,1.1,120.0,633.0,0.584,1084.0,515.0,0.666,773.0,130.0,3236.0,24.9,,,1781.0,13.7,107.0,,831.0,6.4
1865,1837,3.1,0.482,6.4,0.5,0.35,1.5,1.9,1.0,4.2,3.6,0.457,7.9,1.0,0.714,1.4,679,368.0,NBA,22.8,Spencer Hawes,1.5,2.5,8.7,0.4,1.4,5.7,0.49,0.191,13.2,3.3,-0.7,1.1,21.3,17.0,0.174,-1.8,7.2,5.4,14.0,0.9,14.4,14.2,0.513,19.5,5.0,22.4,0.069,1084.0,1.0,0.333,3.0,60.0,1.9,54.0,193.0,0.532,363.0,74.0,0.755,98.0,31.0,896.0,28.9,,,461.0,14.9,16.0,,197.0,6.4
1866,1838,1.6,0.501,3.2,0.0,0.0,0.0,1.2,0.4,3.3,1.6,0.498,3.3,0.5,0.62,0.8,644,244.0,NBA,18.3,Chuck Hayes,1.7,2.3,3.7,0.7,0.7,5.0,0.498,0.007,9.7,1.5,1.2,2.9,20.6,17.3,0.242,-1.6,10.8,11.5,12.2,2.1,16.5,15.7,0.518,10.6,9.7,28.8,0.117,1085.0,19.0,0.244,78.0,292.0,2.2,128.0,452.0,0.503,899.0,288.0,0.733,393.0,134.0,3516.0,26.2,,,1211.0,9.0,170.0,,930.0,6.9
1867,1839,3.9,0.476,8.2,1.3,0.366,3.6,3.4,0.4,3.4,5.2,0.443,11.8,3.8,0.821,4.6,511,403.0,NBA,31.3,Gordon Hayward,0.7,1.8,15.6,1.0,2.1,4.2,0.499,0.307,18.7,1.1,2.0,-0.3,12.8,13.6,0.389,2.2,2.7,28.8,17.6,1.7,12.9,7.7,0.562,23.3,16.1,42.4,0.127,1086.0,116.0,0.369,314.0,125.0,1.8,60.0,298.0,0.47,634.0,280.0,0.824,340.0,69.0,1239.0,33.5,72.0,78.0,992.0,14.4,88.0,138.0,512.0,7.4
1868,1840,1.8,0.419,4.2,0.2,0.325,0.7,0.6,0.1,1.5,2.0,0.406,4.9,1.5,0.635,2.3,185,23.0,NBA,15.7,Xavier Henry,0.4,1.4,5.7,0.5,0.8,1.9,0.428,0.139,6.5,0.6,-5.1,-1.5,10.7,1.7,0.474,-3.6,3.2,-0.9,9.3,1.8,11.3,6.9,0.479,19.3,-2.3,0.8,0.013,1088.0,69.0,0.418,165.0,53.0,1.5,18.0,162.0,0.458,354.0,90.0,0.783,115.0,36.0,990.0,27.5,43.0,66.0,483.0,13.4,54.0,69.0,157.0,4.4
1869,1841,3.3,0.535,6.1,0.0,0.0,0.0,1.0,1.5,3.3,3.3,0.533,6.1,1.2,0.572,2.1,313,82.0,NBA,19.1,John Henson,1.9,2.2,7.7,0.4,1.2,5.2,0.533,0.003,8.7,6.7,0.5,2.3,19.8,7.8,0.336,-1.8,11.1,5.9,17.6,1.2,14.2,15.4,0.548,19.3,3.8,13.7,0.11,1089.0,5.0,0.208,24.0,108.0,1.0,277.0,475.0,0.497,955.0,169.0,0.484,349.0,109.0,2594.0,23.8,269.0,159.0,1124.0,10.3,69.0,166.0,886.0,8.1
1870,1842,0.9,0.51,1.8,0.7,0.44,1.6,0.5,0.2,2.3,1.6,0.476,3.4,1.0,0.75,1.3,56,8.0,NBA,13.5,Juan Hernangomez,0.8,1.0,4.9,0.5,0.5,3.1,0.582,0.481,4.9,1.2,-0.5,-1.0,18.9,0.5,0.381,0.6,6.2,1.4,14.5,1.8,10.5,12.6,0.621,13.9,0.3,1.9,0.122,,,,,,,,,,,,,,,,,,,,,,,,
1871,1843,3.2,0.547,5.9,0.0,0.214,0.2,1.2,0.5,4.6,3.3,0.536,6.1,1.1,0.714,1.6,66,16.0,NBA,17.8,Willy Hernangomez,2.3,2.0,7.8,0.5,1.3,6.8,0.54,0.035,10.6,2.5,-0.3,0.6,27.4,1.4,0.259,-0.9,13.8,1.5,18.7,1.4,16.5,20.6,0.567,19.9,0.5,3.0,0.121,,,,,,,,,,,,,,,,,,,,,,,,
1872,1844,1.3,0.46,2.8,0.7,0.323,2.3,1.2,0.2,1.9,2.1,0.399,5.1,0.6,0.848,0.7,138,11.0,NBA,16.2,Mario Hezonja,0.3,1.4,5.4,0.5,1.1,2.2,0.471,0.449,10.7,1.0,-4.1,-0.9,13.0,1.7,0.13,-3.2,2.2,-1.6,8.3,1.4,16.6,7.5,0.498,17.7,-1.2,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,
1873,1845,4.0,0.466,8.5,0.0,0.25,0.0,1.3,1.7,4.0,4.0,0.465,8.5,2.1,0.755,2.7,660,586.0,NBA,24.8,Roy Hibbert,2.3,3.1,10.0,0.4,1.6,6.3,0.465,0.004,9.2,5.3,0.2,2.4,17.8,24.9,0.319,-2.2,10.4,11.1,15.5,0.8,13.9,14.1,0.514,20.4,9.2,35.9,0.105,1090.0,3.0,1.0,3.0,176.0,1.3,259.0,573.0,0.603,950.0,327.0,0.68,481.0,136.0,3169.0,23.3,,,1476.0,10.9,55.0,57.0,808.0,5.9
1874,1846,3.8,0.508,7.6,0.0,0.0,0.0,0.8,0.6,4.6,3.8,0.505,7.6,1.8,0.617,3.0,534,307.0,NBA,22.3,J.J. Hickson,2.2,1.9,9.5,0.5,1.4,6.8,0.505,0.005,6.4,2.0,-2.3,-0.1,23.7,12.7,0.393,-2.2,11.0,9.2,16.1,1.2,14.0,17.3,0.534,20.8,-0.9,21.9,0.088,1091.0,0.0,0.0,1.0,31.0,1.0,47.0,163.0,0.591,276.0,132.0,0.677,195.0,31.0,890.0,28.7,,,458.0,14.8,22.0,83.0,262.0,8.5
1875,1847,2.0,0.459,4.4,1.7,0.381,4.5,1.4,0.1,2.8,3.7,0.42,8.9,0.8,0.864,0.9,76,49.0,NBA,22.3,Buddy Hield,0.4,1.3,9.9,0.5,1.2,3.2,0.516,0.506,10.2,0.4,-2.9,-1.7,13.6,1.3,0.098,-1.2,1.9,-0.1,11.5,1.0,11.2,7.8,0.536,20.9,-0.4,1.2,0.033,1092.0,349.0,0.39,894.0,254.0,1.9,38.0,783.0,0.448,1748.0,376.0,0.836,450.0,132.0,4182.0,31.7,209.0,259.0,2291.0,17.4,168.0,285.0,661.0,5.0
1876,1848,4.6,0.55,8.3,0.0,0.146,0.1,1.9,0.8,4.5,4.6,0.547,8.3,2.8,0.662,4.3,867,619.0,NBA,27.5,Nene,1.8,3.1,12.0,1.1,1.9,6.4,0.548,0.007,11.4,2.2,2.0,2.0,18.7,34.4,0.511,0.0,7.6,34.8,17.2,2.1,15.6,13.2,0.585,19.5,24.2,69.1,0.139,,,,,,,,,,,,,,,,,,,,,,,,
