,Unnamed: 0_x,2P,2P%,2PA,3P_x,3P%_x,3PA_x,AST_x,BLK_x,DRB,FG_x,FG%_x,FGA_x,FT_x,FT%_x,FTA_x,G_x,GS,Lg,MP_x,Name,ORB_x,PF_x,PTS_x,STL_x,TOV_x,TRB_x,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,3P_y,3P%_y,3PA_y,AST_y,AST_per_g,BLK_y,FG_y,FG%_y,FGA_y,FT_y,FT%_y,FTA_y,G_y,MP_y,MP_per_g,ORB_y,PF_y,PTS_y,PTS_per_g,STL_y,TOV_y,TRB_y,TRB_per_g
0,0,2.4,0.503,4.8,0.0,0.0,0.0,0.3,0.3,2.2,2.4,0.502,4.8,0.9,0.701,1.3,256,53.0,NBA,12.5,Alaa Abdelnaby,1.1,1.9,5.7,0.3,1.0,3.3,0.502,0.002,4.1,1.4,-4.8,-1.5,19.6,4.1,0.26,-3.3,10.0,0.7,13.0,1.1,15.2,14.8,0.532,21.6,-2.3,4.8,0.072,0.0,,,,47.0,0.4,70.0,448.0,0.599,748.0,241.0,0.728,331.0,134.0,1989.0,14.8,,276.0,1137.0,8.5,50.0,140.0,494.0,3.7
1,1,3.5,0.428,8.2,,,,1.2,1.0,5.4,3.5,0.428,8.2,2.0,0.728,2.8,505,,NBA,21.8,Zaid Abdul-Aziz,2.4,2.2,9.0,0.6,0.9,8.0,0.428,,7.3,2.5,-0.1,0.9,26.9,11.6,0.338,-1.0,12.1,5.9,15.1,1.3,16.6,18.3,0.479,21.1,2.1,17.5,0.076,,,,,,,,,,,,,,,,,,,,,,,,
2,2,10.2,0.56,18.1,0.0,0.056,0.0,3.6,2.6,7.6,10.2,0.559,18.1,4.3,0.721,6.0,1560,625.0,NBA,36.8,Kareem Abdul-Jabbar,2.4,3.0,24.6,0.9,2.7,11.2,0.559,0.001,14.6,3.8,5.8,2.0,21.7,94.5,0.329,3.8,7.7,178.9,24.6,1.2,13.4,15.7,0.592,24.3,86.0,273.4,0.228,1.0,,,,,,,943.0,0.639,1476.0,439.0,0.628,699.0,88.0,,,,,2325.0,26.4,,,1367.0,15.5
3,3,5.2,0.46,11.3,0.8,0.354,2.3,3.5,0.1,1.5,6.0,0.442,13.6,1.8,0.905,2.0,586,336.0,NBA,26.7,Mahmoud Abdul-Rauf,0.4,1.9,14.6,0.8,1.6,1.9,0.472,0.169,23.0,0.2,-2.2,-3.0,6.2,8.4,0.146,0.8,1.5,16.7,15.4,1.6,10.2,3.8,0.506,25.4,-0.7,25.2,0.077,2.0,172.0,0.372,462.0,232.0,3.6,7.0,664.0,0.474,1401.0,354.0,0.863,410.0,64.0,2382.0,37.2,,136.0,1854.0,29.0,107.0,230.0,189.0,3.0
4,4,3.0,0.425,7.0,0.1,0.237,0.3,1.1,0.4,2.1,3.1,0.417,7.3,1.6,0.703,2.2,236,145.0,NBA,20.4,Tariq Abdul-Wahad,1.2,2.1,7.8,0.8,1.3,3.3,0.422,0.044,8.8,1.2,-3.2,-0.3,11.2,4.1,0.306,-2.9,6.4,-0.6,11.4,1.9,13.6,8.8,0.467,20.4,-1.5,3.5,0.035,3.0,49.0,0.322,152.0,109.0,1.3,48.0,430.0,0.477,901.0,275.0,0.726,379.0,87.0,2037.0,23.4,,231.0,1184.0,13.6,83.0,191.0,471.0,5.4
5,5,6.4,0.48,13.2,0.2,0.297,0.6,2.5,0.8,5.3,6.5,0.472,13.9,4.8,0.81,6.0,830,704.0,NBA,34.8,Shareef Abdur-Rahim,2.3,2.8,18.1,1.0,2.6,7.5,0.479,0.045,13.6,1.6,0.9,-0.2,17.5,21.1,0.429,1.1,7.5,50.1,19.0,1.5,13.5,12.5,0.549,25.0,21.1,71.2,0.118,4.0,8.0,0.381,21.0,29.0,1.0,35.0,206.0,0.518,398.0,170.0,0.683,249.0,28.0,972.0,34.7,,58.0,590.0,21.1,52.0,87.0,236.0,8.4
6,6,2.3,0.493,4.6,0.0,0.0,0.0,1.2,0.2,2.0,2.3,0.492,4.6,1.0,0.747,1.4,319,,NBA,17.0,Tom Abernethy,1.2,1.6,5.6,0.6,0.5,3.2,0.492,0.001,9.0,0.6,-0.2,0.2,12.3,5.0,0.301,-0.3,7.3,8.4,12.9,1.6,9.3,9.8,0.534,13.7,2.5,13.4,0.118,5.0,,,,,,,264.0,0.533,495.0,126.0,0.689,183.0,110.0,,,,,654.0,5.9,,,411.0,3.7
7,7,0.0,0.0,2.0,,,,1.0,,,0.0,0.0,2.0,0.0,,0.0,1,,NBA,1.0,Forest Able,,1.0,0.0,,,1.0,0.0,,,,,,,0.0,0.0,,,0.0,-41.1,,,,0.0,,,0.0,-2.062,,,,,,,,,,,,,,,,,,,,,,,,
8,8,3.6,0.237,15.3,,,,0.7,,,3.6,0.237,15.3,2.3,0.686,3.3,56,,BAA,,John Abramovic,,3.1,9.5,,,,0.237,,,,,,,-0.5,0.216,,,-1.4,,,,,0.285,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.9,0.388,2.2,0.3,0.32,0.8,0.5,0.1,0.7,1.1,0.37,3.1,0.2,0.5,0.3,30,0.0,NBA,7.8,Alex Acker,0.3,0.4,2.7,0.2,0.4,1.0,0.413,0.272,11.3,1.3,-6.9,-2.3,10.2,0.1,0.109,-4.6,4.3,-0.3,8.5,1.4,10.2,7.2,0.42,21.2,-0.3,-0.2,-0.043,6.0,120.0,0.411,292.0,249.0,2.8,38.0,449.0,0.457,983.0,255.0,0.823,310.0,88.0,3023.0,34.4,,,1273.0,14.5,133.0,,495.0,5.6
10,10,0.5,0.222,2.3,,,,0.8,,,0.5,0.222,2.3,0.5,0.536,1.0,28,,NBA,7.9,Don Ackerman,,1.5,1.5,,,0.5,0.222,,,,,,,0.1,0.444,,,-0.7,1.0,,,,0.285,,,-0.6,-0.123,,,,,,,,,,,,,,,,,,,,,,,,
11,11,1.4,0.505,2.7,0.0,0.538,0.0,0.5,0.3,2.5,1.4,0.506,2.7,0.8,0.665,1.2,375,68.0,NBA,16.0,Mark Acres,1.5,2.5,3.6,0.4,0.6,4.1,0.509,0.013,3.8,1.0,-2.0,0.0,17.6,4.2,0.456,-2.0,10.7,5.1,9.0,1.1,16.2,14.1,0.551,10.0,0.0,9.3,0.075,7.0,,,,,,164.0,799.0,0.564,1416.0,440.0,0.696,632.0,110.0,2637.0,33.4,,395.0,2038.0,18.5,150.0,283.0,1051.0,9.6
12,12,1.3,0.392,3.2,,,,0.5,,,1.3,0.392,3.2,0.8,0.655,1.3,23,,NBA,8.5,Bud Acton,,1.5,3.3,,,2.0,0.392,,7.5,,,,,0.2,0.392,,,-0.1,9.5,,,,0.444,,,0.1,0.021,,,,,,,,,,,,,,,,,,,,,,,,
13,13,5.8,0.498,11.6,0.0,0.133,0.0,4.1,0.8,5.0,5.8,0.498,11.6,2.5,0.788,3.2,988,342.0,NBA,27.5,Alvan Adams,2.0,3.3,14.1,1.3,2.6,7.0,0.498,0.001,21.4,1.6,3.7,2.3,19.7,43.6,0.276,1.4,8.3,29.8,18.3,2.2,17.8,14.1,0.541,22.0,39.3,73.5,0.13,8.0,,,,,,,710.0,0.539,1317.0,287.0,0.702,409.0,73.0,,,,,1707.0,23.4,,,938.0,12.8
14,14,3.5,0.402,8.7,0.0,0.0,0.1,1.9,0.2,3.3,3.5,0.402,8.7,1.8,0.741,2.5,523,,TOT,25.8,Don Adams,1.5,3.3,8.8,1.1,2.2,5.6,0.402,0.001,10.0,0.5,-1.8,0.9,13.8,14.5,0.283,-2.7,6.2,-2.8,10.7,2.1,16.7,10.6,0.451,16.9,0.3,11.7,0.042,,,,,,,,,,,,,,,,,,,,,,,,
15,15,3.3,0.5,6.6,0.0,0.235,0.1,1.5,0.4,2.6,3.3,0.497,6.7,1.0,0.794,1.3,215,,ABA,18.2,George Adams,1.5,1.7,7.7,0.6,1.4,4.1,0.499,0.012,10.8,1.0,-0.9,-0.2,13.9,3.0,0.189,-0.8,7.4,3.6,14.0,1.3,15.8,10.6,0.53,17.9,0.8,6.6,0.081,,,,,,,,,,,,,,,,,,,,,,,,
16,16,1.1,0.537,2.0,0.0,0.0,0.0,0.2,0.1,0.7,1.1,0.534,2.0,0.4,0.643,0.6,73,8.0,NBA,7.5,Hassan Adams,0.5,0.7,2.5,0.2,0.4,1.2,0.534,0.007,4.4,0.7,-4.4,-1.2,10.3,0.5,0.284,-3.2,7.8,0.3,11.8,1.7,13.5,9.1,0.556,16.4,-0.3,0.8,0.072,9.0,75.0,0.311,241.0,259.0,2.0,85.0,750.0,0.499,1503.0,243.0,0.704,345.0,130.0,3609.0,27.8,,,1818.0,14.0,238.0,,706.0,5.4
17,17,3.5,0.462,7.6,1.5,0.332,4.4,6.4,0.1,2.3,5.0,0.415,12.0,3.3,0.849,3.9,653,510.0,NBA,31.3,Michael Adams,0.6,1.8,14.7,1.7,2.1,2.9,0.475,0.364,28.2,0.2,1.5,-1.2,8.1,15.3,0.324,2.7,2.1,31.6,16.6,2.5,13.5,5.0,0.536,20.2,18.0,46.9,0.11,10.0,,,,475.0,4.0,12.0,634.0,0.47,1350.0,382.0,0.75,509.0,119.0,3524.0,29.6,,241.0,1650.0,13.9,275.0,335.0,320.0,2.7
18,18,2.2,0.472,4.8,0.2,0.282,0.6,0.9,0.2,1.4,2.4,0.449,5.4,0.7,0.772,0.9,379,54.0,NBA,15.0,Rafael Addison,0.7,1.8,5.8,0.4,0.7,2.1,0.466,0.12,9.1,1.0,-4.1,-1.6,10.4,3.2,0.175,-2.5,5.2,1.7,10.5,1.3,11.4,7.8,0.496,18.7,-3.0,4.9,0.041,11.0,,,,320.0,2.5,65.0,779.0,0.534,1458.0,318.0,0.763,417.0,126.0,3798.0,30.1,,327.0,1876.0,14.9,148.0,247.0,649.0,5.2
19,19,3.0,0.415,7.2,,,,3.5,0.1,1.1,3.0,0.415,7.2,1.8,0.713,2.5,462,,NBA,22.6,Rick Adelman,0.4,2.1,7.7,0.9,,2.4,0.415,,20.0,0.3,-2.5,0.6,7.6,8.1,0.344,-3.1,2.5,1.9,11.3,2.8,,4.7,0.467,,-0.2,10.0,0.046,,,,,,,,,,,,,,,,,,,,,,,,
20,20,1.7,0.476,3.6,0.0,0.0,0.0,0.7,0.5,2.9,1.7,0.474,3.6,1.2,0.628,1.9,153,17.0,NBA,14.0,Jeff Adrien,1.4,1.7,4.6,0.3,0.6,4.3,0.474,0.004,7.5,2.9,-2.5,-0.1,23.9,1.9,0.517,-2.4,11.5,2.5,15.0,1.2,11.7,17.5,0.518,16.3,-0.3,4.4,0.098,12.0,2.0,0.333,6.0,146.0,1.1,152.0,602.0,0.515,1169.0,397.0,0.606,655.0,133.0,,,,,1603.0,12.1,78.0,154.0,1126.0,8.5
21,21,0.6,0.366,1.8,0.1,0.25,0.5,0.2,0.1,0.5,0.8,0.339,2.3,0.4,0.566,0.6,82,4.0,NBA,6.2,Maurice Ager,0.1,0.8,2.1,0.1,0.4,0.6,0.368,0.233,6.1,0.9,-10.4,-3.2,8.8,0.3,0.28,-7.2,1.9,-1.3,2.8,0.6,12.0,5.4,0.398,22.1,-1.1,-0.9,-0.089,13.0,202.0,0.38,532.0,181.0,1.5,39.0,523.0,0.441,1185.0,306.0,0.775,395.0,124.0,3176.0,25.6,,,1554.0,12.5,62.0,,424.0,3.4
22,22,7.4,0.5,14.7,0.4,0.312,1.4,3.1,0.3,3.1,7.8,0.484,16.1,4.0,0.741,5.4,923,639.0,NBA,30.0,Mark Aguirre,1.8,2.8,20.0,0.7,2.5,5.0,0.498,0.085,16.9,0.6,1.3,-1.4,11.6,21.3,0.333,2.6,6.9,46.5,19.0,1.2,11.9,9.2,0.542,29.1,22.7,67.8,0.117,14.0,,,,294.0,3.3,35.0,863.0,0.546,1582.0,456.0,0.768,594.0,89.0,3324.0,37.3,,159.0,2182.0,24.5,93.0,195.0,706.0,7.9
23,23,0.4,0.233,1.6,0.7,0.298,2.5,1.2,0.0,1.1,1.1,0.273,4.1,1.7,0.97,1.7,19,0.0,NBA,11.9,Blake Ahearn,0.1,1.4,4.6,0.4,1.2,1.2,0.364,0.61,15.5,0.0,-6.6,-3.1,11.2,0.1,0.429,-3.5,0.5,-0.3,7.2,1.7,19.4,5.8,0.481,23.6,-0.3,-0.2,-0.034,15.0,276.0,0.408,676.0,231.0,1.8,6.0,483.0,0.423,1142.0,435.0,0.946,460.0,129.0,3418.0,26.5,,,1677.0,13.0,94.0,,221.0,1.7
24,24,3.5,0.502,7.0,1.0,0.378,2.5,4.0,0.1,2.0,4.5,0.469,9.5,1.6,0.846,1.9,1042,508.0,NBA,26.6,Danny Ainge,0.7,2.4,11.5,1.1,1.5,2.7,0.519,0.268,20.8,0.3,1.3,-0.7,8.1,25.9,0.2,2.0,2.9,45.7,14.7,2.0,12.7,5.6,0.555,18.5,23.0,71.5,0.124,16.0,,,,539.0,4.6,,987.0,0.526,1875.0,493.0,0.816,604.0,118.0,3118.0,35.4,,,2467.0,20.9,,,541.0,4.6
25,25,2.2,0.408,5.4,0.0,0.0,0.0,0.4,,,2.2,0.405,5.5,1.2,0.675,1.7,45,,ABA,14.2,Matthew Aitch,,1.5,5.6,,0.8,3.6,0.405,0.008,4.1,,,,,0.5,0.312,,,0.0,11.9,,11.6,11.3,0.449,18.6,,0.5,0.04,,,,,,,,,,,,,,,,,,,,,,,,
26,26,1.5,0.352,4.2,0.0,0.0,1.0,0.5,,2.0,1.5,0.35,4.2,0.5,0.676,0.8,88,,TOT,8.4,Henry Akin,0.0,1.5,3.5,,2.0,2.1,0.35,0.005,7.1,,,,,0.3,0.191,,,-1.6,7.4,,42.9,7.0,0.383,13.8,,-1.2,-0.081,,,,,,,,,,,,,,,,,,,,,,,,
27,27,3.1,0.49,6.3,0.1,0.252,0.4,1.1,0.3,2.1,3.2,0.475,6.7,1.0,0.775,1.3,325,41.0,NBA,16.9,Mark Alarie,1.3,2.2,7.5,0.4,1.0,3.4,0.483,0.062,9.3,1.1,-2.2,-1.1,13.8,4.5,0.191,-1.2,8.4,3.9,13.0,1.1,11.5,11.0,0.514,19.6,-0.3,8.4,0.073,17.0,0.0,0.0,2.0,152.0,1.1,104.0,828.0,0.55,1505.0,480.0,0.797,602.0,133.0,4042.0,30.4,,387.0,2136.0,16.1,121.0,268.0,833.0,6.3
28,28,1.3,0.293,4.5,,,,0.3,,,1.3,0.293,4.5,0.7,0.598,1.2,78,,NBA,10.8,Gary Alcorn,,2.2,3.3,,,4.2,0.293,,,,,,,0.8,0.261,,,-2.1,6.5,,,,0.333,,,-1.3,-0.072,,,,,,,,,,,,,,,,,,,,,,,,
29,29,2.2,0.479,4.5,0.0,0.0,0.0,0.5,0.2,2.5,2.2,0.478,4.6,0.7,0.733,1.0,74,4.0,NBA,15.1,Chuck Aleksinas,1.2,2.3,5.1,0.2,1.0,3.6,0.478,0.003,4.4,0.8,-5.9,-2.0,20.1,0.4,0.223,-3.9,8.1,0.1,9.1,0.6,16.3,13.6,0.509,15.6,-1.1,0.4,0.019,18.0,,,,,,,365.0,0.561,651.0,240.0,0.721,333.0,96.0,2231.0,23.2,,,970.0,10.1,,,480.0,5.0
30,30,1.1,0.417,2.7,0.8,0.354,2.2,2.7,0.1,1.3,1.9,0.389,4.9,0.9,0.756,1.1,307,35.0,NBA,15.8,Cory Alexander,0.3,1.7,5.5,0.9,1.5,1.6,0.468,0.444,28.6,0.6,-2.2,-1.4,9.8,3.3,0.233,-0.7,1.8,-0.3,12.4,2.9,21.9,5.7,0.504,20.1,-0.2,3.0,0.03,19.0,142.0,0.336,422.0,401.0,4.7,14.0,459.0,0.427,1075.0,226.0,0.693,326.0,85.0,2858.0,33.6,,189.0,1286.0,15.1,99.0,279.0,298.0,3.5
31,31,3.3,0.429,7.7,0.2,0.339,0.6,1.2,0.1,1.5,3.5,0.422,8.3,1.8,0.813,2.2,187,59.0,NBA,21.7,Courtney Alexander,0.7,2.0,9.0,0.6,1.1,2.2,0.435,0.078,9.7,0.3,-4.0,-2.1,8.2,2.1,0.269,-1.9,3.5,2.0,11.5,1.4,10.5,5.8,0.487,21.7,-2.1,4.1,0.048,20.0,166.0,0.362,458.0,249.0,2.2,21.0,805.0,0.456,1767.0,336.0,0.767,438.0,112.0,3456.0,30.9,,246.0,2112.0,18.9,128.0,220.0,441.0,3.9
32,32,0.7,0.571,1.3,0.0,,0.0,0.2,0.0,0.7,0.7,0.571,1.3,0.3,0.333,0.8,11,0.0,NBA,5.0,Gary Alexander,0.6,0.9,1.7,0.3,0.7,1.4,0.571,0.0,5.4,0.0,-5.8,-0.7,16.8,0.1,0.643,-5.1,14.7,-0.1,8.6,2.9,30.8,15.8,0.529,21.0,-0.1,0.0,-0.032,21.0,0.0,0.0,1.0,113.0,1.3,,507.0,0.531,955.0,258.0,0.617,418.0,87.0,2850.0,32.8,,,1272.0,14.6,,,862.0,9.9
33,33,1.3,0.426,3.0,0.2,0.34,0.7,0.7,0.4,1.1,1.5,0.41,3.7,0.9,0.698,1.3,67,0.0,NBA,11.1,Joe Alexander,0.7,1.7,4.2,0.2,0.8,1.8,0.442,0.187,9.5,3.3,-3.3,0.2,12.2,0.8,0.343,-3.5,7.0,-0.3,9.9,1.1,15.3,9.5,0.488,20.5,-0.2,0.5,0.03,22.0,51.0,0.295,173.0,160.0,2.0,99.0,367.0,0.447,821.0,205.0,0.765,268.0,82.0,2072.0,25.3,,,990.0,12.1,49.0,80.0,393.0,4.8
34,34,3.8,0.525,7.2,0.1,0.286,0.2,0.9,0.6,3.3,3.8,0.518,7.4,1.1,0.634,1.8,286,155.0,NBA,20.1,Victor Alexander,1.6,2.5,8.9,0.5,1.3,4.8,0.522,0.03,6.7,1.9,-2.6,-0.8,17.9,4.9,0.239,-1.9,8.6,3.9,13.7,1.1,13.9,13.3,0.541,19.5,-0.9,8.8,0.073,23.0,0.0,0.0,1.0,119.0,1.1,120.0,778.0,0.611,1274.0,336.0,0.635,529.0,111.0,2950.0,26.6,,247.0,1892.0,17.0,78.0,208.0,795.0,7.2
35,35,1.5,0.487,3.1,0.2,0.324,0.6,1.0,0.1,0.7,1.7,0.459,3.8,0.8,0.87,0.9,169,3.0,NBA,9.7,Steve Alford,0.1,0.7,4.4,0.5,0.5,0.9,0.487,0.17,15.4,0.4,-2.4,-1.7,7.6,1.4,0.23,-0.7,1.7,1.8,14.4,2.5,11.3,4.7,0.533,19.6,-0.2,3.2,0.093,24.0,107.0,0.53,202.0,385.0,3.1,7.0,898.0,0.533,1685.0,535.0,0.898,596.0,125.0,,,,209.0,2438.0,19.5,178.0,226.0,345.0,2.8
36,36,3.1,0.424,7.3,0.1,1.0,0.1,0.6,,,3.2,0.429,7.4,1.5,0.586,2.6,38,,ABA,22.6,Bill Allen,,3.2,7.9,,1.0,7.1,0.432,0.007,3.8,,,,,0.3,0.354,,,0.3,11.9,,10.5,13.7,0.464,15.2,,0.6,0.033,,,,,,,,,,,,,,,,,,,,,,,,
37,37,0.5,0.326,1.6,,,,0.4,,,0.5,0.326,1.6,0.7,0.556,1.3,27,,NBA,8.6,Bob Allen,,1.0,1.8,,,2.1,0.326,,5.4,,,,,0.3,0.837,,,-0.1,6.8,,,,0.408,,,0.1,0.028,,,,,,,,,,,,,,,,,,,,,,,,
38,38,0.6,0.37,1.7,0.3,0.317,1.1,1.7,0.1,0.8,1.0,0.35,2.8,0.6,0.63,0.9,117,1.0,NBA,11.2,Jerome Allen,0.3,1.1,2.9,0.4,0.9,1.1,0.411,0.387,24.0,0.5,-4.2,-1.3,8.3,1.0,0.331,-2.9,2.7,-0.9,8.5,2.1,21.6,5.6,0.45,16.5,-0.7,0.2,0.006,25.0,178.0,0.343,519.0,505.0,4.6,22.0,504.0,0.417,1210.0,302.0,0.722,418.0,109.0,3570.0,32.8,,196.0,1488.0,13.7,166.0,259.0,482.0,4.4
39,39,5.5,0.463,11.9,,,,4.5,0.3,2.3,5.5,0.463,11.9,2.3,0.76,3.1,702,,NBA,28.7,Lucius Allen,1.0,2.6,13.4,1.5,2.3,3.1,0.463,,21.5,0.5,0.5,-0.6,7.4,19.4,0.257,1.1,3.2,22.6,15.5,2.2,17.9,5.4,0.504,20.5,7.6,42.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
40,40,2.2,0.441,4.9,0.0,0.188,0.0,0.5,0.5,1.9,2.2,0.439,4.9,0.5,0.778,0.7,478,125.0,NBA,15.2,Malik Allen,1.0,1.9,4.9,0.3,0.7,2.8,0.44,0.007,5.3,2.4,-4.0,0.1,14.3,8.2,0.137,-4.2,7.4,-1.6,9.9,0.9,11.3,10.8,0.465,17.9,-3.8,6.6,0.044,26.0,0.0,,0.0,98.0,0.8,191.0,435.0,0.514,846.0,261.0,0.696,375.0,127.0,2347.0,23.9,,216.0,1131.0,8.9,72.0,151.0,708.0,5.6
41,41,1.6,0.456,3.6,0.0,0.0,0.1,0.3,0.3,1.3,1.6,0.442,3.7,0.3,0.533,0.6,70,6.0,NBA,11.3,Randy Allen,0.7,1.6,3.6,0.2,0.4,2.1,0.442,0.031,4.2,1.5,-6.2,-1.5,13.3,0.6,0.174,-4.7,7.4,-0.4,8.3,1.1,9.7,10.4,0.454,16.8,-0.8,0.2,0.011,27.0,,,,,,103.0,592.0,0.491,1205.0,254.0,0.615,413.0,115.0,3583.0,31.2,,368.0,1438.0,12.5,116.0,160.0,736.0,6.4
42,42,4.3,0.485,8.9,2.3,0.4,5.7,3.4,0.2,3.1,6.6,0.452,14.6,3.4,0.894,3.8,1300,1149.0,NBA,35.6,Ray Allen,0.9,2.2,18.9,1.1,2.1,4.1,0.53,0.392,16.5,0.4,3.0,-1.3,10.3,33.4,0.26,4.2,3.2,111.7,18.6,1.7,11.4,6.8,0.58,23.8,58.1,145.1,0.15,28.0,233.0,0.448,520.0,245.0,2.4,41.0,705.0,0.487,1449.0,279.0,0.779,358.0,101.0,2884.0,28.6,,145.0,1922.0,19.0,159.0,193.0,601.0,6.0
43,43,0.6,0.308,1.9,0.0,,0.0,0.6,,1.4,0.6,0.308,1.9,0.7,0.833,0.9,7,,ABA,4.3,Willie Allen,0.6,1.6,1.9,,0.9,2.0,0.308,0.0,18.1,,,,32.9,0.0,0.462,,12.7,-0.1,5.7,,27.7,22.6,0.416,27.9,,0.0,-0.021,,,,,,,,,,,,,,,,,,,,,,,,
44,44,0.5,0.218,2.2,,,,0.3,,,0.5,0.218,2.2,0.9,0.541,1.7,36,,NBA,4.6,Odis Allison,,0.9,1.9,,,1.3,0.218,,7.7,,,,,0.3,0.782,,,-0.9,4.7,,,12.1,0.32,,,-0.6,-0.181,,,,,,,,,,,,,,,,,,,,,,,,
45,45,0.3,0.25,1.3,0.0,,0.0,0.0,0.0,0.3,0.3,0.25,1.3,0.3,0.5,0.7,3,0.0,NBA,3.3,Lance Allred,0.0,0.3,1.0,0.0,0.0,0.3,0.25,0.0,0.0,0.0,-19.7,-7.1,11.8,0.0,0.5,-12.6,0.0,0.0,-1.0,0.0,0.0,5.7,0.307,22.1,0.0,0.0,-0.125,29.0,6.0,0.429,14.0,75.0,0.8,15.0,325.0,0.481,675.0,265.0,0.718,369.0,95.0,1962.0,20.7,,,921.0,9.7,27.0,,572.0,6.0
46,46,1.0,0.348,3.0,0.0,0.0,0.0,1.1,0.4,2.1,1.0,0.343,3.0,0.6,0.591,1.0,22,,NBA,12.5,Darrell Allums,0.9,2.3,2.7,0.2,1.0,3.0,0.343,0.015,12.5,1.7,-5.6,0.4,19.7,0.2,0.328,-5.9,7.6,-0.5,5.3,0.9,23.1,13.4,0.385,15.1,-0.2,-0.3,-0.054,30.0,,,,,,,123.0,0.488,252.0,99.0,0.688,144.0,92.0,1201.0,13.1,,,345.0,3.8,,,302.0,3.3
47,47,0.9,0.404,2.3,0.2,0.292,0.6,0.3,0.1,0.9,1.1,0.381,3.0,0.7,0.743,0.9,38,1.0,NBA,9.5,Morris Almond,0.3,1.1,3.1,0.3,0.5,1.2,0.412,0.212,4.9,0.9,-6.4,-1.6,11.8,0.3,0.31,-4.8,3.3,-0.3,7.0,1.7,12.9,7.5,0.463,18.3,-0.4,0.0,0.005,31.0,153.0,0.435,352.0,119.0,1.0,65.0,627.0,0.492,1275.0,418.0,0.824,507.0,121.0,3279.0,27.1,,,1825.0,15.1,89.0,,419.0,3.5
48,48,2.3,0.493,4.6,0.0,0.143,0.1,0.7,0.6,2.1,2.3,0.489,4.7,0.8,0.487,1.7,139,42.0,NBA,19.1,Derrick Alston,1.6,2.1,5.4,0.7,0.8,3.8,0.49,0.011,5.9,2.4,-2.1,0.4,13.2,1.8,0.36,-2.6,9.8,0.8,11.7,1.9,12.9,11.5,0.499,14.6,-0.1,2.6,0.047,32.0,1.0,0.333,3.0,150.0,1.3,229.0,741.0,0.561,1320.0,420.0,0.576,729.0,115.0,3765.0,32.7,,404.0,1903.0,16.5,142.0,347.0,879.0,7.6
49,49,2.2,0.407,5.3,1.5,0.354,4.2,4.8,0.2,2.5,3.7,0.383,9.5,1.3,0.729,1.8,671,452.0,NBA,28.9,Rafer Alston,0.4,2.1,10.1,1.2,1.8,2.8,0.461,0.44,27.4,0.4,0.2,-0.2,9.7,22.6,0.194,0.4,1.5,10.3,13.2,2.2,14.7,5.6,0.49,19.4,10.9,32.9,0.081,33.0,66.0,0.337,196.0,240.0,7.3,12.0,124.0,0.401,309.0,50.0,0.758,66.0,33.0,,,,,364.0,11.0,70.0,,71.0,2.2
50,50,0.5,0.5,1.0,0.0,,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,,0.0,2,0.0,NBA,2.5,Peter Aluma,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,12.7,-7.1,8.2,21.0,0.0,0.0,-15.2,21.2,0.0,3.1,10.0,50.0,21.1,0.5,34.1,0.0,0.0,-0.206,34.0,0.0,0.0,4.0,78.0,0.7,,632.0,0.528,1196.0,451.0,0.666,677.0,119.0,3260.0,27.4,,,1715.0,14.4,,,682.0,5.7
51,51,2.3,0.405,5.6,0.0,0.077,0.0,0.8,0.3,1.8,2.3,0.403,5.6,1.7,0.671,2.6,294,93.0,NBA,16.4,John Amaechi,0.8,1.7,6.2,0.3,1.3,2.6,0.403,0.008,7.6,1.5,-6.1,-1.2,12.9,4.2,0.462,-4.9,5.5,-3.8,8.9,1.0,16.3,9.2,0.464,21.6,-5.0,0.5,0.005,35.0,21.0,0.304,69.0,124.0,0.9,202.0,458.0,0.51,898.0,505.0,0.685,737.0,132.0,3464.0,26.2,,226.0,1442.0,10.9,73.0,246.0,875.0,6.6
52,52,1.6,0.455,3.4,0.0,0.5,0.0,0.4,0.2,2.6,1.6,0.455,3.4,1.3,0.633,2.1,85,34.0,NBA,14.7,Ashraf Amaya,1.6,2.1,4.5,0.3,0.8,4.2,0.457,0.007,4.8,0.8,-4.4,-0.6,21.5,1.4,0.606,-3.8,12.2,0.5,11.5,1.2,15.3,16.7,0.512,15.9,-0.7,1.9,0.071,36.0,11.0,0.239,46.0,65.0,0.5,158.0,682.0,0.568,1201.0,489.0,0.659,742.0,128.0,4116.0,32.2,,424.0,1864.0,14.6,135.0,239.0,1137.0,8.9
53,53,1.7,0.385,4.3,,,,0.9,,,1.7,0.385,4.3,0.7,0.548,1.3,33,,NBA,11.3,Bob Anderegg,,1.0,4.0,,,2.1,0.385,,,,,,,0.1,0.294,,,-0.1,9.3,,,,0.412,,,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,
