,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
3428,.462,8.5,0.5,-7.3,-1.1,13.9,0.2,.250,"Glen Rice, Jr.",-6.2,4.5,-0.4,3.8,2.0,16.0,9.1,.372,20.4,-0.2,-0.2,-0.065
3429,.433,11.4,1.7,-0.2,0.6,9.1,2.7,.182,Josh Richardson,-0.8,2.3,1.2,10.5,1.7,10.6,5.7,.511,15.6,1.2,3.9,.076
3430,.412,8.8,0.5,-5.6,-3.0,11.6,0.1,.279,Malachi Richardson,-2.6,1.8,0.0,9.7,1.3,9.5,6.7,.517,19.3,-0.2,0.1,.028
3431,.307,14.6,0.5,-3.1,-1.6,8.2,4.0,.274,Austin Rivers,-1.5,1.6,1.4,10.2,1.4,11.8,4.9,.500,19.2,-2.2,5.4,.033
3432,.384,5.0,2.2,0.5,1.9,13.9,6.8,.223,Andre Roberson,-1.4,5.6,3.5,9.6,1.9,12.1,9.8,.525,9.6,3.4,10.3,.090
3433,.334,23.0,0.3,-2.9,-2.9,8.1,2.1,.204,Brian Roberts,0.0,1.3,5.5,13.2,1.3,11.9,4.6,.518,19.9,-1.2,7.6,.072
3434,.325,5.7,1.2,-2.3,-0.4,13.5,1.9,.250,Glenn Robinson III,-2.0,4.3,1.4,11.1,1.5,9.6,8.9,.536,13.9,-0.2,3.4,.073
3435,.388,22.6,0.2,0.2,-1.9,8.9,9.4,.234,Nate Robinson,2.1,3.1,18.5,15.6,2.0,12.0,6.0,.531,23.6,7.8,27.8,.096
3436,.004,7.2,2.1,-3.2,0.4,25.6,5.1,.360,Thomas Robinson,-3.6,14.0,-0.5,14.0,1.9,16.8,19.8,.483,19.6,-1.3,4.6,.054
3437,.363,35.4,0.2,-3.2,-2.0,9.0,3.8,.158,Sergio Rodriguez,-1.2,2.7,0.6,12.4,2.1,21.8,5.8,.495,19.4,-1.6,4.4,.040
3438,.114,41.5,0.3,1.8,1.4,13.3,35.3,.243,Rajon Rondo,0.4,4.1,17.7,16.5,2.9,21.4,8.8,.500,19.2,21.7,53.0,.111
3439,.154,30.8,0.8,0.6,-1.3,8.8,14.1,.257,Derrick Rose,1.9,3.0,20.3,18.1,1.2,13.2,5.9,.521,27.9,10.6,34.4,.101
3440,.517,6.2,1.1,-0.9,-1.2,10.9,7.5,.101,Terrence Ross,0.3,1.9,7.0,12.1,1.7,8.4,6.4,.536,18.8,2.6,14.5,.077
3441,.394,15.3,0.6,-3.6,-0.3,15.8,1.6,.137,Terry Rozier,-3.3,4.5,-0.7,9.4,1.5,10.9,10.2,.434,17.2,-0.6,0.9,.029
3442,.251,39.2,0.3,1.3,0.6,12.8,11.9,.454,Ricky Rubio,0.8,2.5,11.2,16.2,3.4,21.3,7.6,.504,18.0,9.2,23.1,.101
3443,.694,7.7,0.3,-3.2,-2.0,5.1,0.9,.076,Damjan Rudez,-1.1,1.2,0.6,7.4,0.9,14.1,3.2,.564,13.6,-0.5,1.5,.043
3444,.452,6.6,1.9,-1.7,-0.1,12.9,8.0,.142,Brandon Rush,-1.6,2.0,3.2,10.0,1.1,11.6,7.5,.534,14.6,0.7,11.2,.052
3445,.413,23.8,0.6,-1.2,-1.7,11.5,1.6,.207,D'Angelo Russell,0.5,2.0,-0.2,14.3,2.2,15.5,6.6,.513,25.2,0.8,1.4,.017
3446,.100,15.0,3.2,3.8,2.8,27.0,23.3,.406,Arvydas Sabonis,1.0,7.8,24.0,21.2,1.7,14.6,17.7,.574,22.9,16.6,47.3,.200
3447,,,,,,,7.2,.409,Ed Sadowski,,,29.1,,,,,.421,,,36.2,
3448,,,,,,,0.4,.357,Kenny Sailors,,,16.7,,,,,.394,,,17.1,
3449,.004,7.8,3.8,1.7,2.9,14.5,24.3,.562,John Salley,-1.1,8.5,17.2,12.8,1.4,17.1,11.5,.567,14.5,15.6,41.5,.121
3450,.285,14.9,0.8,-1.0,-0.4,10.7,17.0,.278,John Salmons,-0.6,2.1,16.9,12.1,1.7,13.1,6.4,.529,17.2,5.8,33.9,.069
3451,.017,2.9,,,,,0.0,.276,Al Salvadori,,,-0.1,6.0,,15.6,10.7,.415,15.0,,-0.1,-0.018
3452,.000,7.8,7.2,-6.0,2.5,16.4,0.3,.522,Kevin Salvadori,-8.6,5.1,-0.5,6.1,0.4,23.1,10.7,.371,13.7,-0.2,-0.2,-0.040
3453,.000,2.6,4.7,-6.5,-1.3,17.0,0.2,.361,Soumaila Samake,-5.2,11.8,0.1,10.0,0.3,6.7,14.3,.407,13.3,-0.3,0.3,.046
3454,.083,1.3,8.0,-9.2,0.4,18.4,0.2,.250,Cheikh Samb,-9.6,13.1,-0.3,7.1,1.8,9.1,15.8,.275,17.4,-0.2,-0.1,-0.056
3455,.009,6.1,3.8,-2.1,1.4,30.1,0.9,.620,Jamal Sampson,-3.6,14.1,0.5,13.0,0.7,19.4,21.8,.516,12.0,0.0,1.4,.106
3456,.010,10.8,3.1,0.0,1.5,22.7,19.7,.297,Ralph Sampson,-1.5,9.3,0.4,16.0,1.3,16.7,16.0,.518,23.8,6.8,20.1,.071
3457,.008,4.4,1.8,-5.9,-1.7,15.0,0.8,.472,Samardo Samuels,-4.1,9.5,-0.2,10.8,1.2,15.2,12.2,.497,19.8,-1.7,0.6,.018
3458,.030,39.4,0.4,-2.4,0.7,8.4,0.3,.061,Pepe Sanchez,-3.1,4.3,0.0,12.3,4.6,19.1,6.4,.295,10.2,0.0,0.4,.094
3459,.000,0.0,,,,19.3,0.0,3.000,Al Sanders,,0.0,0.1,6.6,,39.3,9.7,.862,11.3,,0.1,.209
3460,.000,14.1,0.5,-3.5,-0.8,14.4,0.8,.279,Frankie Sanders,-2.6,6.8,-0.3,13.6,2.5,17.3,10.7,.485,25.8,-0.3,0.5,.038
3461,.000,7.1,1.2,-5.2,0.0,15.4,0.4,.185,Jeff Sanders,-5.2,9.9,-0.5,7.1,1.9,19.3,12.6,.418,15.1,-0.4,-0.1,-0.008
3462,.091,4.3,0.0,-4.2,0.2,19.4,0.2,.303,Melvin Sanders,-4.5,4.3,0.0,10.5,2.4,17.6,12.0,.548,19.2,-0.1,0.2,.093
3463,.019,10.1,1.0,-1.9,-0.4,11.1,11.5,.234,Mike Sanders,-1.5,6.5,6.4,11.9,1.8,12.8,8.9,.520,19.1,0.3,17.9,.069
3464,,6.4,,,,,41.9,.315,Tom Sanders,,,14.6,11.9,,,9.6,.482,,,56.5,.122
3465,,0.0,,,,0.0,0.0,,Ron Sanford,,0.0,0.0,-10.4,,,0.0,,0.0,,0.0,.016
3466,.000,4.2,2.4,-3.4,0.5,14.9,1.6,.497,Daniel Santiago,-3.9,6.0,0.3,9.3,1.4,17.6,10.4,.525,15.3,-0.5,1.9,.064
3467,,,,,,,0.0,.200,Bob Santini,,,0.1,12.7,,,,.506,,,0.1,.127
3468,.000,3.0,0.8,-6.8,-1.8,18.3,0.3,.391,Wayne Sappleton,-5.1,10.2,-0.2,7.7,1.1,17.1,14.1,.471,16.7,-0.4,0.1,.012
3469,.088,6.6,0.0,-7.0,-1.9,13.6,0.0,.059,Jason Sasser,-5.0,3.2,-0.1,7.6,2.5,10.3,8.2,.430,16.6,-0.1,0.0,-0.014
3470,.199,9.3,0.8,-2.9,0.7,13.7,1.0,.376,Jeryl Sasser,-3.6,7.0,-0.3,8.3,2.3,13.7,10.3,.396,12.6,-0.2,0.7,.032
3471,.144,27.7,0.2,-6.1,-1.7,7.1,0.8,.186,Kenny Satterfield,-4.4,3.4,-1.9,8.3,2.5,18.9,5.2,.388,21.4,-1.1,-1.1,-0.051
3472,,,,,,,6.3,.368,Pep Saul,,,3.5,9.8,,,,.427,,,9.8,.060
3473,,3.7,,,,,12.4,.144,Woody Sauldsberry,,,-20.4,8.9,,,,.369,,,-7.9,-0.030
3474,.014,12.8,,,,,0.1,.314,Glynn Saulters,,,-0.4,5.7,,12.1,6.9,.370,27.6,,-0.2,-0.099
3475,,11.0,0.7,-2.9,-0.5,14.6,3.1,.177,Fred Saunders,-2.4,7.1,0.0,11.4,1.5,14.4,10.8,.467,17.4,-0.7,3.1,.051
3476,,,,,,,0.2,.565,Don Savage,,,-0.3,7.2,,,,.349,,,-0.1,-0.029
3477,.280,15.1,0.3,-6.1,-1.1,7.6,0.3,.312,Predrag Savovic,-5.1,3.9,-0.5,6.0,2.9,16.6,5.7,.392,22.0,-0.3,-0.2,-0.040
3478,,,,,,,0.4,.213,Alan Sawyer,,,0.4,,,,,.422,,,0.9,
3479,.346,10.1,1.4,-2.6,0.5,13.2,8.5,.198,Brian Scalabrine,-3.2,4.8,-0.9,7.7,1.2,17.2,9.1,.485,13.5,-1.1,7.6,.054
3480,,,,,,,0.0,,Alex Scales,,,0.0,,,,,,,0.0,0.0,
3481,.026,2.8,0.6,-8.5,-3.3,20.6,0.6,.183,DeWayne Scales,-5.2,10.4,-0.4,10.9,1.3,11.8,15.4,.441,22.5,-0.9,0.2,.017
3482,,14.8,,,,,0.0,.857,Frank Schade,,,0.0,5.8,,,4.1,.519,,,0.0,.031
3483,,,,,,,0.4,.112,Ben Schadler,,,-0.8,,,,,.230,,,-0.5,
3484,,,,,,,4.2,.354,Herm Schaefer,,,8.0,,,,,.455,,,12.2,
3485,.035,7.3,0.6,-3.3,-1.6,10.4,1.7,.194,Billy Schaeffer,-1.7,5.7,1.4,12.1,1.3,11.8,8.0,.504,19.5,-0.6,3.1,.084
3486,,,,,,,0.6,.280,Bob Schafer,,,-1.4,7.0,,,,.362,,,-0.7,-0.048
3487,,,,,,,0.3,.361,Ben Scharnus,,,-0.5,,,,,.268,,,-0.1,
3488,,,,,,,0.4,.287,Marv Schatzman,,,-1.3,,,,,.293,,,-0.9,
3489,,,,,,,13.8,.438,Fred Schaus,,,17.6,14.7,,,,.446,,,31.4,.105
3490,.005,7.8,2.2,-1.2,0.5,19.5,24.6,.556,Danny Schayes,-1.7,8.7,24.2,13.4,1.2,16.9,14.0,.566,17.0,4.6,48.8,.107
3491,,,,,,,56.1,.512,Dolph Schayes,,,86.2,22.0,,,,.488,,,142.4,.192
3492,,,,,,,2.0,.304,Ossie Schectman,,,2.2,,,,,.326,,,4.3,
3493,.023,4.0,0.6,-2.1,-1.4,12.6,1.0,.535,Steve Scheffler,-0.7,10.2,2.0,13.5,1.6,11.3,11.4,.617,14.2,0.0,2.9,.153
3494,.000,4.8,2.2,-4.6,1.0,24.1,0.4,.392,Tom Scheffler,-5.6,7.5,-0.2,6.9,1.4,20.1,15.9,.435,11.1,-0.2,0.2,.037
3495,,16.1,,,,,0.5,.241,Dave Schellhase,,,-1.2,8.6,,,,.378,,,-0.6,-0.061
3496,.000,4.6,2.1,-4.3,0.1,16.1,0.2,.408,Luke Schenscher,-4.4,8.0,0.0,6.9,0.6,13.5,12.1,.476,11.5,-0.2,0.3,.047
3497,,,,,,,0.4,.329,Herb Scherer,,,-0.8,3.9,,,,.337,,,-0.4,-0.092
3498,.013,7.2,3.9,-4.9,0.7,20.8,2.7,.183,Dwayne Schintzius,-5.6,9.6,-1.8,9.4,0.8,14.8,15.3,.429,17.8,-1.4,1.0,.024
3499,,12.4,1.7,-0.9,1.0,19.2,8.9,.485,Dale Schlueter,-1.9,8.7,12.0,13.7,1.1,35.8,14.5,.545,15.2,0.8,20.8,.104
3500,,,,,,,0.0,.475,Otto Schnellbacher,,,1.3,,,,,.406,,,1.2,
3501,,,,,,,6.5,.579,Dick Schnittker,,,15.5,13.8,,,,.492,,,22.0,.132
3502,.130,6.8,1.2,-3.0,-1.2,14.1,3.4,.174,Russ Schoene,-1.8,8.7,1.1,11.1,1.6,12.9,11.4,.485,19.8,-0.9,4.5,.061
3503,,0.0,,,,,0.0,.000,Dave Scholz,,,0.0,67.6,,,,1.000,,,0.0,1.316
3504,,,,,,,1.1,.673,Milt Schoon,,,3.3,,,,,.421,,,4.4,
3505,.112,17.2,0.6,2.1,0.2,17.2,33.1,.508,Detlef Schrempf,2.0,6.5,76.4,17.2,1.3,14.4,12.0,.586,20.3,35.0,109.5,.156
3506,,,,,,,8.2,.430,Howie Schultz,,,-2.6,8.0,,,,.357,,,5.6,.070
3507,,,,,,,3.2,.331,Dick Schulz,,,1.0,,,,,.330,,,4.3,
3508,.085,10.5,,,,,0.3,.383,Roger Schurig,,,0.1,7.6,,17.3,5.0,.455,20.0,,0.3,.064
3509,.053,25.5,0.5,-10.9,-3.1,15.8,0.1,.133,John Schweitz,-7.8,5.9,-0.6,4.2,0.0,16.8,10.9,.359,34.1,-0.3,-0.5,-0.207
3510,,,,,,,15.5,.322,Fred Scolari,,,14.7,13.2,,,,.396,,,30.2,.055
3511,.008,9.7,1.9,-0.1,1.8,13.3,15.3,.415,Alvin Scott,-1.9,6.8,7.7,11.3,1.7,17.6,10.1,.536,12.8,5.2,23.0,.102
3512,.000,9.6,1.5,-5.2,-0.6,12.8,0.1,.353,Brent Scott,-4.6,6.6,0.0,7.0,1.0,16.9,9.8,.484,19.9,0.0,0.0,.019
3513,.171,13.4,0.6,0.4,-0.7,8.5,28.5,.243,Byron Scott,1.2,2.7,46.7,15.5,2.0,10.5,5.7,.556,21.3,18.6,75.2,.120
3514,.014,20.4,0.5,-0.9,-1.0,7.3,20.1,.269,Charlie Scott,0.1,3.2,21.3,15.8,1.7,14.9,5.4,.495,24.6,4.3,41.4,.078
3515,.430,11.4,0.7,-0.4,-1.6,8.9,11.8,.170,Dennis Scott,1.2,2.3,21.6,13.4,1.5,9.1,5.6,.530,20.4,7.3,33.4,.089
3516,.500,13.2,0.0,-9.1,2.5,18.2,0.1,.250,James Scott,-11.6,3.8,-0.2,-4.1,3.4,18.4,11.1,.056,16.0,-0.1,-0.1,-0.187
3517,.000,10.2,,,,19.3,28.8,.332,Ray Scott,,7.6,5.9,15.9,,11.5,15.7,.463,25.0,,34.7,.070
3518,.000,5.2,2.7,-3.1,-0.2,23.2,1.0,.423,Shawnelle Scott,-2.9,18.9,0.3,13.1,1.2,15.3,21.1,.474,17.1,-0.2,1.3,.101
3519,.000,4.8,,,,,0.0,.400,Willie Scott,,,-0.1,-7.1,,31.2,3.4,.368,18.1,,-0.1,-0.065
3520,.000,3.3,,,,,0.0,.444,Paul Scranton,,,0.0,10.6,,8.5,17.0,.418,10.4,,0.0,-0.001
3521,.048,10.9,3.4,3.0,4.3,13.4,4.8,.449,Carey Scurry,-1.4,10.1,0.5,14.1,3.6,19.6,11.8,.531,16.8,3.0,5.3,.107
3522,.031,6.8,1.5,-3.3,-0.7,13.8,7.5,.254,Bruce Seals,-2.6,6.6,0.3,11.5,1.4,12.7,10.1,.460,21.6,-2.5,7.8,.050
3523,.375,0.0,0.0,-24.6,-14.0,12.3,0.0,.500,Shea Seals,-10.6,38.7,-0.1,4.9,5.7,0.0,25.1,.205,47.8,-0.1,-0.1,-0.270
3524,.124,11.3,1.0,-1.4,-0.3,11.0,10.7,.301,Malik Sealy,-1.1,4.9,6.4,13.6,2.3,12.1,7.9,.500,21.4,1.7,17.1,.070
3525,,11.5,0.0,-13.9,-8.1,0.0,0.0,.333,Ed Searcy,-5.8,0.0,0.0,5.6,0.0,,0.0,.436,,0.0,0.0,-0.086
3526,,,,,,,9.2,.542,Kenny Sears,,,46.6,18.4,,,,.548,,,55.8,.179
3527,,,,,,,-0.4,.446,Wayne See,,,2.0,,,,,.442,,,1.6,
3528,.004,6.5,2.7,-1.6,0.3,23.2,26.1,.525,Rony Seikaly,-1.9,11.1,11.2,15.7,1.1,17.1,17.0,.538,22.3,2.2,37.3,.084
3529,,,,,,,0.0,.569,Glen Selbo,,,-0.2,,,,,.329,,,-0.2,
3530,.223,17.6,0.0,-10.1,-2.3,7.3,0.3,.266,Josh Selby,-7.8,0.8,-1.0,2.7,1.6,25.5,4.0,.395,21.7,-0.6,-0.7,-0.113
3531,.013,8.6,2.1,-2.6,-0.2,10.2,6.2,.251,Brad Sellers,-2.3,6.9,3.7,11.1,1.0,11.7,8.6,.498,17.1,-1.0,9.8,.066
3532,,10.4,0.0,-5.0,-3.2,6.9,0.2,.379,Phil Sellers,-1.7,6.0,-0.3,14.0,3.0,,6.5,.447,,-0.2,0.0,-0.007
3533,,,,,,,1.8,.337,Rollie Seltz,,,0.0,,,,,.375,,,1.8,
3534,.440,14.9,,,,,0.6,.263,Lester Selvage,,,1.6,10.6,,14.2,3.9,.467,20.3,,2.3,.045
3535,,,,,,,10.4,.408,Frank Selvy,,,7.6,11.9,,,,.460,,,17.9,.058
3536,,,,,,,8.2,.370,Jim Seminoff,,,8.7,,,,,.373,,,16.9,
3537,.000,0.6,6.3,-9.3,-2.8,21.3,0.3,.683,Mouhamed Sene,-6.5,12.4,0.0,13.5,0.8,12.3,16.8,.483,20.9,-0.5,0.3,.052
3538,,,,,,,16.6,.312,George Senesky,,,5.3,10.4,,,,.372,,,21.8,.033
3539,.078,7.6,1.7,-3.3,-0.8,10.9,0.7,.299,Ansu Sesay,-2.5,9.0,0.7,11.1,1.6,12.1,10.0,.478,17.0,-0.4,1.4,.051
3540,.000,1.5,3.1,-8.3,-1.4,17.7,0.2,.519,Ha Seung-Jin,-6.9,7.5,-0.4,5.4,0.7,28.2,12.6,.528,13.7,-0.5,-0.2,-0.029
3541,.056,8.8,0.7,-13.1,-2.0,2.6,0.1,.111,Tom Sewell,-11.1,2.5,-0.5,-2.7,1.7,15.6,2.5,.265,21.4,-0.2,-0.4,-0.201
3542,,,,,,,22.8,.381,Paul Seymour,,,14.7,13.8,,,,.429,,,37.5,.103
3543,,,,,,,0.4,.138,Nick Shaback,,,-0.2,,,,,.296,,,0.3,
3544,.181,7.8,,,,,0.1,.181,Lynn Shackelford,,,-0.4,4.7,,10.4,6.7,.373,17.0,,-0.3,-0.066
3545,.003,5.7,2.0,-3.0,-0.1,23.3,5.4,.242,Charles Shackleford,-2.9,11.7,1.8,13.1,1.3,14.7,17.5,.508,17.2,-1.1,7.3,.076
3546,,,,,,,0.5,.330,Carl Shaeffer,,,0.3,,,,,.396,,,0.8,
3547,,,,,,,5.0,.259,Lee Shaffer,,,3.1,14.6,,,,.467,,,8.2,.072
3548,.034,38.1,0.5,-9.6,-4.1,4.0,0.1,.517,God Shammgod,-5.6,1.5,-0.3,9.2,2.5,22.8,2.7,.428,28.1,-0.3,-0.1,-0.049
3549,,,,,,,-0.4,.447,Earl Shannon,,,8.0,,,,,.366,,,7.6,
3550,,,,,,,1.2,.256,Howie Shannon,,,5.1,,,,,.411,,,6.3,
3551,,,,,,,17.3,.667,Chuck Share,,,23.7,18.0,,,,.488,,,40.9,.151
3552,,,,,,,21.3,.318,Bill Sharman,,,61.4,18.2,,,,.497,,,82.8,.178
3553,.182,0.0,7.7,-16.5,-4.5,18.0,0.0,.182,Walter Sharpe,-12.0,0.0,-0.1,4.8,0.0,0.0,8.9,.337,28.3,-0.1,-0.1,-0.131
3554,.005,3.2,1.4,-4.6,-1.6,16.9,1.2,.667,John Shasky,-3.0,11.6,1.3,11.8,1.0,13.3,14.2,.529,15.6,-1.0,2.5,.079
3555,,,,,,,0.0,.217,Ron Shavlik,,,-0.3,-1.1,,,,.198,,,-0.3,-0.189
3556,.221,25.8,0.8,-1.4,-0.1,12.4,20.3,.187,Brian Shaw,-1.3,4.1,3.5,11.7,1.8,19.3,8.3,.471,17.3,3.5,23.8,.053
3557,.000,0.0,0.0,-27.8,-9.7,0.0,0.0,.000,Casey Shaw,-18.0,24.4,-0.1,-14.9,0.0,20.0,12.5,.125,32.4,-0.1,-0.1,-0.498
3558,,,,,,,0.0,.216,Bob Shea,,,-0.4,,,,,.278,,,-0.4,
3559,,,,,,,0.5,.178,Fred Sheffield,,,-1.0,,,,,.235,,,-0.5,
3560,.004,6.8,0.5,-5.4,-1.7,15.5,0.5,.267,Craig Shelton,-3.6,11.2,-0.5,8.7,1.5,19.5,13.3,.477,21.4,-0.5,0.0,-0.001
3561,.004,11.1,1.6,1.1,1.4,15.5,25.6,.237,Lonnie Shelton,-0.3,8.2,11.8,14.2,1.9,16.0,11.9,.524,19.5,14.7,37.5,.097
3562,.380,26.1,0.3,-2.8,-2.0,4.8,1.4,.156,Billy Shepherd,-0.7,1.1,1.3,12.1,2.4,17.7,2.9,.476,15.4,-0.6,2.8,.043
3563,.179,15.5,0.0,-2.9,-0.3,10.0,0.2,.333,Jeffrey Sheppard,-2.6,3.8,0.1,8.7,0.9,13.5,7.0,.447,13.2,0.0,0.3,.073
3564,,9.1,0.2,-3.9,-2.2,9.5,0.5,.266,Steve Sheppard,-1.6,10.2,0.5,10.8,1.1,15.8,9.9,.486,18.4,-0.5,0.9,.045
3565,.031,26.6,0.5,-0.3,1.7,7.7,2.7,.190,Ed Sherod,-1.9,3.1,-0.2,11.4,2.9,18.6,5.4,.433,14.7,0.7,2.5,.073
3566,,,,,,,-0.2,.372,Charley Shipp,,,-0.4,,,,,.336,,,-0.6,
3567,.026,9.3,0.6,-9.5,-2.6,9.2,0.0,.184,Paul Shirley,-6.9,8.0,-0.3,4.5,0.4,19.6,8.6,.402,18.8,-0.2,-0.2,-0.085
3568,,6.2,0.7,-6.6,-2.1,13.7,0.2,.352,Gene Short,-4.5,8.7,-0.3,9.8,1.7,,11.1,.400,,-0.3,-0.1,-0.025
3569,.035,13.3,0.4,-0.1,-1.4,10.1,15.5,.254,Purvis Short,1.3,6.1,35.6,16.9,1.7,11.0,8.0,.525,25.3,11.6,51.1,.100
3570,.250,12.8,3.4,-15.0,-0.9,0.0,0.0,.000,Dexter Shouse,-14.2,0.0,-0.1,-6.8,2.8,33.3,0.0,.000,14.1,-0.1,-0.1,-0.281
3571,,,,,,,0.0,,Dick Shrider,,,0.0,,,,,.379,,,0.0,
3572,,,,,,,15.4,.349,Gene Shue,,,23.5,13.7,,,,.465,,,38.9,.080
3573,.000,8.6,1.2,0.7,0.6,20.1,9.9,.584,John Shumate,0.1,7.0,14.6,15.9,1.6,18.1,13.6,.578,16.8,6.3,24.5,.128
3574,,0.0,,,,,0.0,.385,Sam Sibert,,,-0.1,6.4,,,8.0,.395,,,-0.1,-0.105
3575,,14.0,0.4,-7.5,-3.1,13.4,0.0,.125,Mark Sibley,-4.5,7.3,-0.2,9.3,1.4,,10.3,.389,,-0.2,-0.2,-0.065
3576,.050,20.4,0.1,-2.7,-1.7,5.3,8.1,.170,Jerry Sichting,-1.0,1.7,13.1,11.7,1.6,14.8,3.5,.546,14.2,-2.2,21.2,.080
3577,.009,5.2,,,,11.3,8.5,.501,Donald Sidle,,10.4,14.7,17.8,,13.4,13.1,.542,19.0,,23.1,.129
3578,,18.7,,,,,20.9,.371,Larry Siegfried,,,12.2,13.7,,,5.0,.488,,,33.1,.116
3579,,,,,,,0.2,.341,Ralph Siewert,,,-0.5,,,,,.198,,,-0.3,
3580,.045,13.7,1.6,2.5,2.1,24.8,60.7,.366,Jack Sikma,0.4,7.6,51.8,17.3,1.5,13.9,16.2,.540,20.6,42.0,112.5,.146
3581,.002,17.9,0.3,0.5,-1.5,7.8,13.1,.467,James Silas,2.0,2.8,47.2,17.0,1.6,14.4,5.3,.576,21.6,11.5,60.3,.142
3582,.000,9.4,0.5,0.2,1.3,20.6,51.7,.477,Paul Silas,-1.2,13.2,28.2,13.9,1.0,19.3,16.6,.489,11.7,8.5,79.9,.110
3583,.000,4.7,2.9,-4.2,-1.8,13.7,0.1,.710,Garret Siler,-2.4,18.3,0.1,13.5,0.5,19.7,16.0,.553,22.6,-0.1,0.1,.054
3584,,8.2,,,,,0.2,.494,Mike Silliman,,,0.1,8.0,,,7.7,.473,,,0.3,.037
3585,.000,3.4,0.2,-4.8,-1.8,12.5,0.5,.287,Wayne Simien,-3.1,10.4,0.3,10.5,1.6,14.4,11.5,.525,17.2,-0.4,0.9,.083
3586,.269,10.3,0.6,-0.1,-0.5,12.7,7.7,.243,Bobby Simmons,0.4,5.7,12.4,12.9,1.8,11.7,9.2,.533,17.7,5.4,20.1,.084
3587,.000,3.1,3.6,-5.7,0.1,14.4,0.7,.345,Cedric Simmons,-5.8,8.8,-0.6,7.3,0.8,13.2,11.5,.414,14.6,-0.7,0.1,.005
3588,,,,,,,11.9,.356,Connie Simmons,,,17.1,16.1,,,,.408,,,29.0,.078
3589,.032,11.1,,,,,3.0,.434,Grant Simmons,,,2.1,9.9,,16.0,4.9,.482,16.2,,5.1,.098
3590,,,,,,,0.5,.296,Johnny Simmons,,,1.2,,,,,.328,,,1.7,
3591,.027,17.3,1.7,0.1,1.3,17.1,14.1,.327,Lionel Simmons,-1.2,6.5,2.8,14.7,1.9,14.2,11.7,.492,21.8,7.2,16.9,.060
3592,.400,0.0,0.0,-15.5,-1.6,6.2,0.0,.000,Miles Simon,-13.9,6.0,-0.1,-7.2,2.8,37.5,6.1,.200,19.1,-0.1,-0.1,-0.289
3593,.020,15.0,0.5,-0.9,-0.1,11.6,15.3,.279,Walter Simon,-0.8,5.2,12.3,14.6,1.5,13.3,8.8,.500,19.7,0.3,27.6,.094
3594,.008,9.5,0.9,-3.8,0.2,17.5,5.4,.570,Dickey Simpkins,-3.9,9.3,-0.7,9.5,0.9,20.7,13.3,.494,15.5,-2.3,4.7,.044
3595,.016,17.2,0.3,-0.9,-0.6,8.9,19.3,.268,Ralph Simpson,-0.3,4.5,9.8,16.2,2.2,14.4,6.6,.495,26.8,3.4,29.0,.071
3596,.100,34.2,0.0,-4.6,-0.4,4.7,0.0,.500,Alvin Sims,-4.2,13.7,-0.1,10.9,4.3,33.0,9.3,.451,33.6,0.0,-0.1,-0.139
3597,.000,14.3,,,,,0.5,.446,Bob Sims,,,-0.1,9.0,,0.0,2.3,.434,18.3,,0.4,.014
3598,.000,5.3,0.0,-10.7,-4.4,14.1,0.0,.000,Courtney Sims,-6.3,13.3,0.0,7.4,0.0,12.5,13.7,.429,14.5,-0.1,0.0,-0.004
3599,,0.0,,,,,0.0,.000,Doug Sims,,,0.0,5.0,,,,.400,,,0.0,-0.053
3600,,24.7,0.0,-8.0,-2.2,8.5,0.1,.577,Scott Sims,-5.8,5.8,-0.2,5.2,1.4,36.8,7.2,.460,21.0,-0.1,-0.2,-0.088
3601,.294,14.4,0.0,-4.9,-1.3,9.8,0.2,.247,Sean Singletary,-3.6,4.1,-0.2,6.7,1.9,19.6,7.0,.478,17.8,-0.2,0.0,.006
3602,.153,5.2,2.7,-0.6,0.9,20.7,4.5,.299,James Singleton,-1.5,11.5,3.6,14.0,1.6,13.6,16.2,.538,14.4,1.2,8.1,.120
3603,.333,15.6,0.0,-7.3,-7.7,0.0,0.0,.000,McKinley Singleton,0.5,0.0,0.0,13.3,0.0,0.0,0.0,.667,12.5,0.0,0.0,.131
3604,,,,,,,0.0,.400,Zeke Sinicola,,,-0.2,-3.4,,,,.276,,,-0.2,-0.223
3605,.021,11.1,1.1,-4.2,-0.5,13.8,0.3,.266,Charlie Sitton,-3.7,8.8,-0.2,8.0,1.1,15.3,11.2,.433,17.1,-0.2,0.1,.008
3606,.263,33.3,0.1,-1.2,-2.2,8.3,8.1,.331,Scott Skiles,0.9,1.8,22.3,14.4,1.5,19.9,5.0,.552,18.8,3.2,30.4,.087
3607,.004,17.9,1.0,0.0,0.4,10.6,8.3,.369,Al Skinner,-0.4,4.6,4.9,13.8,2.0,19.4,7.5,.518,18.4,3.7,13.2,.087
3608,.002,4.1,3.5,-2.4,0.8,20.3,11.2,.355,Brian Skinner,-3.2,9.7,4.7,12.0,1.2,15.7,15.0,.514,13.8,-1.0,15.8,.070
3609,,6.9,0.5,-2.6,0.6,14.3,2.5,.280,Tal Skinner,-3.2,8.1,0.9,9.5,1.6,,11.2,.465,,-0.4,3.4,.058
